Id, FrameVoice, meanProb, stdProb
1254.wav,554.0,0.2924928081430221,0.3818423712961568
68.wav,535.0,0.2486201174813291,0.35634960994251724
337.wav,1001.0,0.16699264954098625,0.3064094045515759
1446.wav,58.0,0.3767572083760063,0.39856113933875464
520.wav,871.0,0.3942515568422175,0.4242072843462048
791.wav,56.0,0.48380109711378727,0.39924501682943425
468.wav,543.0,0.08119662636623076,0.17045721968365235
886.wav,295.0,0.06613248118437155,0.16496775230216595
1148.wav,595.0,0.17511734361887274,0.26420871308601623
1119.wav,455.0,0.11620163285878767,0.21378663146708748
2868.wav,62.0,0.49837084780808566,0.3939154561172662
2839.wav,550.0,0.3287330684906272,0.37406348409222534
554.wav,38.0,0.23280173848940228,0.3293414007098147
897.wav,72.0,0.49817058454352964,0.43712567168140315
2066.wav,783.0,0.18604418501727324,0.291847981785064
898.wav,571.0,0.11685409577651268,0.2277443459947379
2272.wav,434.0,0.15243134468259498,0.27114622840457075
532.wav,61.0,0.26624733154388963,0.2857039074595424
638.wav,428.0,0.2116506540660347,0.3174898654264038
473.wav,1032.0,0.2431098888830306,0.3569927249849935
835.wav,69.0,0.5268392446584499,0.3590099791002624
1352.wav,708.0,0.2854446325458767,0.3436654115274615
644.wav,54.0,0.34599408157219863,0.43002737178774575
1684.wav,77.0,0.3618959699097809,0.4029499311100613
1988.wav,53.0,0.47802173974279455,0.4399299685683833
2637.wav,44.0,0.46813445826997946,0.383786880938987
2564.wav,863.0,0.17822249314202124,0.29236637247117286
2706.wav,1371.0,0.334595929878332,0.4092156916609978
1781.wav,677.0,0.15359740606455521,0.2777837979785772
2116.wav,47.0,0.24145006120786233,0.32759114298189534
3.wav,659.0,0.3479847209263622,0.358861682758079
622.wav,546.0,0.32626269645765926,0.37861495540986434
1335.wav,80.0,0.5435643347835508,0.33701824437527006
283.wav,722.0,0.3472714661329346,0.40370407445839923
480.wav,63.0,0.16415232610537675,0.2795368397662416
1225.wav,33.0,0.3429776038502499,0.3940211126333955
547.wav,49.0,0.3706790676268746,0.38501202303243615
502.wav,60.0,0.3127458439244146,0.3769156000754459
265.wav,55.0,0.5141861651800819,0.4307462250956625
1735.wav,56.0,0.5622325922199373,0.4158465686316087
1010.wav,38.0,0.21803352682530544,0.3121962050453651
1226.wav,73.0,0.5526346961166277,0.39559895422170144
634.wav,1099.0,0.23894633391063494,0.33686612570510605
90.wav,698.0,0.35608068865064546,0.42493578435159113
1553.wav,655.0,0.40621823335959306,0.42414108549837914
1431.wav,448.0,0.1586091266746872,0.2763171118037099
1051.wav,231.0,0.11795398077368877,0.24992210251221508
1426.wav,690.0,0.30620891067363865,0.34598321211420446
2899.wav,501.0,0.0821415398414646,0.1833549355815407
1351.wav,54.0,0.35506574003717245,0.38240330502140785
2904.wav,35.0,0.38024316301354194,0.36445796917779355
1778.wav,544.0,0.1905888084889025,0.2925033009330567
1268.wav,599.0,0.11664917992194572,0.21915723135368445
1530.wav,745.0,0.26164406883634417,0.38526275988338804
2462.wav,514.0,0.2501568355929732,0.3547434418611317
2213.wav,25.0,0.20303538870835242,0.26959545763314435
2804.wav,861.0,0.3442501373243013,0.41477027127685906
2206.wav,592.0,0.2643451879356217,0.35863586528347574
2648.wav,45.0,0.4302713034872146,0.41557562338450393
219.wav,154.0,0.317013048428905,0.3550460624337945
357.wav,415.0,0.17440661350997025,0.3046784418320339
2170.wav,59.0,0.4169512130420164,0.3955778032031839
2228.wav,72.0,0.4826011860120315,0.4308543181611031
110.wav,997.0,0.3112252311740596,0.38849965818436705
632.wav,1138.0,0.3271244249564055,0.43081528357708
609.wav,43.0,0.40357749671071,0.394584784820898
1660.wav,59.0,0.4853467033662666,0.4052256448722358
1168.wav,585.0,0.23470223776160476,0.33461694790146934
2133.wav,665.0,0.19647706059707654,0.31044692035345844
2866.wav,47.0,0.30908425313751214,0.31245257802684623
1020.wav,44.0,0.4840643396954944,0.39318446972108984
1872.wav,535.0,0.20017628396473866,0.3005858152249777
862.wav,537.0,0.2207749943476006,0.3050401598342602
1207.wav,478.0,0.10809149571697434,0.20910727927536105
2057.wav,52.0,0.6017924782667193,0.3725260569457807
856.wav,45.0,0.264985597837469,0.3195992391543252
1777.wav,63.0,0.2991453825676509,0.3804644660693989
1747.wav,669.0,0.24945848970809845,0.34730484955767593
591.wav,82.0,0.5196059467111418,0.33241293682714435
670.wav,729.0,0.1938789703835152,0.29803807786883685
2653.wav,481.0,0.16286356536224703,0.2930167052626219
1203.wav,47.0,0.4066875618870091,0.32144720212997374
1482.wav,771.0,0.22228123064410044,0.3065686055877537
2591.wav,58.0,0.20729279161899683,0.3289654217961354
1957.wav,2397.0,0.30522940237145085,0.36087181627871345
2156.wav,54.0,0.38217385062512055,0.37402040834070577
2465.wav,774.0,0.24508334312115498,0.3518283622533579
395.wav,344.0,0.13483418053659588,0.2603569760043665
102.wav,375.0,0.1457113312557742,0.24478322205001557
1764.wav,581.0,0.3436009444313941,0.3809453696357354
257.wav,601.0,0.26182216839779626,0.34716958392276265
367.wav,82.0,0.05415696869682862,0.09907101833190896
1420.wav,553.0,0.1990589081002675,0.2937188350721942
2080.wav,435.0,0.1511262008507426,0.28026013444994585
150.wav,420.0,0.21072373063728586,0.3393284525300126
2406.wav,673.0,0.16221469018407347,0.2464543903608578
1987.wav,66.0,0.19344644561315946,0.2902177836192806
1402.wav,24.0,0.1585178961381055,0.23518027775321113
2159.wav,72.0,0.27272106803521595,0.2855032411169535
2867.wav,574.0,0.2501054882608697,0.36228797169687377
56.wav,211.0,0.02917071453406064,0.08362986704209716
913.wav,814.0,0.3560238781911586,0.4090834361332823
2728.wav,696.0,0.25873850277836036,0.3586512532085651
1399.wav,687.0,0.17323433279120218,0.2728087137725936
837.wav,656.0,0.2619216573484079,0.35309078268377325
1873.wav,468.0,0.23962845161556387,0.3476458831533133
2143.wav,572.0,0.10241170665324256,0.19939436643596037
699.wav,111.0,0.2122748644400434,0.2683229689430515
1624.wav,88.0,0.14624973021667612,0.2534468226330639
2884.wav,499.0,0.17733696979530997,0.2816410734254997
1877.wav,41.0,0.3525146334926218,0.3942312812607825
1864.wav,49.0,0.47193463919024037,0.41669570769322317
499.wav,731.0,0.24803732763862213,0.34108941121886194
2224.wav,82.0,0.6701731360276654,0.339480249203437
2477.wav,50.0,0.5810056720174469,0.41877708759859306
795.wav,50.0,0.3712964138420635,0.3521790958960774
128.wav,53.0,0.4471107660932136,0.4215848106962993
2665.wav,411.0,0.14403648001750313,0.23321288403203955
2506.wav,45.0,0.37422691290872007,0.330645831974292
210.wav,604.0,0.29156021111819364,0.36775197552678274
941.wav,546.0,0.1668537490765197,0.2759395070321676
1141.wav,617.0,0.1880724936090657,0.2834216230101931
1143.wav,1620.0,0.2630881944013245,0.38080718649749956
87.wav,557.0,0.18771142064896548,0.32023718072150725
354.wav,485.0,0.13653690346917138,0.25013907519369377
903.wav,64.0,0.26314039676925777,0.3618328834923822
1387.wav,701.0,0.1266873155238842,0.25119071719229435
2030.wav,678.0,0.22813791175121817,0.3069183194474764
1027.wav,45.0,0.47206141500304233,0.3749549257977583
2155.wav,532.0,0.2164714733052046,0.3109795822807311
2171.wav,40.0,0.2678388040341861,0.3261562267350864
1339.wav,666.0,0.25302702905110985,0.3381214200191438
695.wav,39.0,0.2724147163153749,0.28968045201086723
369.wav,629.0,0.1931464558902422,0.3005816772493004
2558.wav,27.0,0.17894107595581843,0.26711551354931334
1241.wav,615.0,0.2492158540654134,0.3158506602257523
32.wav,91.0,0.40191906702137326,0.3863119266864423
2114.wav,51.0,0.23996643367432036,0.3170426845963337
6.wav,533.0,0.19100405079141367,0.3147171476945766
2549.wav,841.0,0.24121743395571218,0.32955437763018347
2169.wav,62.0,0.38254899065789716,0.39404316535622025
2424.wav,611.0,0.28912058120544515,0.3572330469145809
1069.wav,426.0,0.21650479534908912,0.33289512805560983
2854.wav,130.0,0.2864063848693465,0.30243411802665404
2033.wav,54.0,0.3310392969327081,0.3488657945704594
2902.wav,562.0,0.2507935501863588,0.35429975387007384
2821.wav,316.0,0.07146562006896917,0.15925008394593468
2786.wav,902.0,0.1987427857832351,0.2500727747475233
2746.wav,759.0,0.20104272478196783,0.30870390316182217
1666.wav,430.0,0.1795455268080175,0.302859404784963
2167.wav,38.0,0.43971723259848156,0.4215729757992618
2815.wav,261.0,0.06853350535922335,0.16213285041373776
1302.wav,56.0,0.36315252835823025,0.3551106307156095
2358.wav,553.0,0.24967076668385804,0.3615783183686437
955.wav,60.0,0.5060464354643173,0.4240807851134034
2865.wav,1295.0,0.14558454547841704,0.28258142534328023
1510.wav,61.0,0.2850631572054113,0.31011101863754026
2468.wav,38.0,0.42122136603281574,0.352580017138469
2903.wav,877.0,0.23860065659702104,0.34571734544968236
2225.wav,57.0,0.535401412987886,0.4187339311401995
861.wav,378.0,0.10676717240155288,0.2231798892218157
2641.wav,480.0,0.14908051467986472,0.2658205165169494
1278.wav,615.0,0.2335116955264957,0.32732050478044156
981.wav,66.0,0.5513448410476239,0.4005987684137663
2593.wav,628.0,0.2619517505877515,0.3516383872161409
431.wav,744.0,0.31948557412792344,0.39015076494192796
1331.wav,84.0,0.20836868227892208,0.29600165260041184
330.wav,758.0,0.279858748144117,0.39116509788843945
860.wav,737.0,0.3056086068178898,0.3527339729507635
78.wav,36.0,0.30488711988071104,0.38441818408694034
1780.wav,105.0,0.4276266742645272,0.41716739043563067
1323.wav,32.0,0.30375736901261363,0.3435141035898504
1650.wav,571.0,0.19020770648270705,0.3001740347415559
2270.wav,691.0,0.20360267087190756,0.3081533932245227
559.wav,68.0,0.5101327159558399,0.4294701962586501
567.wav,60.0,0.278437630600775,0.3460017568119114
611.wav,927.0,0.12831612107730578,0.2443183461074026
1464.wav,733.0,0.3678512843947369,0.42954611272785015
2177.wav,1104.0,0.2205782970433346,0.32623052399742286
2796.wav,717.0,0.2608135210237984,0.3463547924619007
2175.wav,52.0,0.4246961810157482,0.41555119171663957
1159.wav,630.0,0.2018160284712304,0.29803536824851246
1601.wav,454.0,0.110108708721813,0.22456223646943888
840.wav,58.0,0.23679574741099718,0.31534231939280616
2743.wav,72.0,0.2472241292389163,0.31895193900896923
698.wav,681.0,0.12314181091068568,0.22224285304591956
930.wav,403.0,0.09869503471019028,0.19898237649717196
967.wav,694.0,0.22001890312832056,0.31283102508414234
927.wav,114.0,0.30925730565690646,0.3122821779043453
377.wav,448.0,0.20397752515060896,0.30545887018975604
1195.wav,1161.0,0.310380400059155,0.36802799768927175
1336.wav,677.0,0.2189135609121877,0.3045208477838405
829.wav,566.0,0.10435679622719332,0.21976578982699144
1210.wav,423.0,0.20437607776478098,0.3148607913508969
1700.wav,471.0,0.18269540891500027,0.29454525962582756
2132.wav,50.0,0.45603347252238585,0.39936919368418206
1812.wav,656.0,0.21334379120579908,0.3206032236966356
489.wav,733.0,0.15133175942778979,0.26269457208450425
384.wav,594.0,0.14790281309937367,0.27766276424024006
2198.wav,44.0,0.28773225003127517,0.3263744938487915
1293.wav,55.0,0.41778553602147506,0.3609632719643315
2780.wav,515.0,0.13925342836783425,0.2564256912910425
1442.wav,511.0,0.17376800279753954,0.2618846990572777
1556.wav,567.0,0.3347919341124912,0.39897355755057684
2219.wav,47.0,0.3922256395809391,0.38988939227461794
2241.wav,310.0,0.07441035511434911,0.17565226326964808
1393.wav,612.0,0.25718867693052866,0.3414852384213278
662.wav,596.0,0.26106447448987363,0.34523115347998223
602.wav,644.0,0.25062684654452094,0.3408022871558925
2097.wav,797.0,0.21175257939808598,0.3154757251934993
263.wav,545.0,0.18763740529120548,0.31266936671846024
2769.wav,321.0,0.08607350643388635,0.18677466960233743
1842.wav,471.0,0.24513100114517025,0.36252464005971474
1901.wav,65.0,0.0992423394020421,0.1625121661451004
1098.wav,77.0,0.5868845226052323,0.39252880028969855
2535.wav,58.0,0.44054397764417,0.32944642682107855
541.wav,39.0,0.3384219428200522,0.351898634463946
1983.wav,849.0,0.23088515817420308,0.3598602045884232
1123.wav,526.0,0.14915059979756917,0.2653938713429361
2055.wav,549.0,0.20551042065392078,0.31556302808622566
2798.wav,34.0,0.24680902097299492,0.32334093999812485
1981.wav,52.0,0.39984143916529113,0.3962014562341771
1710.wav,569.0,0.23417495294349072,0.31636176231802887
2103.wav,586.0,0.07267713993334467,0.16012019137264852
2571.wav,582.0,0.21262055888883852,0.3039791037981211
2722.wav,508.0,0.2676321652244974,0.34267180088729093
745.wav,554.0,0.304819805262946,0.38058218370739266
1386.wav,45.0,0.38535006775500436,0.40291355022294667
542.wav,45.0,0.48390222710569003,0.4210120910196651
1228.wav,527.0,0.10009199739275197,0.1815405446676369
2552.wav,46.0,0.25959241532214355,0.3301684867163089
1326.wav,437.0,0.24378805683198396,0.33147790703908875
2487.wav,422.0,0.16610434901289195,0.28145023341286907
380.wav,167.0,0.05963673278324122,0.13874573835515325
880.wav,459.0,0.15093533870740344,0.24949458338118458
2082.wav,530.0,0.22381194616447414,0.32812936608199367
1564.wav,668.0,0.1714456178549395,0.27850904722092573
1687.wav,55.0,0.26232446526191366,0.34010479359656204
2774.wav,890.0,0.15028178830740002,0.2715223801541489
1294.wav,87.0,0.492231869421717,0.3905308646305448
2441.wav,48.0,0.5080586279135945,0.39769520850108564
1673.wav,111.0,0.2467228843983524,0.3144256439015348
1494.wav,485.0,0.22049331992950189,0.32380419787688225
2012.wav,556.0,0.3172160818486971,0.37116470414463054
346.wav,617.0,0.31263811864889246,0.3421926211011705
639.wav,892.0,0.19577884249905,0.3069691685267172
1490.wav,30.0,0.18893226426507367,0.2558948785207059
1526.wav,64.0,0.522190745001185,0.3861961829293788
2100.wav,46.0,0.3063073859264268,0.3576066809446201
626.wav,43.0,0.3562626669546759,0.39392739852869446
2437.wav,66.0,0.35122829996510757,0.37306220990692823
1448.wav,581.0,0.2770711512070765,0.3716328474254097
2733.wav,35.0,0.5204440546509389,0.42642208456305347
1633.wav,488.0,0.24181531358979727,0.3479632169599778
2434.wav,793.0,0.16402253501447744,0.2761226646017592
1889.wav,769.0,0.2093754530302916,0.31585150758349273
404.wav,769.0,0.1969202252790257,0.3217084775423339
1725.wav,32.0,0.19170944617986194,0.30681512062099026
2091.wav,41.0,0.3856264318298634,0.38022853175755267
1860.wav,493.0,0.22748576344477045,0.3434419310230832
495.wav,488.0,0.08478650352780052,0.18358097801572446
1418.wav,45.0,0.3035094811364913,0.325298817812057
2181.wav,82.0,0.5140894600081433,0.4053974037452517
692.wav,61.0,0.5557694518343078,0.4332545798081532
232.wav,41.0,0.31955162203762233,0.3401594493326664
180.wav,474.0,0.13299682933037982,0.25235295621402837
596.wav,60.0,0.5413882717861301,0.3992588057398931
1757.wav,550.0,0.2381304470401723,0.3167859091050427
2456.wav,493.0,0.1730758846582157,0.2777137805859977
34.wav,46.0,0.5009778129249023,0.41901177492652814
261.wav,771.0,0.1670735697929215,0.28040055618957793
668.wav,597.0,0.2513084740460699,0.3519462512343272
2933.wav,76.0,0.43638254325184256,0.42228563020516147
515.wav,37.0,0.13699745218219253,0.2524755209781923
1910.wav,40.0,0.2692076678323824,0.33426174123141067
599.wav,474.0,0.1204575744225879,0.2219248370032757
1517.wav,71.0,0.14451320823190317,0.28117402712274575
1381.wav,645.0,0.33691382948695275,0.38186061146659794
1057.wav,51.0,0.41671105990390445,0.3616494502518959
749.wav,94.0,0.13701095941771313,0.2720462251647897
546.wav,52.0,0.3550031362039441,0.3758464497593931
1076.wav,49.0,0.33691751993908836,0.3965952082851726
112.wav,541.0,0.06958384532084066,0.15102036850957065
1488.wav,25.0,0.2508182621405153,0.32815486445963066
2420.wav,900.0,0.2715757449895894,0.35075173443730406
9.wav,73.0,0.5249638749525938,0.37190696845011567
1184.wav,688.0,0.38275645929474417,0.423590902361523
1180.wav,43.0,0.1688755742760968,0.212819710094858
2613.wav,83.0,0.5292205489175961,0.4077645058615026
2192.wav,72.0,0.24543982490810845,0.3551058081072042
1631.wav,1050.0,0.22009339826399552,0.33908426997632674
1516.wav,558.0,0.11561396804329319,0.24373644816250542
2092.wav,48.0,0.49137259052635074,0.372185384738641
2539.wav,42.0,0.2246192244691339,0.27176957484911507
1357.wav,684.0,0.205934439515658,0.3066868153915779
2678.wav,582.0,0.14126511779646067,0.2481297032969883
2822.wav,516.0,0.20822894872673,0.30908217094130724
1043.wav,616.0,0.16401526288630164,0.2755456863320152
2334.wav,657.0,0.24393505380549024,0.33788389472470626
1275.wav,57.0,0.1661493037911859,0.28894953415729174
2454.wav,245.0,0.05085277808740127,0.12650392183848905
663.wav,42.0,0.4416132813530827,0.40416956153762534
1085.wav,42.0,0.435971387589057,0.4057448669618783
2320.wav,56.0,0.6082795468691263,0.4032952850621182
940.wav,939.0,0.3245104708376465,0.4164334156589345
852.wav,540.0,0.258422072419626,0.36060477503089217
1827.wav,406.0,0.27248811148905205,0.3626737853686622
156.wav,47.0,0.36380907585796163,0.38372246535334553
2425.wav,785.0,0.15853409668280816,0.26901872257153336
2878.wav,726.0,0.3758221813652935,0.3991628895168691
2497.wav,725.0,0.31766324094382214,0.3772773328143149
2118.wav,612.0,0.20897052856917356,0.3126297504929399
2209.wav,746.0,0.21242788272071247,0.34009636674680627
1457.wav,885.0,0.2520180732167979,0.35710955902544467
1536.wav,50.0,0.4769255210568243,0.4323779551727303
1380.wav,68.0,0.5007316563775381,0.3839702846266016
2276.wav,61.0,0.47233269222634844,0.44971286569509916
396.wav,637.0,0.23917874883743157,0.330600199373338
2371.wav,747.0,0.17454684553473693,0.304690321078806
230.wav,667.0,0.1578102553476507,0.2669202401077674
2808.wav,166.0,0.0519864954204524,0.14616393023971938
2534.wav,97.0,0.4107682653696557,0.3842319899674426
139.wav,70.0,0.3338367716338839,0.39218540692272436
2805.wav,699.0,0.350267622180809,0.376218247686558
957.wav,60.0,0.6038999986608523,0.3958138562228145
39.wav,691.0,0.16397407922781718,0.2826967410871237
2617.wav,631.0,0.32937191734869803,0.3865854101190474
2353.wav,450.0,0.10127351236208598,0.21401449770899422
2570.wav,43.0,0.440069823401208,0.43330387896097516
2131.wav,498.0,0.12071076693077426,0.23413191910132536
1491.wav,586.0,0.2996873363264913,0.36862030261343054
196.wav,79.0,0.38035303691301225,0.430718188622684
2340.wav,409.0,0.07892869367736192,0.1901215091660356
2444.wav,633.0,0.10921467732877066,0.21504948079131195
1262.wav,64.0,0.43470409123911846,0.43502816814670187
414.wav,26.0,0.21054820706773092,0.295642762108318
1568.wav,40.0,0.5073595823190358,0.3947157999494525
33.wav,58.0,0.38558964550021363,0.37750301416718524
2911.wav,44.0,0.36771143025031583,0.3660111889909547
1142.wav,67.0,0.6799718213519133,0.38335055137575824
1546.wav,496.0,0.30614230192938446,0.39037993332257737
1831.wav,77.0,0.26173560330457424,0.3195564601549654
1592.wav,773.0,0.18525355973184002,0.3043398014229276
635.wav,35.0,0.28424084073831707,0.3698289416204741
239.wav,422.0,0.13898154118219225,0.2684747374713028
1486.wav,53.0,0.5058669762186847,0.41655251200161014
1907.wav,94.0,0.2500904061959547,0.3317962058671167
2048.wav,564.0,0.19175059988331553,0.28799282485496985
763.wav,400.0,0.09335377415761455,0.20203184225326817
623.wav,557.0,0.2303137105721985,0.34515576792842423
1515.wav,68.0,0.10409637799757096,0.14623143442728534
1493.wav,127.0,0.11947630856329991,0.2276710925495364
125.wav,48.0,0.29967540369230694,0.33507939240246476
2835.wav,31.0,0.1847606195855937,0.270279525069134
944.wav,55.0,0.4145981038789164,0.35596155047671274
2673.wav,87.0,0.5131995286862344,0.4158685856061061
1103.wav,59.0,0.481959036665057,0.3903886333985172
1421.wav,443.0,0.12539523397973606,0.22425232863250255
36.wav,638.0,0.3388219164806291,0.3821315316715792
529.wav,425.0,0.2152948279662603,0.33481096789199255
952.wav,530.0,0.09871358772657376,0.2091581793217915
2239.wav,59.0,0.2665689821686602,0.3631889380088804
536.wav,474.0,0.2632117062574659,0.35534472122776456
1656.wav,470.0,0.1841932250947626,0.31144647211173615
1419.wav,60.0,0.5355763568145443,0.41575493588114876
2028.wav,696.0,0.3383855627767281,0.3970169010857016
2402.wav,711.0,0.3760789271402116,0.40911572154479087
16.wav,660.0,0.09969695806961484,0.20353901167929406
484.wav,678.0,0.3499397551420866,0.4055739252857826
1033.wav,587.0,0.15734679903067345,0.29510445390284007
2294.wav,701.0,0.09886241516679439,0.2055718094954591
1892.wav,117.0,0.02783033824569691,0.0740772631958672
1899.wav,40.0,0.6455363381503398,0.40009735148110787
578.wav,463.0,0.16918616769965572,0.27161854756582954
1244.wav,587.0,0.3311268950866651,0.4044914004060247
1676.wav,42.0,0.3897483777234796,0.3387210392255956
386.wav,493.0,0.2537032632746672,0.3438124654245874
1333.wav,898.0,0.25461884317623307,0.3427804574767509
2644.wav,556.0,0.2284295320794552,0.3375498344820298
214.wav,36.0,0.1571242504293564,0.2241486772341145
1765.wav,563.0,0.2658399585770263,0.3316928626508784
2102.wav,51.0,0.5295384031697934,0.4058658622291458
2703.wav,889.0,0.3428475115426526,0.39727355483642024
720.wav,45.0,0.3260767319731074,0.38367409108124584
1823.wav,737.0,0.23160965332110023,0.34171492618777405
1550.wav,529.0,0.12677321302345482,0.24821944199883517
66.wav,51.0,0.4095587192646492,0.3788274020909809
410.wav,910.0,0.39910207823327626,0.42131633455519707
425.wav,827.0,0.13391790399869355,0.24811404588235772
203.wav,383.0,0.09195655693417708,0.21281504371487336
2880.wav,641.0,0.2976410302306411,0.3497534865827448
534.wav,79.0,0.4584471025568782,0.37950730246509523
576.wav,371.0,0.10786089724646329,0.20937372486544645
