Id,entropyWav,freq,mel1,mel2,mel3,mel4,mel5,mel6,mel7,mel8,mel9,mel10,mel11,mel12,mel13,mel14,mel15,mel16,mel17,mel18,mel19,mel20,mel21,mel22,mel23,mel24
315.wav,5.3217620849609375,150.49999999964098,-9.172688484191895,-9.24792766571045,-8.73645305633545,-10.708788871765137,-9.981752395629883,-9.404809951782227,-9.713422775268555,-8.822220802307129,-9.646020889282227,-9.206706047058105,-9.921934127807617,-8.552515983581543,-8.948795318603516,-8.556870460510254,-8.786870002746582,-8.32827377319336,-7.870123863220215,-7.737980365753174,-7.5337347984313965,-7.294065475463867,-7.093290328979492,-6.915589809417725,-6.7481584548950195,-6.610522747039795
406.wav,5.835318088531494,150.49999999964098,-3.5041234493255615,-3.65077543258667,-3.770132064819336,-3.8548195362091064,-3.8859574794769287,-3.9431004524230957,-3.9180796146392822,-3.9469594955444336,-4.033585548400879,-4.059905052185059,-4.095392227172852,-4.333927154541016,-4.287964820861816,-4.71951961517334,-4.872777938842773,-4.882721900939941,-5.487970352172852,-5.700318336486816,-5.862598896026611,-6.5274577140808105,-6.984936714172363,-7.88603401184082,-7.871544361114502,-7.413701057434082
2689.wav,6.129807949066162,131.50000000096128,-9.391722679138184,-9.490220069885254,-11.815470695495605,-12.728165626525879,-10.391633033752441,-10.91813850402832,-11.46713638305664,-11.603253364562988,-12.104681968688965,-11.236268043518066,-11.938051223754883,-13.071294784545898,-11.20107364654541,-10.914673805236816,-11.316633224487305,-11.00268840789795,-11.603761672973633,-11.653339385986328,-11.832500457763672,-11.131302833557129,-10.87331771850586,-10.755603790283203,-10.747509956359863,-11.122161865234375
2019.wav,5.508431434631348,149.50000000005122,-6.427521228790283,-6.0507097244262695,-5.809654235839844,-5.879939079284668,-5.815954685211182,-5.423069000244141,-5.344549655914307,-4.990760803222656,-4.8589301109313965,-4.730506420135498,-4.563602924346924,-4.507872581481934,-4.4511260986328125,-4.498641014099121,-4.541062831878662,-4.627077102661133,-4.7427978515625,-4.910495281219482,-5.15275239944458,-5.402617931365967,-5.713414192199707,-6.254634380340576,-6.884173393249512,-7.970315933227539
2215.wav,6.393645286560059,150.49999999964098,-9.511209487915039,-8.897976875305176,-9.288311004638672,-11.20440673828125,-10.859321594238281,-11.208184242248535,-11.555777549743652,-11.10720443725586,-11.452718734741211,-12.225969314575195,-11.93174934387207,-12.941164016723633,-12.001847267150879,-11.294058799743652,-11.115974426269531,-10.993865966796875,-11.673518180847168,-11.9492769241333,-11.810909271240234,-12.350099563598633,-13.406993865966797,-11.803106307983398,-12.613876342773438,-11.579896926879883
1676.wav,6.379458904266357,139.5000000005239,-4.534172058105469,-4.371103286743164,-4.392594814300537,-4.649957656860352,-4.794436454772949,-5.4582672119140625,-7.1644697189331055,-6.687429904937744,-5.813132286071777,-5.544266700744629,-5.367019176483154,-5.336131572723389,-5.283740520477295,-5.471742630004883,-5.540060520172119,-5.7474894523620605,-6.027022361755371,-5.88808012008667,-6.491847038269043,-6.336231231689453,-6.353764533996582,-6.749661445617676,-6.601741790771484,-7.151361465454102
1868.wav,6.405837059020996,85.39999999965774,-1.679821252822876,-1.677674651145935,-1.6126441955566406,-1.6489192247390747,-1.633377194404602,-1.6367878913879395,-1.6069824695587158,-1.6099722385406494,-1.612269401550293,-1.6020455360412598,-1.612397313117981,-1.6377496719360352,-1.613835096359253,-1.622840166091919,-1.6430068016052246,-1.6461198329925537,-1.6796414852142334,-1.6733603477478027,-1.7226414680480957,-1.7214287519454956,-1.7350956201553345,-1.7797881364822388,-1.7894097566604614,-1.841658592224121
1699.wav,5.714148044586182,150.49999999964098,-6.653597831726074,-6.3211798667907715,-6.151839733123779,-6.146974086761475,-6.180025577545166,-6.0044684410095215,-5.99747896194458,-6.171701908111572,-6.161198139190674,-5.927962303161621,-5.860731601715088,-5.972212314605713,-5.949617862701416,-5.983211040496826,-6.198083877563477,-6.426920413970947,-6.520912170410156,-6.890230178833008,-7.865612983703613,-8.541807174682617,-10.851472854614258,-8.523750305175781,-8.279364585876465,-7.482464790344238
867.wav,6.147489070892334,106.49999999979237,-3.9085686206817627,-3.770155906677246,-3.6473608016967773,-3.585278034210205,-3.560028553009033,-3.485783100128174,-3.4178848266601562,-3.3612518310546875,-3.3548574447631836,-3.3840272426605225,-3.413145065307617,-3.529064655303955,-3.587306022644043,-3.7268364429473877,-3.8856453895568848,-4.019112586975098,-4.243461608886719,-4.373192310333252,-4.644762992858887,-4.814689636230469,-4.952320098876953,-5.214799880981445,-5.346947193145752,-5.936433792114258
441.wav,6.147107124328613,127.50000000107904,-3.6500823497772217,-3.876326084136963,-4.24893856048584,-4.7270402908325195,-5.486558437347412,-6.837767601013184,-8.604667663574219,-7.699270248413086,-8.197466850280762,-6.822678565979004,-6.139641284942627,-5.837713718414307,-5.531433582305908,-5.3869171142578125,-5.309398651123047,-5.294547080993652,-5.292817115783691,-5.352590560913086,-5.395870208740234,-5.477173805236816,-5.5538763999938965,-5.663666725158691,-5.732746601104736,-5.84627628326416
452.wav,5.905416011810303,147.5000000002013,-6.5591535568237305,-6.527283191680908,-6.539289474487305,-6.684872627258301,-7.336665153503418,-8.68278694152832,-7.83083438873291,-7.430459976196289,-7.440118312835693,-7.85037088394165,-8.79117202758789,-7.7347822189331055,-6.983663558959961,-6.552395820617676,-6.239637851715088,-6.104855537414551,-6.011713027954102,-5.962696552276611,-5.897737503051758,-5.986313343048096,-6.021110534667969,-6.084746837615967,-6.250519275665283,-6.424813270568848
1153.wav,6.125717639923096,132.50000000148992,-6.263707637786865,-6.249316215515137,-6.367324352264404,-6.45997428894043,-6.648856163024902,-6.81072473526001,-7.1564531326293945,-7.509275913238525,-8.230820655822754,-9.330781936645508,-8.718742370605469,-7.966229438781738,-7.568126678466797,-7.275216579437256,-7.147434711456299,-6.941154479980469,-6.831504821777344,-6.734982490539551,-6.698882102966309,-6.635099411010742,-6.609748840332031,-6.608799457550049,-6.592614650726318,-6.594035625457764
853.wav,5.455804824829102,150.49999999964098,-2.45399808883667,-2.5940909385681152,-2.7266952991485596,-2.8240814208984375,-2.892644166946411,-2.9385671615600586,-2.9727237224578857,-3.0209217071533203,-3.0988197326660156,-3.212428331375122,-3.3812613487243652,-3.585033893585205,-3.848889112472534,-4.204946994781494,-4.753314971923828,-5.645413875579834,-7.79069709777832,-5.803742408752441,-5.120932579040527,-4.989130973815918,-4.9377970695495605,-4.910197734832764,-4.967027187347412,-5.053218841552734
501.wav,6.519186496734619,122.4999999997098,-4.1355438232421875,-4.728014945983887,-5.304507255554199,-6.106610298156738,-7.812577247619629,-7.418703079223633,-7.988993167877197,-5.685605049133301,-5.523279190063477,-5.661280632019043,-5.664250373840332,-5.498766899108887,-5.6597442626953125,-5.7071943283081055,-6.938279628753662,-6.493539810180664,-6.666025638580322,-6.899362564086914,-8.488592147827148,-7.162328243255615,-7.133059024810791,-6.69187068939209,-7.612220287322998,-7.270144939422607
2762.wav,6.545613765716553,150.49999999964098,-9.95549488067627,-9.113680839538574,-9.485138893127441,-10.847077369689941,-12.028533935546875,-11.969600677490234,-11.298243522644043,-11.680241584777832,-11.845524787902832,-11.51246166229248,-11.858302116394043,-11.417844772338867,-12.287334442138672,-12.032291412353516,-11.798900604248047,-11.61176872253418,-12.120222091674805,-13.143980979919434,-12.090682029724121,-12.625020027160645,-12.719486236572266,-12.247024536132812,-13.247895240783691,-13.616382598876953
1612.wav,6.421541690826416,64.50000000001764,-5.099599838256836,-3.643625020980835,-3.186838388442993,-3.0336527824401855,-2.9866178035736084,-2.97965931892395,-3.0322604179382324,-3.0772266387939453,-3.123598337173462,-3.1589455604553223,-3.2238380908966064,-3.3007569313049316,-3.3752431869506836,-3.4728751182556152,-3.5666794776916504,-3.70145320892334,-3.808121681213379,-3.89579439163208,-4.041046142578125,-4.133733749389648,-4.258754253387451,-4.388355731964111,-4.455181121826172,-4.607646942138672
565.wav,6.246899604797363,122.4999999997098,-5.717272758483887,-7.384465217590332,-6.020663261413574,-5.461496353149414,-5.306405067443848,-5.3105998039245605,-5.456332683563232,-5.7848358154296875,-6.137164115905762,-7.449183940887451,-7.231846809387207,-6.401342868804932,-6.030611515045166,-5.679709434509277,-5.473462104797363,-5.289366245269775,-5.243768692016602,-5.286571979522705,-5.150566101074219,-5.239319801330566,-5.332253456115723,-5.310988426208496,-5.371667861938477,-5.318305015563965
1410.wav,6.1851325035095215,101.49999999997308,-7.7616777420043945,-7.1567511558532715,-5.807624340057373,-5.44121789932251,-5.320192337036133,-5.226760387420654,-5.328800201416016,-5.422563076019287,-5.659778118133545,-5.808526992797852,-6.113955497741699,-6.413897514343262,-6.71800422668457,-7.023551940917969,-7.650120735168457,-8.325713157653809,-9.445704460144043,-10.03787612915039,-8.587263107299805,-8.236771583557129,-8.067436218261719,-7.879794120788574,-7.681548118591309,-7.592103004455566
740.wav,6.453677177429199,64.50000000001764,-3.3732409477233887,-3.5187737941741943,-3.665194272994995,-3.9715192317962646,-4.270500183105469,-4.380288124084473,-5.009665012359619,-5.249584197998047,-7.251129150390625,-6.1273322105407715,-6.207559585571289,-6.3416748046875,-7.356855869293213,-6.378720760345459,-7.1497907638549805,-6.894293785095215,-7.279892921447754,-7.134267330169678,-6.892386436462402,-6.4016289710998535,-6.117668151855469,-5.810725688934326,-5.701669216156006,-5.904838562011719
204.wav,6.390081882476807,101.70000000026747,-7.628097057342529,-7.714853286743164,-8.327519416809082,-7.336379528045654,-7.585351943969727,-7.193849563598633,-6.881535530090332,-7.283388614654541,-7.539658069610596,-7.097942352294922,-7.813214302062988,-7.753712177276611,-7.265033721923828,-7.992164611816406,-7.882546424865723,-8.568486213684082,-8.745734214782715,-8.396261215209961,-9.568154335021973,-9.292770385742188,-8.667031288146973,-8.37811279296875,-8.231438636779785,-7.831446647644043
2624.wav,6.143229961395264,120.5000000003445,-6.407607078552246,-6.329906463623047,-6.202691078186035,-6.1126017570495605,-6.125434398651123,-6.165477752685547,-6.339093208312988,-6.445043087005615,-6.434282302856445,-6.6608500480651855,-6.830433368682861,-6.979226589202881,-7.2180585861206055,-7.367937088012695,-7.103723526000977,-7.22745418548584,-7.572749614715576,-8.051027297973633,-8.677082061767578,-9.26065444946289,-10.28731632232666,-9.605758666992188,-9.06618881225586,-8.749505996704102
2866.wav,6.538772106170654,64.50000000001764,-3.612210750579834,-3.8980798721313477,-4.178616523742676,-4.488317012786865,-4.800953388214111,-5.2739362716674805,-6.233922958374023,-7.455458641052246,-5.55003547668457,-4.890183925628662,-4.532323360443115,-4.26884126663208,-4.07467794418335,-3.9450693130493164,-3.8295812606811523,-3.7404932975769043,-3.6547412872314453,-3.61665678024292,-3.6161327362060547,-3.637346029281616,-3.685311794281006,-3.791780710220337,-3.9465408325195312,-4.2567243576049805
482.wav,6.532563209533691,98.89999999943741,-2.9950456619262695,-3.2788197994232178,-3.5871529579162598,-3.9784440994262695,-4.556532382965088,-5.4012956619262695,-6.694146156311035,-6.089653015136719,-5.504308223724365,-5.461966037750244,-5.5641655921936035,-6.06657075881958,-7.0067458152771,-7.697821140289307,-6.646185874938965,-6.030935287475586,-5.764843940734863,-5.432426929473877,-5.536721229553223,-5.390929222106934,-5.347235679626465,-5.415733814239502,-5.412701606750488,-5.601840972900391
54.wav,6.260659217834473,128.50000000051122,-4.238412857055664,-4.238595962524414,-4.187027931213379,-4.166065216064453,-4.063957691192627,-4.127903461456299,-4.154088497161865,-4.177776336669922,-4.25754451751709,-4.303576469421387,-4.300875186920166,-4.334733009338379,-4.3632893562316895,-4.305258274078369,-4.2665510177612305,-4.182732105255127,-4.122802257537842,-4.008688449859619,-3.9692206382751465,-3.8922762870788574,-3.825579881668091,-3.7965004444122314,-3.745248317718506,-3.729806900024414
165.wav,5.230672836303711,150.49999999964098,-7.948503494262695,-7.55798864364624,-7.111979961395264,-6.377802848815918,-6.490777015686035,-7.774707794189453,-7.34628438949585,-8.45895767211914,-7.1720170974731445,-7.793628215789795,-7.2955322265625,-7.159312725067139,-6.239233016967773,-5.9156951904296875,-5.857895374298096,-5.414900302886963,-5.312680244445801,-5.204359531402588,-4.955374240875244,-4.7599639892578125,-4.810532569885254,-4.927127361297607,-4.804850101470947,-4.938734531402588
2238.wav,5.660702705383301,150.49999999964098,-8.359664916992188,-7.984631538391113,-8.691488265991211,-10.303318977355957,-10.340446472167969,-10.484853744506836,-10.292434692382812,-11.183895111083984,-11.727712631225586,-11.800007820129395,-10.850081443786621,-11.695440292358398,-11.032821655273438,-10.857195854187012,-11.017611503601074,-10.5566987991333,-11.461626052856445,-11.981330871582031,-11.65503215789795,-12.267560958862305,-12.488208770751953,-12.002650260925293,-11.943656921386719,-11.961286544799805
1575.wav,5.946176052093506,150.49999999964098,-5.5186543464660645,-5.402810573577881,-5.913280487060547,-7.687067985534668,-7.615879058837891,-7.061263084411621,-7.427463054656982,-8.47076416015625,-10.137614250183105,-9.368916511535645,-9.446133613586426,-9.901496887207031,-11.538716316223145,-11.939638137817383,-13.310291290283203,-11.714801788330078,-11.195104598999023,-12.235374450683594,-13.032820701599121,-13.27004623413086,-12.161201477050781,-11.980400085449219,-11.589744567871094,-12.007835388183594
2217.wav,5.6804890632629395,150.49999999964098,-3.77009916305542,-4.178555965423584,-4.413146018981934,-4.819597244262695,-4.587213516235352,-4.222212791442871,-4.126911163330078,-4.116663932800293,-3.884976387023926,-3.802069664001465,-3.5528440475463867,-3.451871871948242,-3.3526179790496826,-3.2458245754241943,-3.1692819595336914,-3.086444854736328,-3.0234851837158203,-2.98693585395813,-3.0155398845672607,-3.0188283920288086,-3.0613386631011963,-3.1477460861206055,-3.2881360054016113,-3.5347888469696045
1662.wav,6.337514877319336,150.49999999964098,-3.726221799850464,-3.6383230686187744,-3.836777687072754,-4.011837005615234,-4.377235412597656,-5.215409278869629,-4.030970573425293,-3.622758626937866,-3.2612075805664062,-2.923076629638672,-2.730714797973633,-2.619769811630249,-2.49875807762146,-2.459728717803955,-2.4491536617279053,-2.478736162185669,-2.589364528656006,-2.736009359359741,-2.9927165508270264,-3.357886552810669,-3.911621332168579,-5.717759132385254,-4.774588584899902,-3.7254581451416016
705.wav,5.821619033813477,64.50000000001764,-5.644145965576172,-5.576292991638184,-5.741861343383789,-5.816448211669922,-6.043067932128906,-6.009951591491699,-6.275206089019775,-6.492218971252441,-6.502337455749512,-6.972544193267822,-7.16329288482666,-7.356547832489014,-7.855531215667725,-8.8485746383667,-8.65820598602295,-8.70263957977295,-8.989808082580566,-8.855245590209961,-7.777250289916992,-7.76379919052124,-7.886963367462158,-7.755714416503906,-7.701712131500244,-7.454728603363037
1843.wav,6.391934394836426,150.49999999964098,-4.071223258972168,-4.171431064605713,-4.423322677612305,-5.082432746887207,-6.752275466918945,-5.597803115844727,-4.970759391784668,-4.686863899230957,-4.546863079071045,-4.41614294052124,-4.246826648712158,-4.10982608795166,-3.9334917068481445,-3.7792856693267822,-3.6140403747558594,-3.4873709678649902,-3.391608476638794,-3.3404927253723145,-3.3119521141052246,-3.3090760707855225,-3.322685718536377,-3.36726975440979,-3.4487648010253906,-3.5622761249542236
2785.wav,6.368290901184082,150.49999999964098,-2.199984550476074,-2.2844531536102295,-2.3656110763549805,-2.520718574523926,-2.679141044616699,-2.8626410961151123,-3.019970417022705,-3.205475091934204,-3.396054744720459,-3.542238473892212,-3.7387137413024902,-3.8244552612304688,-3.9250900745391846,-4.037210941314697,-4.069908618927002,-4.094060897827148,-4.086774826049805,-4.005463123321533,-4.027176380157471,-3.950047731399536,-3.9026119709014893,-3.9016082286834717,-3.887413501739502,-3.9172005653381348
1780.wav,6.369935035705566,81.70000000029577,-4.040770530700684,-4.569261074066162,-5.359879970550537,-7.099780559539795,-6.545719146728516,-5.737710952758789,-5.33040714263916,-5.108199596405029,-4.9706315994262695,-4.846680641174316,-4.919306755065918,-4.957274913787842,-4.9822211265563965,-5.101611137390137,-5.166294097900391,-5.198090076446533,-5.3609442710876465,-5.632665157318115,-5.710371017456055,-5.956699848175049,-6.218538761138916,-6.400732040405273,-6.395339488983154,-6.4604973793029785
2802.wav,6.390622138977051,110.50000000011622,-6.465322971343994,-5.886119365692139,-5.573431491851807,-5.389867782592773,-5.3630523681640625,-5.385859966278076,-5.502019882202148,-5.646384239196777,-5.904660224914551,-6.1577959060668945,-6.576085567474365,-7.044021129608154,-7.64306116104126,-9.397314071655273,-8.344366073608398,-7.691172122955322,-7.40225887298584,-7.393096923828125,-7.203786373138428,-7.32480525970459,-7.512575149536133,-7.65304708480835,-8.171316146850586,-9.377782821655273
2036.wav,5.8018646240234375,150.49999999964098,-5.501296520233154,-5.264318466186523,-5.466591835021973,-5.141878128051758,-5.528988838195801,-6.267917156219482,-8.324800491333008,-7.323930263519287,-6.304022789001465,-6.164301872253418,-6.356575012207031,-7.901462078094482,-6.809914588928223,-7.794728755950928,-6.36639928817749,-7.035433769226074,-8.247682571411133,-7.515559196472168,-7.151821136474609,-6.149889945983887,-5.636076927185059,-5.219135284423828,-4.940659999847412,-4.648904323577881
513.wav,6.460129737854004,145.50000000093593,-4.307861328125,-4.8231658935546875,-5.064351558685303,-4.928525447845459,-4.758406639099121,-4.694932460784912,-4.846799850463867,-5.040168762207031,-5.2788214683532715,-5.460735321044922,-5.517180919647217,-5.6206278800964355,-5.533275127410889,-5.522663593292236,-5.497829437255859,-5.537376403808594,-5.554815292358398,-5.6077961921691895,-5.654871463775635,-5.7271833419799805,-5.786680221557617,-5.8490095138549805,-5.918642044067383,-5.962677001953125
617.wav,5.763331413269043,139.5000000005239,-5.082353591918945,-4.34932804107666,-4.191620826721191,-4.213334560394287,-4.369448184967041,-4.7039642333984375,-5.333755016326904,-6.910848140716553,-6.283389091491699,-5.03061580657959,-4.769176959991455,-4.594153881072998,-4.593815803527832,-4.529572486877441,-4.5358171463012695,-4.574052333831787,-4.670004844665527,-4.739990711212158,-4.867589950561523,-4.99818229675293,-5.129978656768799,-5.353652000427246,-5.499515533447266,-5.810506343841553
1587.wav,5.422766208648682,150.49999999964098,-2.4036436080932617,-2.599998712539673,-2.889799118041992,-3.305253744125366,-3.990118980407715,-6.235079765319824,-4.476959228515625,-3.6455445289611816,-3.302091598510742,-3.1029446125030518,-2.980790615081787,-2.9134886264801025,-2.886881113052368,-2.8979382514953613,-2.943301200866699,-3.0091872215270996,-3.115394115447998,-3.239804267883301,-3.412651538848877,-3.616403579711914,-3.854475975036621,-4.1989359855651855,-4.695806980133057,-5.900795936584473
290.wav,6.404996395111084,104.5000000000206,-8.684163093566895,-8.362242698669434,-8.659908294677734,-9.363410949707031,-10.743307113647461,-10.44039249420166,-10.246746063232422,-11.44837474822998,-11.348140716552734,-12.249382019042969,-12.894996643066406,-12.083340644836426,-11.43100357055664,-11.861321449279785,-11.577856063842773,-11.9441499710083,-11.631285667419434,-13.698904037475586,-13.41067123413086,-12.655059814453125,-12.636938095092773,-12.193582534790039,-13.212122917175293,-11.368971824645996
1431.wav,6.14008092880249,136.50000000034336,-8.935611724853516,-8.600690841674805,-8.302783012390137,-7.924282073974609,-7.2636566162109375,-7.29157829284668,-7.149348258972168,-7.004659652709961,-7.16241455078125,-7.178050518035889,-7.313756942749023,-7.3836750984191895,-7.666711330413818,-7.8845133781433105,-7.738471031188965,-7.358826160430908,-7.2550048828125,-7.268475532531738,-7.19505500793457,-7.061257839202881,-7.013787746429443,-7.06827449798584,-7.176743984222412,-7.129648685455322
2429.wav,6.252465724945068,112.50000000023108,-4.578394889831543,-7.806850433349609,-5.431663513183594,-4.910418510437012,-4.722431659698486,-4.660203456878662,-4.8601908683776855,-5.054256439208984,-5.300034999847412,-5.609104156494141,-5.719211578369141,-5.881616592407227,-6.484137535095215,-6.192807197570801,-5.885733604431152,-5.722919464111328,-5.311091423034668,-5.299617767333984,-5.01285457611084,-4.917028427124023,-4.820770740509033,-4.730213165283203,-4.694428443908691,-4.698748588562012
2478.wav,6.113379955291748,64.50000000001764,-9.245265007019043,-9.300918579101562,-8.714256286621094,-8.58500862121582,-10.25838851928711,-9.654044151306152,-9.566492080688477,-14.484214782714844,-10.644767761230469,-9.217851638793945,-9.460808753967285,-9.519506454467773,-9.076383590698242,-9.047465324401855,-8.561474800109863,-8.410015106201172,-8.123675346374512,-8.356978416442871,-7.555349349975586,-7.941878318786621,-8.002578735351562,-7.7909746170043945,-8.558395385742188,-7.663856506347656
908.wav,6.162253379821777,64.50000000001764,-3.0979878902435303,-3.2165160179138184,-3.3486428260803223,-3.548518657684326,-3.7261269092559814,-3.846830368041992,-4.011457920074463,-3.992922306060791,-3.914876699447632,-4.09681510925293,-4.040175914764404,-3.956293821334839,-3.919668436050415,-3.9408633708953857,-3.9434525966644287,-3.983119010925293,-3.971022367477417,-4.035365581512451,-4.038581371307373,-4.105170249938965,-4.1528215408325195,-4.184144973754883,-4.1614460945129395,-4.211499214172363
1590.wav,6.537931442260742,127.50000000107907,-5.5032782554626465,-7.163821220397949,-6.026976585388184,-6.2226152420043945,-6.34779167175293,-6.2189178466796875,-6.1495490074157715,-6.6968488693237305,-6.07338809967041,-6.374359130859375,-7.920331954956055,-6.160993576049805,-5.859807014465332,-6.693159103393555,-6.1765851974487305,-6.270779609680176,-6.373038291931152,-5.897887229919434,-7.457707405090332,-6.185534477233887,-6.311634063720703,-6.443770885467529,-6.868829727172852,-6.175508499145508
627.wav,6.324642658233643,142.79999999940134,-9.35972785949707,-9.420563697814941,-8.882698059082031,-9.35793685913086,-8.94073486328125,-10.488225936889648,-9.57533073425293,-9.264775276184082,-9.109624862670898,-7.762215614318848,-8.439249038696289,-8.128653526306152,-8.02126407623291,-8.077878952026367,-7.887688636779785,-8.152515411376953,-8.61622428894043,-9.281758308410645,-9.307770729064941,-9.209324836730957,-8.384796142578125,-8.142722129821777,-7.834287643432617,-7.563443183898926
829.wav,6.143157482147217,115.50000000006119,-4.694913864135742,-4.54012393951416,-4.472650527954102,-4.38268518447876,-4.2931413650512695,-4.197120189666748,-4.075249671936035,-4.015820026397705,-3.951878070831299,-3.989182949066162,-4.0844950675964355,-4.278537750244141,-4.666876792907715,-5.4509711265563965,-6.914139747619629,-5.055194854736328,-4.470242977142334,-4.141208171844482,-3.901360273361206,-3.761970043182373,-3.656357765197754,-3.5854554176330566,-3.538522958755493,-3.5045595169067383
1103.wav,6.278736591339111,64.50000000001764,-6.1303300857543945,-4.769155502319336,-4.032961368560791,-4.02376127243042,-3.9774155616760254,-3.890273094177246,-4.141697406768799,-4.395890712738037,-4.853771686553955,-5.281214714050293,-6.13286018371582,-5.8873066902160645,-5.447480201721191,-4.937535285949707,-4.912498950958252,-4.587318420410156,-4.769015312194824,-4.774903297424316,-4.82411003112793,-4.853651523590088,-4.906498432159424,-5.0125322341918945,-5.12626838684082,-5.257387161254883
