Id,entropyWav,freq,mel1,mel2,mel3,mel4,mel5,mel6,mel7,mel8,mel9,mel10,mel11,mel12,mel13,mel14,mel15,mel16,mel17,mel18,mel19,mel20,mel21,mel22,mel23,mel24
543.wav,5.941278457641602,138.50000000050892,-10.614834785461426,-11.085771560668945,-12.125602722167969,-11.53169059753418,-11.403264999389648,-11.853885650634766,-11.762343406677246,-11.744146347045898,-11.133316040039062,-13.165693283081055,-11.098209381103516,-10.71655559539795,-11.658100128173828,-11.491190910339355,-12.26408576965332,-12.204010963439941,-11.940187454223633,-12.013876914978027,-13.046218872070312,-12.984725952148438,-13.417684555053711,-12.106733322143555,-11.999895095825195,-12.33895492553711
582.wav,6.165975093841553,150.49999999964098,-10.853120803833008,-11.885584831237793,-14.518511772155762,-12.24086856842041,-11.373908996582031,-11.590558052062988,-12.854785919189453,-12.229255676269531,-12.507964134216309,-12.171002388000488,-12.48228645324707,-12.03393840789795,-12.285774230957031,-11.481746673583984,-11.885634422302246,-11.211559295654297,-11.748895645141602,-12.350611686706543,-12.664143562316895,-12.680328369140625,-14.045638084411621,-12.710302352905273,-12.071608543395996,-11.573995590209961
81.wav,5.88576602935791,150.49999999964098,-3.481178045272827,-3.716198205947876,-4.071070671081543,-4.345024108886719,-4.68585205078125,-5.043157577514648,-5.799825668334961,-7.003549098968506,-6.119263648986816,-5.336381435394287,-5.14949369430542,-4.952408313751221,-4.879751682281494,-4.807379722595215,-4.755951404571533,-4.809276580810547,-4.824108123779297,-4.855013847351074,-4.914820671081543,-5.038054466247559,-5.108035087585449,-5.209704399108887,-5.295787334442139,-5.406212329864502
402.wav,5.942212104797363,149.50000000005122,-3.8681960105895996,-3.7160887718200684,-3.579721212387085,-3.5027618408203125,-3.393493890762329,-3.3924319744110107,-3.400744915008545,-3.4592292308807373,-3.5677661895751953,-3.6771676540374756,-3.767845630645752,-3.8582661151885986,-3.871600866317749,-3.8866684436798096,-3.8129568099975586,-3.755537986755371,-3.7111916542053223,-3.637399673461914,-3.5956525802612305,-3.548642635345459,-3.4946470260620117,-3.506101608276367,-3.488556385040283,-3.5282979011535645
315.wav,6.114341735839844,150.49999999964098,-6.903853893280029,-6.599048137664795,-7.505969524383545,-9.538959503173828,-8.759544372558594,-9.327007293701172,-10.544544219970703,-11.000955581665039,-11.11117172241211,-11.198893547058105,-12.291552543640137,-12.1784086227417,-11.260504722595215,-11.075297355651855,-11.298330307006836,-11.021620750427246,-12.495572090148926,-11.73402214050293,-11.473780632019043,-12.755805969238281,-12.136810302734375,-11.587597846984863,-12.148444175720215,-11.78725814819336
65.wav,6.517121315002441,116.09999999917139,-6.3889617919921875,-5.369986534118652,-4.9200029373168945,-4.652553081512451,-4.432234287261963,-4.186572551727295,-4.030894756317139,-3.9744818210601807,-3.9836506843566895,-4.0250468254089355,-4.189124584197998,-4.545806407928467,-5.286252975463867,-7.00903844833374,-5.048561096191406,-4.44651985168457,-4.09657621383667,-3.8841257095336914,-3.741002321243286,-3.659289836883545,-3.624553680419922,-3.6091742515563965,-3.5973289012908936,-3.6229891777038574
406.wav,6.090012550354004,129.50000000013634,-9.52797794342041,-9.507712364196777,-10.227649688720703,-11.512405395507812,-10.057395935058594,-9.295501708984375,-9.781905174255371,-10.358137130737305,-9.609777450561523,-10.05810832977295,-10.318022727966309,-11.971985816955566,-10.58993911743164,-11.73681354522705,-9.864253997802734,-9.784067153930664,-9.567530632019043,-9.816856384277344,-8.840829849243164,-9.445602416992188,-9.708789825439453,-9.326202392578125,-9.613372802734375,-8.778985977172852
387.wav,6.5338897705078125,64.50000000001764,-4.347675800323486,-4.039043426513672,-3.8776445388793945,-3.7828187942504883,-3.7359862327575684,-3.7233307361602783,-3.7574925422668457,-3.834909439086914,-3.9548258781433105,-4.11611270904541,-4.31961727142334,-4.549084663391113,-4.840425968170166,-5.16445779800415,-5.574487686157227,-6.080103397369385,-6.871447563171387,-7.913571357727051,-7.704707145690918,-7.0737128257751465,-6.738369941711426,-6.491069793701172,-6.36626672744751,-6.1361403465271
131.wav,6.286564350128174,119.50000000021612,-4.567965030670166,-4.460389137268066,-4.57799768447876,-4.567233085632324,-4.605541706085205,-4.697237968444824,-4.777914524078369,-4.873819351196289,-5.02531099319458,-5.184701442718506,-5.396086692810059,-5.543664932250977,-5.9176435470581055,-6.221449851989746,-6.854817867279053,-8.461551666259766,-7.231146335601807,-6.545814514160156,-6.097665309906006,-5.806931018829346,-5.617499351501465,-5.469287872314453,-5.339771270751953,-5.2506256103515625
231.wav,5.424520969390869,150.49999999964098,-7.659238815307617,-8.102617263793945,-7.5207905769348145,-7.942551612854004,-8.001809120178223,-7.933837413787842,-8.112601280212402,-7.111133575439453,-7.410917282104492,-7.787899017333984,-8.060670852661133,-8.761733055114746,-7.90510892868042,-7.106629848480225,-6.803793430328369,-6.54148006439209,-6.388810634613037,-6.202801704406738,-6.242671966552734,-6.146622657775879,-6.168975353240967,-6.16011905670166,-6.221959590911865,-6.198633193969727
450.wav,5.838266849517822,133.5000000007529,-6.744603157043457,-6.8398637771606445,-7.395443439483643,-7.688360214233398,-8.800236701965332,-8.323975563049316,-7.692689418792725,-7.431081295013428,-7.416520595550537,-7.58693790435791,-7.859582901000977,-8.476991653442383,-9.841435432434082,-9.384801864624023,-8.683140754699707,-8.44979476928711,-8.47028636932373,-8.541041374206543,-8.90199089050293,-9.358085632324219,-10.077272415161133,-11.965574264526367,-10.522649765014648,-9.89288330078125
674.wav,6.453823566436768,121.50000000008549,-9.691253662109375,-10.762945175170898,-10.249333381652832,-9.407719612121582,-8.735518455505371,-8.600381851196289,-8.281173706054688,-8.075235366821289,-8.177940368652344,-8.12195110321045,-8.11981201171875,-8.085000038146973,-8.062337875366211,-8.031933784484863,-8.102542877197266,-8.040782928466797,-7.97031307220459,-7.958658695220947,-8.107227325439453,-8.086508750915527,-8.120261192321777,-8.190398216247559,-8.20635986328125,-8.336520195007324
352.wav,5.8500847816467285,132.50000000148992,-11.569334983825684,-10.665382385253906,-12.003164291381836,-11.099446296691895,-11.019794464111328,-12.296868324279785,-12.435662269592285,-12.462634086608887,-10.99531078338623,-12.118376731872559,-13.04350757598877,-11.64525032043457,-11.837264060974121,-11.638561248779297,-11.4334135055542,-11.779579162597656,-11.48974609375,-11.198783874511719,-12.444059371948242,-13.478475570678711,-12.55698013305664,-11.781326293945312,-13.297008514404297,-11.480385780334473
571.wav,6.2126383781433105,150.49999999964098,-3.5565547943115234,-3.477806568145752,-3.425915241241455,-3.3687679767608643,-3.3216629028320312,-3.2164769172668457,-3.144455909729004,-3.0860044956207275,-3.0513315200805664,-3.0522189140319824,-3.090386152267456,-3.1409542560577393,-3.2081339359283447,-3.3007583618164062,-3.4071171283721924,-3.516772747039795,-3.6390652656555176,-3.7318005561828613,-3.890509605407715,-3.978874921798706,-4.077359199523926,-4.187479019165039,-4.257166385650635,-4.349036693572998
441.wav,6.328214168548584,116.09999999917139,-3.8607141971588135,-4.288696765899658,-4.4714179039001465,-4.668842315673828,-4.9073944091796875,-4.9207258224487305,-4.691359519958496,-4.695576190948486,-4.485757350921631,-4.427890300750732,-4.298130035400391,-4.467358112335205,-4.3458476066589355,-4.2712721824646,-4.304728031158447,-4.328654766082764,-4.415044784545898,-4.479732513427734,-4.472779273986816,-4.538297176361084,-4.588174819946289,-4.661697864532471,-4.631814002990723,-4.736299514770508
452.wav,6.47995138168335,121.50000000008549,-3.3232131004333496,-3.409940004348755,-3.4716358184814453,-3.633366346359253,-3.844529867172241,-4.115365982055664,-4.407515525817871,-4.706197738647461,-5.26777982711792,-6.39290714263916,-7.808073043823242,-6.898963451385498,-5.5143046379089355,-5.403432369232178,-5.257376194000244,-5.252647399902344,-5.303251266479492,-5.385865211486816,-5.371733665466309,-5.524211406707764,-5.588139057159424,-5.643898963928223,-5.7959303855896,-5.792459487915039
474.wav,6.358697414398193,149.50000000005122,-3.918156147003174,-3.981894016265869,-4.163834571838379,-4.357326984405518,-4.459909439086914,-4.569860458374023,-4.6152729988098145,-4.592341423034668,-4.664897441864014,-4.466044902801514,-4.428656101226807,-4.436756610870361,-4.52615213394165,-4.490545272827148,-4.5179853439331055,-4.541877746582031,-4.677670478820801,-4.770704746246338,-4.766486644744873,-4.921929836273193,-4.948758125305176,-4.951498031616211,-5.276927947998047,-5.250584602355957
41.wav,6.415481090545654,129.50000000013634,-3.3723504543304443,-3.6863348484039307,-3.797666072845459,-4.155951023101807,-4.121939659118652,-4.1159467697143555,-4.059473037719727,-3.980372428894043,-4.069097518920898,-4.153347969055176,-4.2208099365234375,-4.4160847663879395,-4.613430023193359,-4.703434944152832,-4.8957133293151855,-5.2847137451171875,-6.202829360961914,-6.534879684448242,-7.312289237976074,-7.260584354400635,-6.4261884689331055,-6.097524166107178,-5.871491432189941,-6.060629367828369
21.wav,6.400969982147217,132.50000000148992,-8.29294490814209,-8.734292984008789,-7.000144004821777,-8.43360710144043,-7.3527069091796875,-6.554859161376953,-6.18767786026001,-6.392407417297363,-5.977231502532959,-6.036720275878906,-6.023672580718994,-6.107367515563965,-6.120772838592529,-5.946213245391846,-5.929529666900635,-5.924253940582275,-5.802594184875488,-5.7694993019104,-5.776674747467041,-5.740941047668457,-5.661279678344727,-5.658641338348389,-5.635435581207275,-5.624136447906494
292.wav,6.230593681335449,150.49999999964098,-5.701765537261963,-5.337181091308594,-4.2847208976745605,-3.8019909858703613,-3.4475560188293457,-3.436007022857666,-3.501400947570801,-3.644918441772461,-3.908461809158325,-4.3219313621521,-4.510030746459961,-5.175833225250244,-7.430032253265381,-5.98546028137207,-5.483569145202637,-5.603951454162598,-5.229608535766602,-5.672456741333008,-4.565359115600586,-5.054190635681152,-5.0774245262146,-4.932785987854004,-5.222621917724609,-5.46666145324707
111.wav,5.882237434387207,132.50000000148992,-2.6397793292999268,-2.6620125770568848,-2.705061912536621,-2.7916064262390137,-2.830848455429077,-2.871234893798828,-2.8949384689331055,-2.9192304611206055,-2.9476428031921387,-3.002377986907959,-3.0640275478363037,-3.1251606941223145,-3.199697971343994,-3.2852602005004883,-3.359323263168335,-3.4307963848114014,-3.4967856407165527,-3.5048348903656006,-3.587270498275757,-3.578112840652466,-3.597750425338745,-3.6221020221710205,-3.6428565979003906,-3.6983816623687744
335.wav,6.030277729034424,125.5000000005205,-3.1988251209259033,-3.3346104621887207,-3.488132953643799,-3.739793300628662,-4.087357997894287,-4.528357028961182,-5.412047863006592,-6.751169204711914,-5.562387466430664,-4.875523090362549,-4.683586597442627,-4.540464878082275,-4.529961585998535,-4.642696857452393,-4.815620422363281,-5.181607723236084,-6.022830009460449,-7.025017738342285,-5.4078450202941895,-4.818808078765869,-4.444089412689209,-4.18748140335083,-4.020913124084473,-3.889883518218994
181.wav,5.459858417510986,150.49999999964098,-8.860506057739258,-8.484396934509277,-7.577035427093506,-7.786167621612549,-8.085433959960938,-9.998344421386719,-9.579195976257324,-8.733455657958984,-8.759231567382812,-9.407585144042969,-11.607057571411133,-10.372003555297852,-9.97220516204834,-10.1207857131958,-10.580902099609375,-11.624544143676758,-12.946324348449707,-12.823187828063965,-12.81596851348877,-12.795331954956055,-13.408062934875488,-12.318636894226074,-12.20417594909668,-12.161806106567383
501.wav,5.655722141265869,150.49999999964098,-4.896195888519287,-5.154749870300293,-5.748917579650879,-5.969874858856201,-6.772167682647705,-7.68972110748291,-7.800329685211182,-6.988991737365723,-7.180909633636475,-6.239657878875732,-6.089516639709473,-6.025086402893066,-6.443229675292969,-6.258878707885742,-6.220733642578125,-6.573268413543701,-7.515169620513916,-8.220146179199219,-7.886359214782715,-8.427120208740234,-9.676002502441406,-8.743053436279297,-7.609627723693848,-7.2927350997924805
680.wav,5.837772846221924,145.50000000093593,-6.724471569061279,-7.117088317871094,-6.837522506713867,-6.716858386993408,-6.991710662841797,-6.406230449676514,-6.276668071746826,-6.274282455444336,-6.361128807067871,-6.220853805541992,-6.2360639572143555,-6.53895378112793,-6.559566974639893,-6.419976234436035,-6.877734184265137,-7.155261993408203,-7.540238380432129,-7.562397480010986,-7.47155237197876,-9.379860877990723,-9.032049179077148,-9.309678077697754,-8.145957946777344,-8.14330768585205
565.wav,6.3864874839782715,141.50000000049536,-7.516692161560059,-8.056527137756348,-8.92581558227539,-7.599030494689941,-8.66089153289795,-7.851661682128906,-9.04928970336914,-8.539717674255371,-7.525453090667725,-6.962986946105957,-6.465689182281494,-6.363985538482666,-6.024892807006836,-5.970057487487793,-5.924266815185547,-5.924437999725342,-5.872817516326904,-5.845591068267822,-5.942102432250977,-5.961464881896973,-5.985698699951172,-6.18446159362793,-6.21370792388916,-6.513527870178223
425.wav,6.536509990692139,64.50000000001764,-3.8752822875976562,-4.423901557922363,-5.549796104431152,-5.890710830688477,-5.459038257598877,-5.310067176818848,-5.06806755065918,-5.222722053527832,-6.082244873046875,-6.579132556915283,-7.291865348815918,-6.980393409729004,-6.437718868255615,-6.187788009643555,-6.738618850708008,-6.66425895690918,-7.552495002746582,-9.198129653930664,-7.1642045974731445,-6.76198148727417,-6.228620529174805,-5.965499401092529,-5.957965850830078,-5.592233180999756
365.wav,6.362109184265137,81.70000000029577,-8.63561725616455,-8.936312675476074,-10.596444129943848,-10.47661304473877,-11.29901123046875,-11.529582977294922,-11.611085891723633,-12.409183502197266,-12.290715217590332,-12.381976127624512,-11.504191398620605,-11.481172561645508,-12.072305679321289,-11.82611083984375,-11.822141647338867,-11.805480003356934,-12.214442253112793,-11.703435897827148,-12.724214553833008,-13.748254776000977,-14.239113807678223,-12.326359748840332,-12.592960357666016,-12.36478042602539
383.wav,5.667436122894287,150.49999999964098,-4.776181697845459,-4.602069854736328,-4.452794075012207,-4.412616729736328,-4.421247482299805,-4.3527421951293945,-4.339949607849121,-4.317241191864014,-4.212845325469971,-4.170907497406006,-4.10587739944458,-4.038546562194824,-3.952256679534912,-3.919074773788452,-3.870490312576294,-3.847428560256958,-3.821570634841919,-3.814824342727661,-3.8176069259643555,-3.8334951400756836,-3.853729248046875,-3.8967368602752686,-3.936418056488037,-4.0028510093688965
623.wav,6.305810451507568,150.49999999964098,-4.778515815734863,-4.745721817016602,-4.731315612792969,-4.774358749389648,-4.712745189666748,-4.7156219482421875,-4.6672139167785645,-4.622199535369873,-4.572781562805176,-4.533624172210693,-4.4462151527404785,-4.387824058532715,-4.343953609466553,-4.314096450805664,-4.297539710998535,-4.258373260498047,-4.265853404998779,-4.273337364196777,-4.313932418823242,-4.336276054382324,-4.360474586486816,-4.426043510437012,-4.51040506362915,-4.660675525665283
186.wav,6.28828763961792,113.50000000032954,-4.71983528137207,-4.813522815704346,-4.90190315246582,-5.028962135314941,-5.225009918212891,-5.5647735595703125,-6.106292724609375,-7.196918964385986,-8.692160606384277,-8.4111328125,-8.156204223632812,-8.715415954589844,-7.646068572998047,-8.146688461303711,-8.04100513458252,-6.535971641540527,-5.8194403648376465,-5.457949161529541,-5.100591659545898,-4.960663318634033,-4.857293128967285,-4.7710089683532715,-4.749133110046387,-4.721957206726074
343.wav,6.501384735107422,143.4000000004608,-2.988161563873291,-3.077255964279175,-3.2624006271362305,-3.334151268005371,-3.419125556945801,-3.4350814819335938,-3.467134714126587,-3.5338988304138184,-3.605348825454712,-3.668384075164795,-3.7357189655303955,-3.7949657440185547,-3.7686879634857178,-3.744006633758545,-3.7432804107666016,-3.769653558731079,-3.782766819000244,-3.8544821739196777,-3.953482151031494,-4.060189247131348,-4.168638706207275,-4.252669334411621,-4.391059875488281,-4.471965789794922
204.wav,6.336949825286865,65.50000000002126,-7.922745227813721,-8.599685668945312,-9.0142240524292,-8.194945335388184,-8.375319480895996,-9.26987361907959,-10.448199272155762,-8.959461212158203,-9.476713180541992,-9.103056907653809,-10.645489692687988,-8.696365356445312,-7.972476005554199,-7.506916522979736,-7.208728313446045,-7.131795406341553,-6.99276065826416,-6.584014415740967,-6.860041618347168,-6.498551845550537,-6.370303630828857,-6.344489097595215,-6.082919597625732,-6.2087554931640625
482.wav,6.396827220916748,122.4999999997098,-4.947719573974609,-4.111016750335693,-3.8420920372009277,-3.715510368347168,-3.6804685592651367,-3.729539394378662,-3.870070457458496,-4.057563781738281,-4.28684663772583,-4.623142242431641,-5.017119407653809,-5.81744384765625,-6.317116737365723,-7.834195137023926,-7.937808990478516,-6.767704486846924,-6.42955207824707,-6.417603969573975,-6.405118942260742,-6.360936164855957,-6.413989067077637,-6.578638076782227,-6.703074932098389,-7.186797618865967
276.wav,6.233426570892334,134.89999999916083,-3.4857921600341797,-3.4272124767303467,-3.4036567211151123,-3.4432015419006348,-3.6453614234924316,-3.7739057540893555,-3.943417549133301,-4.186546325683594,-4.431713104248047,-4.698103427886963,-5.072811603546143,-5.103641033172607,-5.51426362991333,-5.870368003845215,-6.533557415008545,-5.849085807800293,-5.749483108520508,-5.497096061706543,-5.411449909210205,-5.173835754394531,-5.026734352111816,-4.869757175445557,-4.951530933380127,-4.8685197830200195
54.wav,6.412481307983398,64.50000000001764,-3.1612534523010254,-3.3857922554016113,-3.5569510459899902,-3.6718482971191406,-3.717451572418213,-3.737138271331787,-3.7458062171936035,-3.889003038406372,-3.7903456687927246,-3.9197051525115967,-4.145977973937988,-4.316373825073242,-4.543407917022705,-4.982964515686035,-5.431741714477539,-7.3892741203308105,-6.924333095550537,-6.1882429122924805,-5.409550666809082,-5.351805686950684,-5.315654754638672,-5.239910125732422,-5.125019073486328,-4.964920997619629
165.wav,6.451724529266357,150.49999999964098,-7.67293643951416,-6.438331127166748,-6.2012248039245605,-6.117555618286133,-6.274255752563477,-6.483773708343506,-6.595416069030762,-6.672011375427246,-6.720085144042969,-6.803188323974609,-7.023114204406738,-7.296450614929199,-7.831524848937988,-8.989442825317383,-10.57485294342041,-9.50503158569336,-10.524824142456055,-8.922606468200684,-7.9758734703063965,-7.482797622680664,-7.0864362716674805,-6.83432149887085,-6.652637958526611,-6.555795669555664
281.wav,6.465091228485107,124.5000000005205,-6.687870025634766,-6.268506050109863,-7.243854999542236,-7.198267459869385,-6.18550968170166,-7.362580299377441,-7.086875915527344,-7.672893524169922,-7.305234432220459,-7.1123762130737305,-7.340024948120117,-6.873751640319824,-7.120944499969482,-7.446331024169922,-7.1697516441345215,-6.929056644439697,-6.854126930236816,-7.430413722991943,-7.0951313972473145,-7.318384170532227,-7.549865245819092,-7.265674114227295,-7.3928351402282715,-7.06082820892334
233.wav,5.962810516357422,145.50000000093593,-5.0710129737854,-4.3007917404174805,-4.102553367614746,-4.027472972869873,-4.131065845489502,-4.40585994720459,-4.705683708190918,-5.470349311828613,-7.1813201904296875,-5.945858001708984,-5.379914283752441,-5.133142948150635,-4.993044376373291,-5.035823822021484,-5.110487937927246,-5.146572113037109,-5.252906322479248,-5.373895645141602,-5.918844223022461,-5.968715190887451,-6.264984130859375,-7.619258880615234,-7.458670616149902,-6.667141437530518
196.wav,6.357887268066406,124.69999999913811,-5.022289276123047,-4.833273410797119,-4.587786674499512,-4.688687324523926,-4.512634754180908,-4.57205867767334,-4.548007011413574,-4.570635795593262,-4.693302631378174,-4.744204998016357,-5.103532791137695,-5.072292327880859,-5.115328788757324,-5.314428329467773,-5.4967122077941895,-5.775575160980225,-5.975064277648926,-6.066577434539795,-6.5332746505737305,-6.643343448638916,-6.803468704223633,-7.318346977233887,-7.340793609619141,-7.557842254638672
277.wav,5.189508438110352,150.49999999964098,-5.129791259765625,-5.300003528594971,-5.542655944824219,-5.7896809577941895,-6.131749153137207,-6.79583740234375,-8.256970405578613,-9.210904121398926,-7.098567962646484,-6.712758541107178,-6.41603946685791,-6.278791427612305,-6.174995422363281,-6.060338497161865,-6.023497581481934,-6.04747200012207,-6.047791004180908,-6.03814697265625,-6.079985618591309,-6.1090593338012695,-6.123334884643555,-6.137637138366699,-6.105861663818359,-6.091309547424316
510.wav,6.525850772857666,73.09999999991956,-4.7169084548950195,-4.748507499694824,-4.743753433227539,-4.848443508148193,-5.000576972961426,-5.05239200592041,-4.923847675323486,-5.976609230041504,-5.572840690612793,-5.274833679199219,-5.172884941101074,-4.758012771606445,-4.302385330200195,-4.028241157531738,-3.6676340103149414,-3.4134461879730225,-3.2536563873291016,-3.1465208530426025,-3.1101527214050293,-3.119558095932007,-3.1677114963531494,-3.271226406097412,-3.438218832015991,-3.6944940090179443
650.wav,6.427095413208008,90.2999999999372,-3.0165581703186035,-5.662504196166992,-4.324906826019287,-3.4391050338745117,-3.201186418533325,-3.071476697921753,-3.081423044204712,-3.1259403228759766,-3.209735870361328,-3.334892511367798,-3.46822190284729,-3.6672756671905518,-3.831468343734741,-3.9557201862335205,-4.02434778213501,-4.064497947692871,-4.067852020263672,-4.108211517333984,-4.006753444671631,-4.021199703216553,-4.014483451843262,-3.98174786567688,-4.001412391662598,-3.968686103820801
138.wav,6.131460189819336,84.50000000000362,-6.845639228820801,-6.708627700805664,-6.688514709472656,-6.430419445037842,-6.645507335662842,-6.289853096008301,-6.275976657867432,-6.145190238952637,-6.000466823577881,-6.019467353820801,-5.888240814208984,-5.865429401397705,-5.898646354675293,-5.936462879180908,-5.919467926025391,-5.835264682769775,-5.854429244995117,-5.782644271850586,-5.772576808929443,-5.749166488647461,-5.740832328796387,-5.757112503051758,-5.773369789123535,-5.873147487640381
72.wav,6.511381149291992,116.09999999917139,-5.636919021606445,-6.873009204864502,-7.115231513977051,-6.0784687995910645,-6.497433185577393,-6.669342041015625,-7.467597007751465,-7.414882659912109,-7.065293312072754,-6.710163116455078,-6.6931538581848145,-7.542134761810303,-7.742300033569336,-8.802529335021973,-7.808850288391113,-7.789222240447998,-8.08853816986084,-8.482236862182617,-6.801801681518555,-8.202911376953125,-8.97476577758789,-7.689659118652344,-9.030450820922852,-7.019231796264648
430.wav,6.392515182495117,73.09999999991956,-8.397525787353516,-9.553925514221191,-9.290068626403809,-10.65899658203125,-11.13010025024414,-11.56021499633789,-11.982673645019531,-11.415770530700684,-11.346397399902344,-12.180926322937012,-12.978570938110352,-11.71141242980957,-11.649978637695312,-12.30527114868164,-12.458761215209961,-11.67944622039795,-12.17984676361084,-11.58321475982666,-12.182485580444336,-12.465581893920898,-13.421581268310547,-13.015777587890625,-12.75436019897461,-12.779011726379395
99.wav,5.357156276702881,150.49999999964098,-10.363405227661133,-10.733184814453125,-11.464445114135742,-11.794238090515137,-11.339194297790527,-12.080913543701172,-11.670602798461914,-11.541424751281738,-10.04471206665039,-9.931418418884277,-9.590770721435547,-9.556721687316895,-9.3778076171875,-9.211833953857422,-9.18708610534668,-9.147369384765625,-9.065185546875,-9.184189796447754,-8.996419906616211,-9.203744888305664,-9.394254684448242,-9.334285736083984,-9.40868854522705,-9.369489669799805
