Id,Predicted
931642,101.9
940116,72.56
941179,183.67
944049,223.31
951365,122.33
953951,246.37
958444,119.97
959871,85.7
960210,109.56
964379,155.6
972426,112.2
973653,138.41
975990,360.48
981494,177.26
983625,167.19
984721,119.8
990130,220.62
1001147,63.78
1001447,79.31
1002469,230.02
1009973,199.05
1018529,165.58
1021491,174.99
1021957,102.77
1023181,85.49
1029482,111.41
1029808,116.0
1030254,58.08
1032610,276.95
1032611,97.86
1037016,111.69
1046443,70.24
1054201,164.55
1056256,291.0
1059891,161.61
1066769,125.86
1077179,204.41
1080543,220.5
1089240,141.45
1089542,66.36
1091582,72.18
1102858,223.98
1102942,238.0
1107976,42.99
1112070,82.22
1114409,217.49
1130138,129.41
1131804,152.81
1133296,241.99
1138455,189.19
1145288,95.73
1148978,74.81
1150398,90.75
1150594,243.7
1151582,118.32
1155475,231.39
1155885,141.0
1166947,102.35
1170268,105.5
1171566,89.85
1171716,56.83
1177971,97.28
1180537,215.73
1180618,164.39
1183667,192.13
1186569,67.06
1189378,272.27
1195198,134.52
1196791,79.05
1213991,101.69
1217046,243.28
1217670,157.59
1227528,214.48
1251681,120.46
1252826,208.59
1255828,125.22
1263964,76.88
1267186,107.81
1267945,59.89
1281023,95.44
1281054,208.54
1291020,71.45
1292428,100.87
1294973,105.64
1297663,212.39
1300097,114.54
1303850,186.0
1304181,100.38
1305265,128.88
1307095,106.33
1308308,283.27
1309148,68.46
1313711,141.96
1320550,280.46
1325432,62.38
1330056,106.45
1331960,172.87
1334633,233.51
1338362,103.94
1342507,181.8
1347478,95.68
1359438,164.96
1363957,167.69
1374457,75.04
1391683,81.37
1392673,137.42
1399187,227.66
1399448,269.46
1402084,208.54
1404510,79.43
1404828,73.81
1411811,318.75
1423175,139.02
1433897,141.79
1436810,111.45
1440363,149.2
1444400,112.79
1449546,141.55
1455804,148.9
1465446,160.22
1466534,66.51
1467392,72.21
1469895,214.02
1472002,86.75
1474980,97.76
1478315,177.92
1480002,172.49
1489426,202.12
1497024,162.51
1499635,207.16
1507845,172.03
1512006,178.26
1515026,178.74
1515659,120.59
1519957,75.3
1519994,106.73
1523556,70.28
1524017,288.18
1524895,91.65
1526741,70.75
1534782,90.88
1546518,183.83
1549413,231.78
1552242,155.94
1560408,215.02
1566326,198.7
1570204,306.61
1591811,175.82
1596314,182.5
1598863,159.98
1615764,268.46
1623431,282.4
1630572,134.44
1635672,201.35
1652236,65.78
1654738,103.27
1656254,146.34
1656539,131.37
1657110,209.74
1672860,185.11
1673338,68.83
1677887,75.3
1682258,270.29
1684053,75.29
1687108,76.69
1692823,62.68
1698334,89.86
1699934,75.45
1701981,265.99
1702581,129.44
1704210,122.71
1713409,128.69
1716441,122.11
1716640,143.54
1717149,284.68
1729286,57.26
1735804,129.0
1738513,271.33
1739847,50.92
1742471,110.33
1742654,203.1
1744216,74.93
1746726,260.86
1748189,215.73
1755484,273.26
1763333,132.59
1793411,219.48
1803279,92.43
1809547,91.35
1811446,99.07
1813829,74.34
1815505,63.57
1820931,97.54
1825949,60.44
1828063,177.82
1830244,49.88
1839231,290.7
1841356,110.52
1850695,180.86
1851926,144.3
1856261,141.61
1859901,297.26
1861493,208.43
1865336,102.15
1876969,137.29
1878965,153.59
1881556,137.72
1881586,204.26
1888006,62.4
1891017,290.63
1893225,219.72
1900780,258.64
1905865,251.19
1911641,200.16
1918693,84.45
1920085,67.04
1925519,86.59
1928961,71.17
1929186,161.25
1931341,144.46
1932110,80.09
1935302,238.48
1936633,120.24
1939106,167.21
1941495,116.3
1944891,141.41
1945115,92.85
1947400,237.03
1948745,193.35
1950311,121.96
1954495,196.82
1956726,163.75
1965103,240.97
1965766,207.91
1978445,75.34
1979076,136.0
1979579,176.79
1980179,184.0
1983531,192.81
1989972,85.86
1992751,132.14
1994548,195.5
2003807,234.63
2010971,145.55
2011692,81.75
2015168,136.46
2019755,270.11
2022728,63.49
2025779,265.68
2026434,162.98
2030736,43.1
2033224,140.95
2043049,60.86
2043060,313.27
2043329,215.68
2046225,142.94
2046273,69.64
2053940,284.26
2054899,357.12
2056307,73.16
2057595,81.91
2060720,173.57
2061811,190.89
2065101,66.57
2070290,241.26
2071839,66.79
2071873,234.81
2079765,140.22
2082670,83.89
2084817,100.63
2085632,179.7
2088725,168.35
2089273,195.09
2098338,63.26
2101349,142.43
2102542,166.2
2102571,169.55
2108424,68.07
2116940,214.69
2118102,210.58
2119216,134.07
2122613,245.36
2124536,210.89
2128761,208.12
2135116,104.69
2137796,145.7
2141667,63.25
2142092,101.71
2144033,104.79
2145599,118.98
2164631,240.44
2170618,95.52
2182899,183.96
2183423,181.39
2186452,309.13
2186699,251.79
2191612,219.76
2193945,75.81
2197401,67.42
2203154,189.23
2206311,278.98
2214256,132.01
2214978,341.27
2217609,68.4
2227377,481.72
2230762,120.8
2231296,110.93
2237851,232.69
2240196,406.63
2240661,185.9
2243180,235.39
2243699,300.14
2243769,212.85
2249878,221.72
2254817,153.31
2259719,310.67
2259813,384.59
2260595,128.64
2265827,85.45
2266468,151.87
2268632,126.63
2271504,150.21
2272080,162.31
2272739,232.81
2272872,173.53
2274268,120.88
2281142,274.7
2282085,226.49
2291507,72.16
2296024,160.81
2299633,232.4
2305025,64.8
2305890,128.11
2310542,63.36
2314398,275.77
2323502,66.69
2325144,69.38
2332880,142.31
2349715,145.34
2350883,76.62
2367089,153.63
2371632,120.98
2392301,84.5
2392814,118.53
2410200,79.45
2410819,120.95
2422991,301.37
2424199,119.34
2425222,309.65
2425980,62.18
2431784,266.0
2440173,184.2
2445856,95.64
2447460,225.36
2447634,228.71
2454504,240.82
2454507,240.62
2459587,190.28
2465333,158.01
2465699,98.59
2478415,208.91
2478825,287.66
2493039,133.43
2493176,152.06
2500087,175.44
2507612,60.09
2508374,100.42
2513351,73.61
2514760,251.34
2515876,63.35
2519770,141.36
2523629,155.93
2525956,124.67
2545184,56.31
2554110,173.79
2559129,116.22
2563764,44.13
2565087,68.85
2578731,141.14
2586923,60.25
2590590,161.07
2600199,146.09
2607583,121.89
2619549,127.69
2620068,111.33
2627737,153.07
2631224,67.33
2633717,66.06
2640467,80.17
2640764,69.69
2656394,227.28
2658325,109.28
2659183,232.6
2659448,130.0
2661098,76.07
2668311,127.65
2669352,169.4
2679171,88.28
2683387,121.3
2683455,120.65
2684223,61.69
2687606,170.79
2690370,202.9
2698645,85.03
2702489,146.37
2707824,108.22
2708371,153.21
2710442,138.8
2711082,161.1
2713887,186.97
2721610,258.95
2739884,192.58
2744106,85.07
2756159,82.05
2769718,161.71
2772111,88.67
2774381,114.54
2776119,114.64
2778250,61.28
2781747,172.19
2782449,182.61
2793004,236.14
2793630,98.63
2801300,60.73
2816152,82.78
2821782,140.56
2831424,166.95
2845257,139.76
2851945,220.06
2854050,55.88
2858010,101.53
2865117,192.81
2867463,260.92
2880806,271.32
2889377,55.04
2895820,116.82
2899082,239.82
2931859,227.15
2933772,177.28
2936192,108.91
2952861,462.2
2959036,101.73
2969803,115.86
2978421,199.83
2979714,83.71
2984662,181.46
2995000,129.01
2995459,137.99
3005261,79.1
3012871,211.68
3017320,60.29
3018422,92.48
3019237,181.98
3032355,102.5
3038797,142.95
3041973,116.05
3043467,79.03
3050544,176.63
3066892,142.96
3067062,62.67
3070876,86.62
3072242,125.89
3081771,136.72
3084473,166.41
3090474,127.91
3095119,191.75
3095348,245.03
3098703,86.97
3100156,185.57
3101058,112.87
3101140,78.18
3105531,222.03
3112284,74.0
3112953,113.93
3114929,88.03
3116519,133.9
3132960,154.28
3133055,85.75
3143311,67.42
3145484,237.73
3153140,123.09
3153603,124.92
3157420,87.19
3172212,91.63
3173148,72.33
3176526,82.45
3176655,185.19
3177630,160.22
3198824,155.17
3200728,58.75
3202590,169.47
3205292,195.63
3207986,96.65
3208188,165.15
3208609,79.62
3208747,193.87
3209980,126.53
3217221,51.83
3219835,159.83
3237160,188.05
3240838,147.87
3249076,162.08
3278631,88.24
3278691,50.24
3282550,196.76
3283409,133.38
3293500,100.34
3302932,154.93
3318859,79.72
3322922,88.74
3324203,118.76
3324498,75.72
3334850,177.89
3339205,204.66
3344815,60.95
3352608,243.71
3354459,166.54
3359315,60.19
3359510,128.7
3369826,272.34
3372399,125.03
3375998,115.15
3383662,92.19
3386746,127.35
3386923,86.84
3387493,192.77
3394044,73.56
3394314,230.08
3394964,67.0
3395398,101.78
3395697,157.4
3400645,192.02
3401271,188.51
3410516,247.89
3411006,274.16
3411815,107.19
3411912,138.99
3412633,159.24
3412893,121.4
3423516,343.69
3424458,172.88
3429765,50.71
3434303,181.05
3437101,123.88
3440135,202.71
3441130,77.48
3442140,65.54
3448037,298.1
3462975,209.67
3464971,139.55
3479614,148.71
3482919,306.05
3489242,65.43
3490317,142.11
3492910,199.46
3499016,87.96
3499251,249.21
3504289,111.19
3512428,79.26
3517646,110.62
3522539,261.12
3529888,105.09
3533180,239.82
3539618,171.76
3542523,227.68
3549074,59.63
3567258,200.47
3574304,70.26
3576160,149.22
3582816,126.02
3583605,114.68
3585974,199.09
3593491,58.26
3594408,73.78
3595554,166.03
3602534,71.71
3604145,182.24
3605896,60.06
3614680,106.92
3624205,78.24
3624387,247.37
3624653,87.65
3625870,68.28
3627589,65.77
3630304,62.45
3654511,232.85
3660983,81.21
3662949,185.37
3677769,73.34
3683241,128.57
3687172,205.4
3696043,118.98
3701708,97.46
3702400,56.11
3704067,186.22
3710230,134.59
3711039,46.32
3715638,91.71
3727861,89.66
3735483,52.94
3743048,69.47
3747392,90.71
3758686,195.99
3760029,120.5
3765095,68.67
3765357,222.65
3772256,132.99
3775259,149.58
3783016,105.85
3791325,224.71
3791554,59.91
3799598,214.71
3817216,92.66
3818279,148.51
3819407,267.45
3819946,65.56
3829609,118.67
3831962,219.48
3833538,118.43
3835633,57.75
3835681,62.69
3836180,192.73
3838388,142.23
3847733,74.68
3851719,177.6
3864528,153.54
3866843,92.68
3866888,162.3
3867705,244.06
3869398,138.22
3884105,101.7
3884893,91.41
3885177,97.94
3887381,267.35
3888752,223.3
3895289,68.43
3896701,126.85
3902156,162.01
3903173,201.63
3924325,91.87
3924397,171.61
3925426,172.19
3929669,157.88
3939041,121.42
3939086,75.89
3943279,167.74
3943879,204.74
3945796,115.39
3946018,215.79
3946471,93.8
3952093,214.39
3952731,154.68
3953942,165.45
3958460,124.38
3959369,185.13
3962389,134.8
3968610,227.57
3975630,144.31
3979613,227.43
3993553,154.74
4007770,167.64
4016121,259.29
4016173,281.95
4016791,56.06
4017226,71.15
4024936,243.45
4026150,118.72
4028670,208.3
4031463,49.81
4033422,132.44
4037522,77.96
4040900,88.75
4047932,80.75
4053249,290.2
4060993,93.62
4069228,99.3
4069341,144.26
4071007,124.95
4081926,113.65
4089189,211.42
4089492,97.14
4092826,113.47
4102483,86.53
4109420,116.43
4115327,168.14
4116403,61.46
4117817,78.56
4118907,113.62
4128603,159.66
4130266,71.2
4135674,142.54
4144519,100.69
4155012,231.24
4156015,193.36
4157451,98.87
4161127,197.39
4163710,68.54
4163742,167.17
4174286,47.32
4178851,195.23
4180643,164.57
4188351,124.85
4192400,61.59
4194010,98.96
4197760,181.04
4199782,185.83
4204083,142.15
4209595,249.66
4216183,163.09
4216813,193.59
4218129,64.29
4226098,122.23
4226269,135.51
4232356,187.54
4235961,231.3
4240861,66.01
4241486,256.73
4244476,84.94
4248788,211.02
4256091,293.06
4263488,216.5
4280053,74.23
4280118,62.89
4281241,209.72
4282998,228.64
4287589,182.49
4288361,193.72
4293935,88.79
4294640,66.98
4296126,255.92
4296710,48.11
4297952,200.81
4302293,89.87
4303825,178.99
4308633,85.02
4310501,110.06
4329728,102.81
4333204,250.1
4339188,173.26
4342924,123.73
4356396,150.53
4357134,132.45
4359219,134.16
4359718,128.21
4365491,118.11
4369737,199.4
4387007,181.6
4390865,96.53
4392351,97.95
4397455,117.31
4401013,129.59
4403972,186.04
4404818,107.16
4405156,170.3
4410626,159.97
4428854,85.02
4428906,229.59
4430645,160.2
4430819,170.33
4435766,402.38
4438459,203.67
4440181,68.14
4440611,131.15
4444204,203.65
4457556,80.05
4462491,189.38
4462553,266.92
4469264,83.1
4476605,230.32
4480308,182.41
4483117,115.13
4483517,48.09
4492821,193.59
4493474,110.56
4502339,119.26
4503472,166.41
4504049,44.48
4504353,66.47
4508885,218.63
4509357,85.2
4512329,65.86
4513084,102.54
4516766,76.12
4517117,75.25
4517848,98.78
4520941,66.94
4530160,171.4
4532913,88.07
4536637,58.77
4537389,333.02
4538901,152.38
4539483,145.18
4546034,74.17
4547143,70.73
4549555,77.68
4550494,108.11
4555241,126.66
4557206,122.71
4557370,142.79
4564840,169.31
4567820,63.9
4571518,70.09
4575364,100.39
4582684,220.7
4582781,225.75
4582785,144.58
4585734,411.98
4603954,169.94
4605455,110.9
4605840,65.34
4611004,154.83
4612401,75.1
4614838,253.0
4616452,168.88
4628603,183.85
4629211,129.93
4638668,83.72
4638967,88.4
4639179,54.23
4639451,63.72
4649627,114.84
4653508,146.17
4658293,130.41
4661662,77.02
4662584,54.86
4667707,118.99
4672452,181.43
4677056,394.17
4677469,131.4
4679967,64.72
4694625,229.32
4700265,81.74
4700894,232.57
4701749,56.12
4701802,163.25
4708314,212.96
4715740,153.21
4716349,89.54
4716613,82.55
4718031,132.11
4718314,123.39
4720086,188.14
4720142,99.88
4720326,252.39
4724857,83.32
4725852,186.82
4727369,112.38
4733949,100.78
4738429,185.04
4742068,133.41
4743840,258.06
4744487,142.59
4752659,107.17
4753571,216.0
4753866,123.55
4756578,178.72
4765123,72.26
4765659,58.71
4766198,62.66
4766468,129.44
4772857,51.03
4772987,66.19
4774496,215.86
4777166,58.03
4777236,72.2
4777903,474.15
4778638,65.05
4781700,90.98
4782799,183.76
4785105,279.36
4787527,72.77
4792430,94.92
4803244,55.21
4817139,222.76
4821331,241.01
4821605,57.88
4823386,119.02
4823529,87.11
4824052,156.08
4824146,157.58
4824310,158.91
4828336,122.26
4829068,141.65
4830154,54.25
4830494,129.11
4831603,215.52
4831703,111.37
4831795,412.54
4833671,113.9
4839016,109.61
4842112,206.79
4846754,169.77
4853647,143.93
4854552,101.76
4855004,156.34
4859716,185.83
4865377,158.1
4865454,67.39
4866426,104.08
4866875,180.91
4867876,53.54
4870239,195.27
4873207,114.85
4873699,232.23
4881017,238.62
4885673,150.74
4901269,179.48
4906961,202.41
4908634,156.89
4916323,234.4
4918117,72.93
4925517,123.8
4926610,73.23
4929917,187.99
4930951,113.14
4932075,109.84
4936023,216.14
4936694,63.39
4941141,142.5
4950807,95.07
4956293,197.98
4956896,262.77
4966559,72.67
4967004,223.15
4973520,88.0
4983264,88.58
4984951,67.24
4988687,233.37
4991895,70.54
4994058,96.95
4995083,181.36
4996027,186.23
4998025,282.91
5006113,292.32
5010368,195.24
5013556,135.96
5028135,197.91
5028653,250.24
5037654,89.87
5038299,183.44
5040653,102.6
5050799,226.13
5051597,138.29
5067097,198.63
5068972,186.04
5084095,229.37
5104668,293.59
5105632,76.84
5105768,137.25
5106214,230.64
5113910,189.09
5116727,150.38
5131879,178.58
5132306,47.11
5136833,85.53
5137531,227.51
5146173,385.69
5148878,194.56
5149368,95.88
5168749,133.28
5175054,264.86
5178944,99.21
5191617,62.35
5191965,92.9
5193916,73.41
5195409,205.89
5200433,85.91
5205123,148.21
5211090,175.97
5211296,132.64
5236234,174.85
5258459,120.27
5261913,137.17
5271997,132.07
5279859,245.14
5285553,146.58
5286096,230.59
5287733,64.72
5288228,67.51
5292616,237.41
5295884,217.94
5297788,70.86
5298458,116.25
5300082,216.87
5315798,86.35
5316266,109.4
5327035,53.13
5346743,56.71
5352301,44.05
5359410,59.45
5364337,103.75
5373297,144.14
5381943,104.34
5382755,59.04
5383005,128.48
5395116,147.52
5395679,65.7
5396801,109.32
5402632,89.5
5404201,182.03
5409372,190.88
5411787,120.23
5418807,64.99
5423135,140.66
5432597,269.64
5433287,200.53
5433746,131.64
5439372,199.26
5458432,183.77
5490833,70.25
5491149,219.57
5494750,58.14
5497874,82.73
5500197,168.21
5507784,235.69
5509980,104.83
5538410,66.01
5538798,113.28
5543210,81.31
5546217,139.44
5549530,102.43
5557097,78.66
5557135,87.55
5557536,189.86
5557684,63.61
5562962,169.56
5567278,237.34
5567401,148.16
5571405,56.79
5579629,117.11
5581272,40.99
5593725,67.95
5593975,56.29
5621141,318.32
5625386,101.95
5628539,158.93
5638270,107.6
5647213,140.82
5651679,114.76
5652542,91.64
5659204,117.45
5661603,216.39
5691347,185.53
5692492,61.25
5693978,170.41
5694862,98.21
5697237,186.95
5706202,150.97
5717674,54.69
5725154,153.99
5726773,64.58
5727093,52.66
5736059,121.34
5738785,163.74
5760776,296.04
5771366,64.09
5779471,168.77
5783925,63.91
5784146,134.23
5794806,131.75
5797398,69.25
5806817,65.81
5816130,85.37
5816145,91.48
5823337,191.24
5824543,72.55
5833530,68.18
5838858,209.08
5840936,212.0
5847182,59.62
5850040,75.51
5857515,216.65
5857519,83.2
5857692,80.14
5861303,169.27
5869197,200.26
5874326,81.38
5878382,88.99
5881122,98.01
5881858,263.89
5883159,200.57
5885201,91.03
5889379,45.79
5899598,117.67
5905128,142.81
5916713,69.49
5917209,159.78
5919646,200.93
5954466,165.22
5958299,122.06
5990045,176.0
6000785,124.82
6004052,170.59
6004567,193.46
6006711,143.21
6018589,73.77
6020237,210.07
6026546,162.56
6027485,62.9
6029332,98.28
6042635,172.46
6048412,218.2
6048583,214.83
6052119,151.76
6056028,229.44
6064471,196.31
6071870,111.82
6072842,75.1
6074975,245.86
6076202,184.69
6078234,287.31
6079079,173.45
6084475,76.43
6087959,180.1
6091208,78.64
6094708,213.69
6100514,185.82
6103273,168.12
6104951,154.62
6106544,95.59
6108021,157.4
6115341,153.58
6121052,244.27
6121300,96.98
6128992,205.24
6131606,50.41
6134906,51.97
6141561,81.82
6146081,125.99
6149507,161.69
6157276,57.83
6161282,166.04
6167683,191.19
6169172,132.35
6179073,135.15
6180121,61.99
6184827,124.96
6185880,241.88
6196354,37.56
6198636,173.2
6200613,125.19
6209147,131.5
6221877,65.39
6223929,104.71
6224336,185.1
6226794,114.39
6227027,210.58
6234329,117.16
6237443,83.35
6244461,149.9
6245408,160.48
6247104,49.42
6249100,85.73
6253399,72.88
6262562,70.58
6268515,141.52
6269646,53.09
6274181,190.65
6284582,184.48
6285844,152.1
6286307,70.66
6291371,64.76
6292334,207.55
6297266,126.48
6302159,61.95
6303845,62.79
6305027,207.7
6311716,149.24
6314148,253.24
6315659,73.34
6323445,263.15
6324190,62.86
6326959,141.16
6327529,215.08
6328046,185.01
6328394,163.93
6329973,119.55
6330321,111.03
6333994,258.42
6334492,69.66
6345728,229.07
6346662,242.44
6347713,113.98
6347729,97.48
6362061,108.26
6362227,60.4
6362662,84.29
6371373,122.85
6376606,97.53
6377161,264.01
6377624,149.9
6377669,60.66
6391062,74.9
6395425,78.14
6397592,99.64
6398715,63.55
6407534,157.16
6410924,68.77
6424227,275.84
6437014,176.06
6449238,106.2
6458979,161.89
6467905,69.77
6476242,198.35
6476333,89.42
6478459,182.38
6481924,129.95
6492190,175.04
6499058,142.61
6507084,140.91
6515562,147.71
6515686,70.75
6525622,161.88
6539778,179.13
6542603,179.43
6544899,199.26
6546016,71.99
6553874,209.41
6554833,111.25
6555427,65.92
6556848,154.99
6558729,79.35
6559453,74.56
6567114,174.09
6571039,158.99
6571441,67.48
6576336,66.94
6584448,120.33
6596927,147.63
6598624,77.68
6601120,220.83
6601284,162.88
6601606,94.12
6608246,172.73
6608666,56.79
6614604,64.18
6619984,142.25
6622389,135.02
6628193,124.18
6638042,204.11
6638377,156.17
6638446,84.78
6638539,108.28
6644449,68.49
6645963,90.59
6651156,161.6
6652170,63.54
6652755,121.21
6656567,76.37
6662112,199.8
6662422,195.44
6671082,166.03
6672812,78.25
6673638,73.33
6674363,144.13
6678082,150.41
6684189,163.91
6684697,159.79
6686165,68.19
6687933,89.56
6688119,154.56
6688780,69.36
6691625,120.11
6693612,228.94
6699725,109.61
6700860,164.04
6702693,257.1
6704000,60.01
6705604,56.17
6706074,126.61
6713742,350.55
6717607,45.54
6726361,57.51
6726702,125.2
6729568,82.07
6729589,223.56
6733512,49.97
6737048,96.81
6746003,62.79
6747958,106.03
6748711,199.36
6758846,158.7
6760353,109.15
6766259,85.83
6766894,105.17
6776230,75.69
6776698,65.41
6781648,302.22
6786181,155.84
6792702,89.27
6794912,52.38
6797129,359.23
6799130,96.25
6799932,167.07
6799957,175.16
6800576,73.39
6800858,78.8
6804319,157.2
6821839,104.61
6821978,249.7
6827028,151.63
6832599,71.3
6834972,200.68
6852315,222.58
6862482,312.33
6884254,57.6
6897911,101.63
6901484,82.21
6908209,162.98
6913773,47.41
6913795,120.78
6919797,216.61
6921984,244.1
6922490,186.5
6922758,288.89
6923000,184.01
6924400,104.74
6924942,157.99
6926686,113.53
6934770,63.88
6939668,207.85
6955143,82.09
6955782,164.74
6956358,96.43
6956731,136.08
6959212,118.76
6967305,186.93
6970005,190.95
6971141,177.64
6971639,167.42
6972673,86.29
6973011,125.22
6973159,62.72
6973598,64.24
6974728,93.79
6989258,148.94
6991749,148.16
6991910,103.75
6992310,43.92
7002139,54.82
7002269,54.44
7002915,207.39
7003507,125.46
7023033,87.65
7023818,146.33
7024474,42.29
7025693,69.12
7026258,59.36
7032396,168.66
7032855,66.27
7036435,46.82
7048195,71.22
7048508,107.8
7053353,52.13
7053496,58.43
7053815,103.15
7054468,93.85
7064148,75.14
7064199,53.3
7065653,178.1
7067406,242.19
7071672,64.45
7073436,81.18
7074488,215.12
7074961,124.86
7090264,102.26
7092505,160.36
7092618,322.51
7093122,111.0
7093920,93.17
7094110,154.19
7094112,206.41
7095426,213.63
7095708,125.75
7095783,282.22
7095888,120.1
7105865,62.15
7111775,140.36
7116799,159.94
7124028,287.49
7126110,103.82
7126996,123.66
7127684,66.7
7128293,61.34
7133306,70.79
7140625,77.61
7149408,86.76
7151565,86.1
7153138,121.93
7159258,64.03
7162435,231.51
7176975,122.5
7197915,171.8
7199464,80.95
7202612,85.6
7206579,79.55
