Id,sampling_rate,age,gender,ethnicity,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path
23,22050,19.0,0,polish,1244.1748,3997.6992,145.3853,0.0175905687068452,0.1080013608643294,0.0022870562980405,0.2124203541239754,3642.680779689784,99.38402,-107.35153584403125,69,281,16,19.504761904761903,24.wav
26,22050,20.0,1,german,1159.0879,3997.261,146.01286,0.025574263127142,0.1040421689896687,0.0077830002897171,0.0937753520898234,1853.9685010452329,99.38402,-87.46737852852345,69,281,17,19.24934240362812,27.wav
28,22050,19.0,0,english,1529.0837,3999.5688,146.05385,0.0216218910110953,0.1077750385110085,0.0062164539990313,0.155198029333242,2555.8368051487773,107.666016,-87.65467627130246,69,281,14,17.182766439909297,29.wav
30,22050,44.0,1,croatian,1429.8867,3998.7551,145.5064,0.0201612603183502,0.1264184783690263,0.0063447500097419,0.1574752732450739,2206.9919194071167,95.703125,-80.9974490241254,69,281,13,20.34068027210884,31.wav
35,22050,51.0,1,german,1465.3381,3999.7085,145.6018,0.0181220359032769,0.0833658606681246,0.0087407887044107,0.1701775954174901,2733.855837776322,135.99918,-64.58280666919286,69,281,9,20.271020408163267,36.wav
36,22050,60.0,0,english,1469.1598,3999.4414,145.35683,0.0246786524436208,0.1337668061579766,0.0066824309550528,0.0952115277483022,1487.9457732096048,86.13281,-86.34658135764694,69,281,22,21.08371882086168,37.wav
38,22050,50.0,0,kikuyu,866.99603,3994.2205,145.37776,0.0306536246395995,0.1432700978619212,0.005617938686824,0.1191767358319935,2225.665530936196,107.666016,-101.47735751809483,69,281,18,21.501678004535147,39.wav
40,22050,43.0,1,icelandic,1108.5945,3999.5405,145.40561,0.0219741667213596,0.1316360712547956,0.0069654074290627,0.112604096179872,1843.3324243025704,92.28516,-83.6157344346284,69,281,1,23.57963718820862,41.wav
41,22050,40.0,1,bengali,1482.1693,3999.622,146.29286,0.0186222215524212,0.0915294698817119,0.0066681515004563,0.1297378136367394,2068.5819011407875,135.99918,-110.7773594280926,69,281,34,23.21995464852608,42.wav
42,22050,25.0,0,dutch,1570.5552,3999.7097,145.45085,0.0222597129642926,0.0977798346797887,0.0023564663626717,0.0977280089029146,2186.066313101848,112.347145,-116.37433760090572,69,281,26,21.91963718820862,43.wav
43,22050,74.0,1,maltese,1300.9368,3999.4468,145.35878,0.0185253142487019,0.1304273220837795,0.0031074021517018,0.0939887452520718,2155.912315078356,135.99918,-121.99201458870192,69,281,7,41.47083900226757,44.wav
44,22050,38.0,0,dutch,1555.2375,3999.0974,145.80014,0.0329024504273131,0.1422172567139559,0.0052152379180441,0.0875093555200131,2009.240903669036,112.347145,-108.33672788890614,69,281,1,34.43519274376417,45.wav
45,22050,19.0,0,english,1730.9727,3998.5432,145.64188,0.0264061178986856,0.0988379156142846,0.0034122185932495,0.1840879980269857,2770.943705610836,129.19922,-88.89787956488168,69,281,7,17.856145124716555,46.wav
47,22050,30.0,1,english,1420.0975,3998.095,145.77345,0.0234646494175225,0.0907260611821506,0.0120136295080274,0.1018932191285793,2033.0548729036257,135.99918,-93.3293517416053,69,281,20,15.882448979591835,48.wav
48,22050,46.0,1,finnish,1695.9535,3999.4758,145.8759,0.016658203359868,0.0724665641063269,0.0050660220397011,0.1744700228230337,2630.561099416688,107.666016,-101.49382055227656,69,281,24,19.272562358276648,49.wav
49,22050,27.0,1,armenian,1786.5736,3999.7292,145.35492,0.0159481717182762,0.0870286637436251,0.0033666639056698,0.1565624055701047,2169.595511969147,107.666016,-112.65382692212836,69,281,38,20.921179138321992,50.wav
50,22050,31.0,0,hindi,2303.4895,3999.7788,145.86234,0.0168699039098162,0.1373561069555341,0.0017878809089809,0.2836189163165266,3604.774495174379,107.666016,-129.2505754455414,69,281,11,18.08984126984128,51.wav
51,22050,19.0,1,english,1647.4116,3999.6504,146.20825,0.0233788522538848,0.0963031880448649,0.0047844829835948,0.1260090218423551,2095.498265375469,151.99908,-113.06042521617552,69,281,34,16.416507936507937,52.wav
52,22050,21.0,0,bosnian,1171.4183,3995.6335,145.36899,0.025242120233626,0.0872931892416443,0.0197118097938602,0.0910223746445756,1911.426614021888,135.99918,-82.27124261978042,69,281,24,20.921179138322,53.wav
53,22050,22.0,0,arabic,1514.9379,3999.4207,145.43517,0.0160651014512945,0.0963073186741222,0.0041906239800267,0.178421353970422,2865.54562942684,123.046875,-105.66157318470606,69,281,29,22.38403628117914,54.wav
54,22050,59.0,0,english,1685.624,3999.6926,145.39609,0.0281502913602975,0.1117844410902277,0.0067854687374879,0.167375208119877,2782.757856903302,117.453835,-93.34171917283048,69,281,14,20.52643990929705,55.wav
55,22050,42.0,0,english,2206.0771,3999.752,145.57564,0.0451895223907894,0.1575543088135391,0.0019006949397511,0.1695859074133504,3049.5449734399194,117.453835,-113.8308822166744,69,281,12,16.439727891156462,56.wav
58,22050,36.0,0,portuguese,2164.06,3999.4575,145.55745,0.0228481481879958,0.1487373037579729,0.0016168890707333,0.1177350581918724,2065.327183769815,112.347145,-112.0802499881421,69,281,16,18.97070294784581,59.wav
59,22050,20.0,0,finnish,1544.7037,3999.6738,145.55182,0.0503711144995965,0.2106894869215959,0.0055408285058815,0.0801489314457656,2203.467476450568,129.19922,-66.80440336032001,69,281,1,20.0,60.wav
61,22050,46.0,1,english,2387.1416,3999.28,145.62256,0.0135701813632069,0.1188902999146116,0.002007142043869,0.2537453109104781,3468.3811065297023,143.55469,-113.52054378202544,69,281,19,19.8530612244898,62.wav
62,22050,32.0,0,miskito,1593.3103,3999.7715,145.65244,0.0210280624214045,0.1398397915374343,0.0021178603262849,0.2047073656218529,3266.3767495792968,89.10291,-108.55516508637838,69,281,19,18.71528344671202,63.wav
64,22050,20.0,0,english,1356.6351,3999.331,145.41481,0.0268212157269778,0.1247701177409365,0.00208447864413,0.0666378263748738,1708.1987594122977,92.28516,-122.10817963586656,69,281,13,21.94285714285714,65.wav
66,22050,42.0,1,azerbaijani,1815.4728,3999.6255,145.38145,0.0224096796957356,0.0804584332195027,0.0051758083189537,0.1585944573524712,2222.0189883967405,117.453835,-116.16334934700444,69,281,62,33.62249433106575,67.wav
67,22050,19.0,1,hindi,1078.8483,3999.1807,145.58948,0.0249688919256943,0.1057159944270896,0.0069348010726897,0.0892742609573623,1498.781559120464,135.99918,-104.16322290868132,69,281,16,18.01868480725624,68.wav
68,22050,22.0,0,kiswahili,485.23636,3982.0393,148.59816,0.0278201962644889,0.1926802329411173,0.010214024621055,0.0784786543942205,2108.8869312301767,117.453835,-68.88692737368513,69,281,1,21.88018140589569,69.wav
71,22050,21.0,1,english,1669.709,3998.5708,145.56439,0.0235770881048088,0.1193650652131745,0.0066381910547464,0.1411183093177917,2331.7481097779723,135.99918,-83.52571174363047,69,281,10,16.393287981859412,72.wav
72,22050,33.0,0,hebrew,1477.6741,3999.3853,145.42369,0.0228497333105303,0.0911168683370613,0.0109934191343879,0.0986820765904017,1905.7248601202912,143.55469,-85.38746981077416,69,281,14,20.96761904761905,73.wav
74,22050,29.0,1,mongolian,1550.4038,3996.76,145.87341,0.0170994109272723,0.0983880002178702,0.0060010080868191,0.117044982251977,1805.3002966254533,64.59961,-94.58619849057806,69,281,32,25.72770975056689,75.wav
78,22050,40.0,0,russian,1047.3423,3957.8179,145.39462,0.0315057088204874,0.1404107347481646,0.0318930169585564,0.0607329328109575,1378.678892267306,172.26562,-71.25711778046883,69,281,1,23.5,79.wav
79,22050,47.0,1,english,1120.8788,3999.3625,145.42351,0.0192463073142526,0.0872827030769593,0.0039466091429206,0.1794541429715106,2950.6235215415545,172.26562,-86.16868213176049,69,281,15,20.22458049886621,80.wav
80,22050,28.0,1,malay,1771.3887,3999.137,145.60583,0.0242759011922552,0.1010245740696543,0.0040586227141792,0.1447368421052631,3046.1895683374214,129.19922,-86.5784900122002,69,281,16,18.7849433106576,81.wav
81,22050,84.0,1,english,948.5982,3992.7915,145.39172,0.02166375577707,0.0993182107396291,0.0050231264085806,0.0732630029579118,1391.2913638176612,172.26562,-105.33043571636286,69,281,37,22.569795918367344,82.wav
82,22050,26.0,0,arabic,1173.1023,3999.6282,145.85023,0.0265019555014575,0.1733121324541216,0.0112622631669609,0.0876925950081409,1507.697988637064,117.453835,-69.4891954987988,69,281,19,31.672018140589564,83.wav
83,22050,39.0,1,english,1789.4578,3999.1504,145.67331,0.0233715067082895,0.0885952984943452,0.0050508196349126,0.1495958977957283,2818.189014079799,103.359375,-77.96690651665824,69,281,13,18.622403628117915,84.wav
85,22050,22.0,0,dutch,1558.6945,3999.462,145.3772,0.0229971933905984,0.1020282789051338,0.0040577590999914,0.1271572297025723,2406.424902320909,123.046875,-92.75338575593338,69,281,12,19.063582766439904,86.wav
86,22050,63.0,1,english,1449.5869,3998.249,145.37515,0.0239758531712413,0.091057318802442,0.0054343231131136,0.128070618872549,1903.261709905784,123.046875,-87.16625468778807,69,281,15,28.676643990929705,87.wav
87,22050,21.0,1,french,1388.1577,3999.746,145.79056,0.0200569040455082,0.086582961704543,0.00749675421102,0.1238800161439114,1862.790199145861,112.347145,-107.4559263518364,69,281,38,23.800453514739225,88.wav
88,22050,43.0,1,portuguese,1171.1813,3998.047,145.37265,0.0184231182438976,0.1084518815622428,0.0043338778359844,0.089324295663037,1540.9935070412494,135.99918,-103.92561684061288,69,281,40,27.32988662131519,89.wav
89,22050,20.0,1,french,1198.1141,3997.8096,145.39426,0.0212944597258297,0.0753070569503584,0.0082557940218011,0.096938286537648,1893.9480059041189,123.046875,-106.6782083989644,69,281,45,19.02956916099773,90.wav
91,22050,32.0,0,french,1689.3077,3998.6912,145.37306,0.0694745237595192,0.1922718630994765,0.004057508553124,0.0660506691088516,2167.7372227221445,129.19922,-114.39456430474053,69,281,1,24.25111111111111,92.wav
92,22050,18.0,1,miskito,1284.9717,3999.5464,145.76144,0.0159724861018012,0.0948464336582978,0.0029717735016597,0.183721817105537,3135.621087281881,135.99918,-93.93389638976136,69,281,38,22.68589569160998,93.wav
95,22050,30.0,1,bulgarian,1480.6102,3998.935,145.74525,0.0117312333887428,0.1007473486814662,0.001952954457233,0.1952426106141199,3311.8035828974103,161.49902,-109.55093505234508,69,281,13,20.805079365079365,96.wav
97,22050,72.0,0,gan,1658.6787,3999.7336,145.38786,0.0281197529820692,0.1544977547789814,0.0033317041148904,0.1694192732970671,2857.4660583994832,172.26562,-140.05031276383826,69,281,48,30.11628117913832,98.wav
98,22050,18.0,0,bulgarian,1465.1265,3999.6729,145.48218,0.0224835320288813,0.1181105622664315,0.0064723241343633,0.1313586885460251,2609.903536877438,92.28516,-70.2604387726089,69,281,17,25.40263038548753,99.wav
99,22050,22.0,0,cantonese,1899.2609,3999.7036,145.6375,0.0371129016569308,0.1344577112060746,0.0041850559635499,0.1685950326007897,2395.150809540414,95.703125,-103.45097796103832,69,281,23,20.96761904761905,100.wav
100,22050,18.0,1,portuguese,969.9579,3999.4133,145.35275,0.0222377527519248,0.0785583582798123,0.0065557825730531,0.0643904418077925,1748.5781915942227,184.57031,-129.52847718259966,69,281,55,24.52027210884354,101.wav
101,22050,21.0,0,english,1159.2263,3999.6592,145.36734,0.0332685454287042,0.1506206941839927,0.0024766232003484,0.0860436775017313,2169.7188968450896,151.99908,-116.45025044149747,69,281,1,16.741587301587302,102.wav
102,22050,45.0,0,english,1082.337,3999.743,145.39888,0.0251210742451876,0.109631927355046,0.0148995368780041,0.111335216221473,1821.0079523437269,123.046875,-72.83962814740319,69,281,16,20.36390022675737,103.wav
104,22050,21.0,0,bulgarian,851.3102,3999.3997,145.50012,0.0264482260799444,0.0954094794282646,0.0091413058846355,0.1138868168969849,2039.243061600171,112.347145,-95.77889965241178,69,281,17,18.041904761904764,105.wav
105,22050,33.0,1,punjabi,1455.6204,3999.6985,146.41396,0.0155801374392472,0.0926781232106124,0.0037777065943331,0.1499538502109704,2781.6477112033926,184.57031,-87.70319968103286,69,281,32,22.871655328798184,106.wav
107,22050,56.0,0,arabic,1395.3596,3999.6577,145.39731,0.0253765595680766,0.1163114800007837,0.0036555603911543,0.1062595697096836,1755.7525528199874,107.666016,-115.59365151233489,69,281,33,21.664217687074835,108.wav
108,22050,26.0,0,nigerian,1017.40656,3997.3923,145.46455,0.022506373931634,0.1353709199137617,0.0129094678974088,0.0845422037277448,1729.141213107097,103.359375,-61.92824862725465,69,281,11,22.356643990929708,109.wav
109,22050,32.0,1,mandarin,1333.0792,3996.4946,145.45676,0.0158540419917088,0.0793719082704711,0.0021028099955708,0.1395587531887755,2577.027203476565,112.347145,-115.55648997169656,69,281,48,30.1859410430839,110.wav
111,22050,32.0,0,oriya,1679.3531,3999.4182,145.41055,0.0214691170547833,0.1298042182226737,0.0030197812874867,0.196364488058943,3207.8687140048805,95.703125,-99.08299103349717,69,281,18,21.96607709750567,112.wav
112,22050,19.0,0,english,1317.7554,3998.4036,145.36426,0.0214855803914591,0.1401144850747729,0.0033532260623553,0.1585493937577351,2481.113533588528,123.046875,-90.90285219647323,69,281,9,16.068208616780044,113.wav
116,22050,21.0,0,japanese,1679.3362,3999.7214,145.44408,0.0229025227612031,0.1270984703731936,0.015144091987296,0.1354528356481481,2282.075587075195,135.99918,-93.58477653679569,69,281,13,17.368526077097503,117.wav
117,22050,38.0,1,ga,1457.1467,3998.5437,145.46027,0.0287751499770539,0.1023291119057222,0.0048126320774786,0.1021096278946713,2049.989906141784,99.38402,-111.0436723398812,69,281,24,18.622947845804987,118.wav
119,22050,21.0,0,english,617.3803,3256.4673,145.38416,0.0326041250004397,0.2108209123445351,0.0078475669695811,0.0352412390867516,1353.402311415665,86.13281,-77.19468362822424,69,281,1,20.64253968253968,120.wav
122,22050,30.0,1,maltese,1528.4701,3999.4944,145.83902,0.0254001334559225,0.0920745569398668,0.0073105333114024,0.1757807215570887,2804.1840547069824,107.666016,-74.23753061681595,69,281,13,17.92580498866213,123.wav
123,22050,27.0,0,mandarin,2251.4165,3999.7551,145.3901,0.0127415283449724,0.1241985624616744,0.0006207887911141,0.2270540563071646,3588.550006121965,151.99908,-153.18187874589353,69,281,60,27.19056689342404,124.wav
125,22050,40.0,1,japanese,1190.0175,3999.5554,145.35828,0.0182752983213445,0.0946814129124424,0.0040163155888296,0.1358061716462298,2278.12590971171,143.55469,-87.26256427635336,69,281,20,25.98312925170068,126.wav
126,22050,33.0,1,dutch,1431.6312,3999.699,145.49261,0.0253780118324588,0.093970656483372,0.0052243200636228,0.1361881085296175,2427.287857749732,89.10291,-91.52256303408475,69,281,15,20.99083900226757,127.wav
130,22050,60.0,0,english,1486.9631,3999.4958,145.36667,0.0350030590740191,0.1474203148785459,0.0026017814980431,0.1860516770441729,2939.5750347543544,129.19922,-121.67858160772651,69,281,14,15.371609977324264,131.wav
131,22050,21.0,0,english,1615.2775,3999.4238,145.40205,0.0233722341728727,0.1119096801056469,0.0012781862067596,0.2017538967572904,3373.716152690079,103.359375,-117.19128148051304,69,281,10,17.322086167800453,132.wav
132,22050,18.0,0,english,1224.4218,3999.4143,145.8532,0.0242040953201923,0.1244265605181668,0.0074731478618998,0.1050237445129598,2170.522427436742,95.703125,-101.3229844908656,69,281,20,25.33297052154195,133.wav
134,22050,22.0,0,bulgarian,1200.5642,3999.4119,145.44014,0.0203167890987197,0.1175861461549303,0.0026567966622091,0.1179307355994463,2370.9863229118987,198.76804,-114.7907453252266,69,281,29,24.91501133786848,135.wav
137,22050,21.0,0,mandarin,1578.5449,3999.7913,145.4043,0.0282733198960878,0.1385591322312578,0.0023414472860792,0.171389710669424,2511.0500945155763,107.666016,-120.30353248357378,69,281,16,14.767891156462586,138.wav
140,22050,21.0,0,english,1753.1548,3999.3914,145.35513,0.0234368129830839,0.1322575610201887,0.0164770049836977,0.132412165661023,2103.043665239793,67.99959,-72.0764660993127,69,281,24,25.65804988662132,141.wav
142,22050,71.0,1,english,1826.252,3999.7188,145.50769,0.0214365412326638,0.1238158915778236,0.0010304242818924,0.1906903724530677,2875.845272221396,103.359375,-135.25034921397494,69,281,16,20.34068027210884,143.wav
143,22050,19.0,1,korean,1525.493,3999.549,145.39664,0.0263845198579365,0.0955650778847065,0.0102971999267636,0.1480075813609467,2628.672725024243,89.10291,-87.4231254368994,69,281,12,16.602267573696146,144.wav
144,22050,19.0,1,amharic,1303.252,3999.721,145.44328,0.018673025145085,0.1253044909894532,0.0028202348209704,0.1785980345232213,3241.006118150828,112.347145,-91.3630140915821,69,281,12,19.504761904761903,145.wav
145,22050,36.0,1,french,1030.0615,3997.3625,145.39435,0.0185745498685393,0.0819960022944486,0.006016406916406,0.1044782609684225,2428.6072994536607,135.99918,-107.3440196968382,69,281,40,26.54040816326531,146.wav
146,22050,47.0,0,german,1494.0089,3999.3015,145.37358,0.0256344095261398,0.1160156221973226,0.0055431111995265,0.1789284768462469,2976.9310517042,143.55469,-75.02048159533398,69,281,17,24.0740589569161,147.wav
147,22050,40.0,1,gujarati,1324.378,3999.6003,145.36592,0.0255307307609813,0.1017286149754897,0.0115850163595177,0.0751843808302238,1479.2730860900876,161.49902,-84.2700931726737,69,281,19,21.478458049886623,148.wav
148,22050,41.0,1,norwegian,1611.7615,3999.7307,146.24258,0.0273287620226028,0.1235060637989391,0.0062626372878214,0.1371271212473432,2080.3775886087524,95.703125,-88.22734153360427,69,281,9,18.41342403628117,149.wav
149,22050,23.0,0,dutch,2070.6797,3999.4731,145.4253,0.0312699858726513,0.1108127297590441,0.0021054941805305,0.1867344464328681,2694.1033408531152,95.703125,-104.30704301382686,69,281,26,19.3267120181406,150.wav
151,22050,22.0,0,english,1949.5797,3999.7402,145.489,0.0195341310429209,0.1116567677479762,0.0018127829335885,0.1883343649625267,3167.7129490606267,143.55469,-103.52302944897284,69,281,12,18.459863945578235,152.wav
152,22050,27.0,0,english,1276.303,3998.8596,145.39015,0.0226176124573361,0.1186201932179938,0.0037351351844861,0.0911926003002183,2211.694313035168,99.38402,-115.50818513530334,69,281,24,22.616235827664404,153.wav
153,22050,48.0,1,german,846.73444,3997.8179,145.35287,0.0356574618650888,0.1262313935085731,0.0144077391570163,0.0672279209075487,1556.3315664253098,143.55469,-86.60445269648439,69,281,1,27.36285714285714,154.wav
156,22050,43.0,1,hindi,1594.7144,3999.4768,145.4811,0.0189370043204583,0.0913377884669321,0.0047125606574777,0.1370453277191558,2004.144992471152,103.359375,-92.88817497905634,69,281,41,27.074467120181403,157.wav
159,22050,24.0,0,kurdish,978.3861,3999.596,145.4057,0.0253919357068439,0.0993444083126321,0.0051875791568791,0.0881595284598214,1766.0058351232683,172.26562,-123.5328330433068,69,281,54,23.08063492063492,160.wav
160,22050,37.0,1,english,1652.3933,3999.7668,145.48405,0.0169474988587477,0.1493418836484831,0.0035118781114505,0.1529086152863593,2456.175032178948,112.347145,-89.49463519531314,69,281,10,21.896417233560094,161.wav
161,22050,65.0,0,portuguese,1315.6868,3997.5383,145.48633,0.0408004124522707,0.1581041903683021,0.0010102119208856,0.0503999322101706,1608.86187343852,86.13281,-193.6933451944502,69,281,46,19.040362811791383,162.wav
162,22050,38.0,1,english,1437.291,3998.2783,145.62852,0.0199619954516342,0.0699259413556887,0.0075435180375296,0.1512372498700623,2622.781383845931,123.046875,-80.4022539464402,69,281,15,17.99260770975057,163.wav
164,22050,21.0,1,german,1375.765,3997.7454,145.3525,0.016596746540717,0.0845378745971672,0.0062988134011436,0.1334765625,2018.9505869354468,103.359375,-84.36017642217375,69,281,30,15.673469387755103,165.wav
165,22050,23.0,1,english,1659.558,3997.879,145.65694,0.0201968564798028,0.1027886775483093,0.0059250055309132,0.1788348214285714,2965.951043938209,103.359375,-83.5476817053049,69,281,11,16.253968253968253,166.wav
166,22050,18.0,1,english,1307.1903,3999.3005,145.36053,0.0165708903844258,0.1061557845280104,0.0069969946795604,0.1171113571318069,2096.49921436218,123.046875,-75.08732156245668,69,281,7,16.2075283446712,167.wav
169,22050,23.0,1,korean,1465.7583,3998.7449,145.36124,0.0153443889364106,0.0641965165565428,0.0143603865595419,0.0898896235569267,1979.537604300791,92.28516,-77.53277685263664,69,281,33,24.19519274376417,170.wav
170,22050,20.0,0,english,1434.0803,3999.4465,145.37509,0.0320069634717662,0.1688968000855056,0.0034359937386683,0.0879022759625813,1958.5157493640352,117.453835,-98.85489211187502,69,281,6,20.86512471655329,171.wav
172,22050,23.0,1,cantonese,1789.4567,3999.3306,147.9701,0.0195129628355045,0.0765344212306263,0.0032349507545165,0.1303162505661232,3319.9496513729846,86.13281,-93.82304081018108,69,281,1,18.320544217687075,173.wav
178,22050,28.0,0,marathi,1086.8743,3999.396,145.46005,0.0237331208866089,0.1273028262159637,0.0061718112060547,0.1117611130770905,2253.5440728750104,117.453835,-96.4619573874838,69,281,22,21.942857142857143,179.wav
179,22050,23.0,0,english,1164.3182,3998.8643,145.39058,0.0229629842554865,0.1070572163407188,0.0028912143202486,0.0827129566727053,1372.3219773217986,161.49902,-106.09344545994864,69,281,19,14.953650793650793,180.wav
181,22050,33.0,1,portuguese,1081.9285,3997.4026,145.47365,0.0183657289045045,0.0655243827903207,0.0026301430961257,0.118384209994612,2464.436324051894,135.99918,-83.87189590767262,69,281,25,22.244716553287983,182.wav
182,22050,24.0,1,english,2039.9246,3999.2393,145.36401,0.0136377469652054,0.1289194613516977,0.0014855409679695,0.2526982651302349,3858.928175699707,95.703125,-130.24811903892385,69,281,7,22.30276643990929,183.wav
183,22050,31.0,1,mandarin,1125.1422,3999.5366,145.44595,0.0330346653479338,0.1756806789864569,0.0037210338652182,0.0931040488958157,1755.483719446256,112.347145,-109.08230053361407,69,281,7,24.102312925170065,184.wav
184,22050,24.0,1,mandarin,1414.9625,3999.4907,145.56696,0.0145191884970548,0.1001542975401743,0.0030149224740422,0.158878017419919,2802.2625653451296,99.38402,-111.692565711655,69,281,22,23.2431746031746,185.wav
187,22050,27.0,1,english,1111.5004,3997.4995,145.75093,0.029676031951971,0.1202684367683589,0.0034807294986997,0.0755991309580176,1718.927567238528,135.99918,-107.7075655371425,69,281,10,17.1827664399093,188.wav
189,22050,30.0,1,korean,1548.9899,3999.524,145.37413,0.0231320864237697,0.0816165258412772,0.005964965415936,0.1409127792874396,2525.298647910801,107.666016,-95.76665975049823,69,281,19,18.18122448979592,190.wav
190,22050,24.0,0,bengali,633.1343,3997.8394,145.38571,0.0237070861256353,0.1260249642753627,0.0032309945553935,0.0436604188804095,1356.1378556893612,172.26562,-138.51773636264068,69,281,11,28.11936507936508,191.wav
192,22050,30.0,1,amharic,1825.2943,3999.7444,145.64558,0.0180882253826606,0.1006847785406791,0.0040073644563414,0.2247941625399852,2996.9570129242134,143.55469,-106.78854601345364,69,281,55,31.346938775510207,193.wav
193,22050,25.0,1,russian,1126.1897,3999.1565,145.42787,0.0216693015117795,0.1047242834455774,0.0048542940763693,0.0986811518006118,1635.4924034774754,95.703125,-103.1272526560846,69,281,21,15.766349206349204,194.wav
194,22050,24.0,0,mandarin,1121.8883,3999.2893,145.36029,0.0202057492545963,0.087402432623135,0.0048214663593661,0.0743592413858148,1662.5446876181556,117.453835,-96.40301311668992,69,281,12,20.66575963718821,195.wav
196,22050,37.0,0,french,1050.8076,3997.0706,145.91661,0.0216201562570949,0.1574066063101885,0.0014942833815762,0.1348552939332561,2674.95287611866,117.453835,-127.44415265650773,69,281,15,23.26639455782313,197.wav
198,22050,21.0,1,croatian,1542.7853,3999.7886,145.5964,0.0202499155844686,0.0946194092057555,0.0096548702943737,0.1381146599264706,2100.2119385616365,123.046875,-73.47447940339389,69,281,13,18.693696145124715,199.wav
199,22050,50.0,0,arabic,1745.3242,3999.633,145.35806,0.0176000243578206,0.1045768013965083,0.0041584955483178,0.2171862093887665,3361.289243539656,103.359375,-120.60123919165017,69,281,59,29.791201814058955,200.wav
200,22050,25.0,1,french,1724.2906,3999.3757,145.39105,0.0114418614372602,0.0862931193597171,0.0013090823320751,0.2393975407822327,3661.416654909036,143.55469,-137.08358751417242,69,281,37,21.38557823129252,201.wav
201,22050,18.0,0,english,1576.8798,3999.7922,145.64937,0.0213607621759975,0.1121719067454712,0.0028056919736215,0.1952369647790055,3081.0079692037216,135.99918,-93.96912961191506,69,281,11,16.92734693877551,202.wav
202,22050,25.0,0,nepali,1631.0581,3999.3875,145.50255,0.0298116226886473,0.1330196835409761,0.0046839981432946,0.1675968251329787,2337.5995313440367,107.666016,-110.00141329338824,69,281,36,20.64453514739229,203.wav
