,meanF0,stdF0,maxF0,minF0,center_of_gravity,standard_deviation,skewness,intensity,energy,energy_in_air,power,power_in_air,rms,duration,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_max_0,mfcc_max_1,mfcc_max_2,jitter,shimmer,hnr,zcrMean,zcrStd,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,age
16.wav,46.64728922210405,108.3944836351292,598.9030753505444,82.58053757826679,2156.280691952178,2280.495923060692,0.8810615436290297,60.71717487310062,0.015118821243536074,3.7797053108840185e-05,0.0004718212302139527,1.1795530755348816e-06,0.021721446319569807,32.04353741496599,27481.80224748834,96.06728664814935,11.868935274550877,68254.8237642358,42.54093641844313,8.872912329678648,1057612.310310323,434.9718947743751,30.97715949404942,0.0355137462250735,0.1604323164553452,-108.80944045199342,15.500001254933606,9.233092800087093,0.11305533909496913,0.09415183593088429,0.0810151678313886,0.1013191249427452,0.07983991537539945,0.0886247641815698,0.06556079849122774,0.07560965167370925,0.07991098066723716,0.07550080552360648,0.0787645681493753,0.06664704813788759,0.0846355758142995,0.0716478735205702,0.0742969335857285,0.08539030935270546,0.11996037190992861,0.06680800779057662,0.062066611156057314,0.05707499523368754,0.055460011706919006,0.05389661976221805,0.05561124834830353,0.053823527924354284,44.0
17.wav,55.829693578125074,101.74311804878482,597.8405649281981,76.10561031611093,1604.5685601657174,2201.0212482913776,2.1220417907748303,58.669073908023165,0.006461164830774015,1.6152912076935036e-05,0.00029442005000778474,7.360501250194618e-07,0.017158672734444956,21.945396825396827,24266.79778688933,92.6006591277858,16.03077443639077,73723.27021925987,53.48195240751667,10.973282583212963,1559652.7957020346,434.2387279920805,30.999987659893115,0.0216641298266336,0.1080397140119346,-120.02461662819242,9.999966871968011,6.055254956971931,0.0663596268514035,0.05908300359282756,0.06901510020208336,0.08135442550182755,0.05490072625255958,0.06754969918600319,0.05511856653808322,0.13433618336048495,0.22920673525120125,0.06122874340409682,0.060660870518340945,0.06118631934108809,0.07524746827611048,0.058386542204521316,0.06462860289060249,0.07127414436611408,0.052088578873478564,0.057032724095134324,0.05572388072103352,0.1058435996523324,0.27583501500932556,0.058397643290444196,0.06120407893756679,0.060027787752830485,32.0
19.wav,44.028333934515594,82.69787982070419,593.9398865252547,75.16852223597614,3663.1309722651454,2474.467581007056,0.08587088835171529,62.21924032340234,0.01726905522317526,4.3172638057938156e-05,0.0006667822399352353,1.6669555998380881e-06,0.025822126944448926,25.899092970521544,28560.80769492431,100.09977316504533,11.9358062100452,74136.65174748137,54.81300028209638,8.994805524422192,1595566.8166737743,524.1630388453434,30.99966523377181,0.0255015906609085,0.1634446095921183,-92.59384030392374,12.00019942126558,7.21070031799357,0.10169976985668842,0.0780428225109008,0.07308525509973175,0.11642781830366329,0.07027068789142761,0.09071018662668036,0.05665699774050558,0.09136578382681342,0.1473015393430479,0.05626614515959922,0.06254801655014564,0.05562497709079602,0.07152423110928313,0.07578820890755111,0.07179521938887808,0.08125770298319111,0.05974351881359797,0.0783714906304851,0.05686630545737817,0.09284066317536877,0.17066657943066893,0.057731631166785875,0.0560797425269418,0.05176830895136852,22.0
22.wav,45.55207631230764,76.96057879933635,596.2093202692631,78.13889468891699,2482.220087390964,3000.4406815956254,1.188684678726179,62.71635397000857,0.019419068139403715,4.854767034850929e-05,0.0007476449226825929,1.8691123067064822e-06,0.027343096435528163,25.973650793650794,22583.534573831726,100.68862671307367,14.548764429223327,48824.284821997135,52.17120851488949,10.21835798852816,624838.7009155831,432.6727695183548,30.99999722733052,0.0291336815503729,0.1369158791302976,-94.72334607897598,11.999909209424327,7.211002972735265,0.11135838306181604,0.0831789747478152,0.07378711255200648,0.09271745582252126,0.06692395557337631,0.08225541538929301,0.0727355153625352,0.08945879289158273,0.08548896938704707,0.06921291445832001,0.08242107729914674,0.09046143345453994,0.09321084239802951,0.0696821769631559,0.06607568985586375,0.07111325010011972,0.06837637519319865,0.10253862819108221,0.1267678793583534,0.10063334922055917,0.08310596492375585,0.055850643480799225,0.07174467756968425,0.07639915200938492,18.0
24.wav,38.64932568002699,74.68719156346748,564.5847412259412,77.12615548103523,5852.5548409731755,3351.5620020936576,-0.7919531846950787,63.062662844432396,0.01834752504883839,4.586881262209598e-05,0.0008097039832978476,2.024259958244619e-06,0.02845529798293892,22.659546485260773,29433.33432176535,104.30693231041482,12.025240981930125,75772.1735221605,56.65036078843066,10.158865618631172,1063596.553330501,445.2306506074874,30.999777148767556,0.0175905687068452,0.1080013608643294,-107.35153584403125,10.49973428888754,6.344477560525178,0.10195215185166778,0.07306601059684435,0.07291984152374792,0.10356459318178442,0.07503033931202224,0.09885537949470415,0.0747300629584038,0.09427416030413041,0.11755333991887036,0.06670033645479224,0.0626359393040237,0.05871784509900863,0.0823761374752586,0.057721880042261114,0.06053984050917997,0.06657407867706157,0.05355012032891569,0.06563305031684394,0.07841146810697111,0.08489051282319839,0.1488122060633469,0.0712621522582117,0.057459290316051397,0.050464482538863584,19.0
27.wav,89.9912415172616,109.69269555998567,473.46062922133086,98.83039012981996,779.2355422486353,833.6743831426968,5.084901053448472,62.71706218288728,0.016460230560157545,4.115057640039386e-05,0.0007477668526080273,1.8694171315200683e-06,0.027345325973702112,22.01251700680272,22059.146908157243,93.77774548855434,10.022964724504176,53903.37398774123,49.65833069689954,8.855795784609725,886159.0058055278,408.4591540184131,30.99965113723493,0.025574263127142,0.1040421689896687,-87.46737852852345,10.50217102297914,6.340562045783695,0.11406921590442921,0.06939210059519868,0.07924265038549183,0.11276578476399061,0.058014340851649936,0.0749853658247775,0.05147027519555364,0.06620292963043957,0.11572116928827823,0.0810983948460768,0.09131319749897185,0.0857245752151422,0.10075851193346294,0.05675868448920839,0.06664966661260024,0.09008918824624285,0.05631326545523195,0.06339035380420961,0.0588954711255258,0.058020016485534516,0.14537422403347178,0.07577471671248896,0.07757739429298757,0.07610375145405303,20.0
29.wav,37.12465518327733,77.06925803861311,598.9310426551881,81.3921733295027,2033.3944072270087,2423.5560222240206,0.9408535249696292,64.99745753690917,0.026422774426588896,6.605693606647224e-05,0.0012641707717880742,3.1604269294701855e-06,0.03555517925405628,20.90126984126984,26277.1300993037,105.4801131447289,14.04017673224948,60135.360978906516,56.66318219370415,10.541097136878655,585196.5669020812,453.42673146221193,30.99898999866538,0.0216218910110953,0.1077750385110085,-87.65467627130246,9.499571834655494,5.7659606215874835,0.09195802717441005,0.05441040232753911,0.05558331769051247,0.10169764763485528,0.08049424271160856,0.0822765938977661,0.06191915077305926,0.08551383405734876,0.12256592483190061,0.08006340064669136,0.09613301637664962,0.08738444187765883,0.07295633548463408,0.05138546316496784,0.0597258287236472,0.10055713709368108,0.11648226508842711,0.0547859099021738,0.06382492172191188,0.084506150142451,0.12219932920736963,0.07942924903548916,0.07295440513002362,0.07644317230689532,19.0
31.wav,87.38158629734212,116.70554087592683,599.0824269003242,114.4962651271353,2059.66109331327,2317.3859227514617,1.262507018921718,62.96328840374518,0.0182833333202259,4.570833330056475e-05,0.000791386853868782,1.9784671346719552e-06,0.0281315988502037,23.102902494331065,26026.70869313061,93.81126705121689,12.360204296474048,61277.747307553494,45.94058851299102,8.553272812950365,1187642.4324567956,447.1782010611297,30.982615049928707,0.0201612603183502,0.1264184783690263,-80.9974490241254,11.00000633877267,6.6334367569499815,0.11692084823556016,0.09317886437091259,0.06913052653591559,0.07667188688748827,0.07035754155097124,0.08889538261909005,0.057316801729998854,0.08228355540036948,0.07799406210318813,0.08131234105545775,0.09227246618297216,0.09366572332807573,0.0938054640265368,0.07828584650288176,0.07763563083530778,0.07916157095821504,0.08235515430198885,0.07278379261601226,0.052019110573311655,0.06997449141989139,0.052260904714131654,0.06225353529476911,0.07372358653936625,0.082415628125764,44.0
36.wav,97.4157669924343,112.97250493095396,590.2908492730054,76.39649768636583,2299.2082937340724,2762.1660770155204,1.5731892141281842,64.47734157056523,0.02632732115002336,6.581830287505839e-05,0.001121486753829004,2.80371688457251e-06,0.03348860632855605,23.475374149659864,26826.318191182032,94.91298013388376,13.77980250139707,67122.91573766788,57.70195554316844,9.555013490361906,1567450.8710638883,470.75414061194795,30.99999279968324,0.0181220359032769,0.0833658606681246,-64.58280666919286,10.999920584308526,6.633168602685649,0.10760761102639493,0.07761052001031572,0.08902624440533864,0.09386796105658526,0.05893631957383867,0.0832287827122956,0.06623030591949207,0.07694596706212764,0.11203984346366903,0.06996024033388182,0.0808672840670319,0.08367892036902871,0.10926710253920568,0.08359576189910119,0.0814865963752703,0.08663324740050281,0.05472722418547407,0.07219068788338033,0.060350462210527055,0.06537049291587782,0.192184154634064,0.06775546273133347,0.06910005395635717,0.08270349381125487,51.0
37.wav,98.90031134982283,122.6581789084375,597.2312451965539,76.21552117723861,578.223096879281,626.8877965111973,5.5057108697045605,61.481790001139665,0.01538272156686021,3.845680391715053e-05,0.0005626508657328676,1.406627164332169e-06,0.02372026276694395,27.339727891156464,24524.168989750906,88.25305194706846,11.492687814364617,69654.11632523448,46.035592379659874,8.825432477914234,1361077.772340433,527.3650621694482,30.964535322004128,0.0246786524436208,0.1337668061579766,-86.34658135764694,12.999905641764308,7.788772518192329,0.07392387766018368,0.055599612871703424,0.05532394227654735,0.09339235429745464,0.08164097222439758,0.10974825304217,0.07715545764761264,0.12461446505243506,0.09351804432592245,0.08002706122168043,0.08072972739236801,0.07432623198752472,0.06865579980764089,0.05924298857122655,0.061250885679475967,0.09297676652866789,0.09617412122488543,0.09585765142156537,0.06524461338213414,0.11672207826089638,0.09600969794539686,0.09081271745529894,0.08932478452294211,0.09350354016629218,60.0
39.wav,47.380982906815426,84.61297261046641,593.101873452348,91.73448184070192,889.9600098167236,1853.4879225790282,3.3908485446917855,62.35072265060106,0.0198491723590372,4.9622930897593006e-05,0.0006872777059194945,1.7181942647987363e-06,0.026215981879752177,28.880861678004536,24361.441730368613,95.11041826360074,10.08704765038925,57886.882789244184,44.951763393162814,9.364718167067203,940585.2599891885,555.4240158318446,30.99993955167982,0.0306536246395995,0.1432700978619212,-101.47735751809483,13.500079069386922,8.077982710172225,0.09695205716753572,0.08114304957198941,0.07501764919187434,0.12812934835932324,0.08240619817738674,0.10320072172607765,0.06218892352001893,0.07655069319929927,0.12467055596071899,0.06339163557197389,0.05806765041690719,0.04828151713689464,0.08034828122233606,0.05898929809490692,0.08524182950839004,0.08144598732459132,0.07126736879711641,0.07415386643000788,0.0591521669035349,0.06358544075741802,0.1451078589761253,0.07190960155565258,0.038923044399884865,0.04366166886892516,50.0
41.wav,79.38673011589682,110.31929393664237,590.0294210916695,90.55430334572976,1125.6075787785335,1602.2242587258968,2.752367201436368,61.85617125981055,0.014461529764608025,3.6153824411520066e-05,0.0006133058642581554,1.5332646606453884e-06,0.024765012906480696,23.57963718820862,17069.892356802215,90.19301063311102,12.25754114917295,36072.645434511855,39.47044930566232,8.543584852907875,543617.5577885825,395.0979384550956,30.884227848953742,0.0219741667213596,0.1316360712547956,-83.6157344346284,11.00008766291758,6.633250534052559,0.1348093496079365,0.09098205229854828,0.056749079815857945,0.07329876856514271,0.057645184282959144,0.0712381510950835,0.06899823212416169,0.07665815551376415,0.07741619772304725,0.08069423565356512,0.09993802099680467,0.11157257232312907,0.09997343787153369,0.09053864097005365,0.06282219651027059,0.07569733994124803,0.08532202904189201,0.06553732284055148,0.0758498733890649,0.0646125236121235,0.06279999394483807,0.06951195662881215,0.0871521187639795,0.09477114597067851,43.0
42.wav,87.75753066435188,111.9974076481992,585.1864365118427,74.92525925851452,899.4441487589204,758.9688544259637,3.6941412372298172,63.360080654865016,0.029637204305252157,7.409301076313039e-05,0.0008670977450572272,2.167744362643068e-06,0.02944652347998363,34.17977324263038,27460.847488962794,89.57185538818506,14.004288623082061,80285.7996061314,51.841351535453754,10.052902819869361,1689710.368924841,504.14023245847545,30.995294239290175,0.0186222215524212,0.0915294698817119,-110.7773594280926,16.499930394970058,9.81080649832686,0.10304536959084593,0.06696847621245142,0.062338276849102855,0.08623820444295062,0.1143027482101689,0.08137410127787087,0.06695459359936605,0.08991975943232605,0.09508832628001088,0.08254920630191356,0.07533471840784432,0.07588621939514857,0.1044328382235383,0.07145285325887804,0.07238419986151572,0.09034478062295481,0.17683920224702643,0.0769675684517279,0.08574316353885202,0.08692335699759994,0.09480320901570932,0.0803631945843559,0.0674932016132609,0.07192295407488238,40.0
43.wav,57.07590244288177,92.31891036065296,594.6244991668007,85.58137511169011,1141.4797847215482,1625.5683484342069,2.660364995743407,59.86663212842753,0.010954874954279355,2.738718738569839e-05,0.00038790305874527843,9.697576468631961e-07,0.01969525472659032,28.24126984126984,26165.032982701647,98.09475983077417,11.38580258803248,71988.62497561322,53.97479567232754,9.989185182984516,1468753.6125940783,449.01218512614247,30.99999669963664,0.0222597129642926,0.0977798346797887,-116.37433760090572,13.498857990127751,8.079604603795723,0.09480837701992502,0.06951832569924601,0.058274762532646275,0.10614453712478383,0.0681993261482178,0.08699584785444976,0.05805930040871462,0.09110510122982153,0.18065401040264722,0.056316708887667176,0.0682784213610105,0.061645281330870216,0.08345568614785764,0.059962517353420515,0.0522138175035776,0.07597664372877917,0.06298250018808466,0.07550845074495605,0.06745391491919524,0.0976878130752941,0.22767932392815232,0.06348387642327918,0.08160696414914131,0.058868785754280624,25.0
44.wav,70.69508964155914,101.83371453426018,588.6412502784987,75.8659127339671,965.4949744600534,884.4598227446883,4.446618397859786,60.97258229858735,0.021030188557852752,5.257547139463188e-05,0.0005004010602280952,1.251002650570238e-06,0.02236964595669979,42.026666666666664,28693.154296855046,91.45249760060928,11.14319346210738,74895.37395636133,52.21984428054065,9.039221295316088,1100954.317117187,463.6762567083059,30.999994729033546,0.0185253142487019,0.1304273220837795,-121.99201458870192,20.500237628142838,12.120744248343817,0.10675209168797173,0.07518886770516629,0.05642225090097945,0.11252327230976054,0.05965633513986002,0.09618163776736278,0.06834149775116416,0.09583011175723033,0.10716211933705178,0.07746510996235478,0.07743274176502461,0.06704396391607352,0.08472212829409012,0.06042227691407505,0.06559879680588558,0.09139518189305856,0.05252949712376119,0.08703927712223215,0.07481952536242925,0.10791124277098474,0.10326950286264786,0.08049107516352756,0.07744008924975909,0.07837637748505015,74.0
45.wav,48.66615699216933,82.03050636442025,593.7054027906794,75.9294816101833,1129.919801258382,1437.0278601517516,2.8375754916097544,63.272747424063866,0.02930370641140702,7.325926602851754e-05,0.000849835235652784,2.12458808913196e-06,0.029151933652037287,34.481632653061226,25689.64919989252,97.85318928177816,9.536471993028982,72935.71780509935,56.784457445697925,8.924312801099825,1621930.9236817616,525.2084469533988,30.99907578749828,0.0329024504273131,0.1422172567139559,-108.33672788890614,16.50011379240728,9.810490548158056,0.13059404118259793,0.07053885328168953,0.05647293142090832,0.11247671805778618,0.06353109853294346,0.08545734870284469,0.04852541035705589,0.07817711285713486,0.15624915873036624,0.06177630410705487,0.06816411529149022,0.06803690747812785,0.09911890983495165,0.06222788280076928,0.05513985862060624,0.08468231812699802,0.06687831407098539,0.06285035455233118,0.05280162012566506,0.08376589588959638,0.16848485493826346,0.06705136372782736,0.05899430048595468,0.07136284569638528,38.0
46.wav,38.9971806480088,75.05354508067846,598.8310876992974,77.13896063234162,2644.5531498215296,2533.2902380092787,0.7343378830915802,63.696430454038776,0.020841545123455138,5.210386280863784e-05,0.0009369211369148491,2.342302842287123e-06,0.03060916753057569,22.244716553287983,24642.993378134826,106.0991514391754,14.217080369804362,56388.340693019476,51.899817965560075,10.438948713397979,1187420.12886065,409.63871324053525,30.999992754915453,0.0264061178986856,0.0988379156142846,-88.89787956488168,10.500090703089569,6.344265223366402,0.09280872113788083,0.08025728927887103,0.06412804189338281,0.07665752689304901,0.05951501379920252,0.07991814339881219,0.061971375443221295,0.10381162665872187,0.18886346351747813,0.06362867266563102,0.06986356288559478,0.05857656242815451,0.08054334258192113,0.08255236427084285,0.058623807082470766,0.061130021226090285,0.05561004171245873,0.06693644392602033,0.05822639518952061,0.07707639305894841,0.2442034449778071,0.05084897444996411,0.055991532132604986,0.04872461521594784,19.0
48.wav,81.06337860730041,109.38547640038331,599.6815064389082,131.09019196884904,1156.5936061133862,1319.9444722404364,2.634050253905106,65.00886178661739,0.02671694993356954,6.679237483392385e-05,0.001267494752454287,3.1687368811357172e-06,0.035601892540345195,21.078548752834468,28245.654250872427,97.91543287448377,9.535858746281336,65362.5379398463,53.58542694057565,9.090274343857793,1093483.1541500867,428.8706108449064,30.9999723244163,0.0234646494175225,0.0907260611821506,-93.3293517416053,10.002089420414336,6.052483729879811,0.10709692192330547,0.07672989312958346,0.06268233260242781,0.09701836338270897,0.057485529603598484,0.08472002196154163,0.0496923412480512,0.09836119010682108,0.16098605920957668,0.07501731019209394,0.06714594960238104,0.06306408703791022,0.10134805981326744,0.06867486362947087,0.06272100023624996,0.07901923102985928,0.05367047640027744,0.07234138914047562,0.0563018956090327,0.0847826715414019,0.17679190858116753,0.07130927004469757,0.057509435720398835,0.06427370505729837,30.0
