,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis
11.wav,-268.1938781738281,84.7672348022461,-2.5556998252868652,20.784975051879883,-2.6297452449798584,-7.758608341217041,-19.0933780670166,-16.300174713134766,-20.540687561035156,-4.464644908905029,-14.899935722351074,-12.667911529541016,-12.576986312866211,-5.035287380218506,46.631011962890625,0.14380053242255672,0.12664691828273478,2542.52340181629,1458.757490807871,2264.6423336171897,509.66290669136725,29.474747361723917,5.240897261879255,0.036883946508169174,0.051292940974235535,4740.592916598494,2237.489197999417,1430891.25,369999.3125,959.6179902241493,1849.6382628435863,3528.514091132199,5687.339838637107,1.6536873579025269,6.901744313836389e-07,0.05220862478017807,0.002725740661844611,0.04043317958712578,10.461296081542969
12.wav,-347.9400329589844,84.01690673828125,27.522748947143555,26.58053207397461,17.460969924926758,5.67995023727417,-5.291084289550781,0.31526270508766174,0.3972766697406769,-2.624122142791748,-2.5083086490631104,2.596885919570923,-3.7637181282043457,5.4755401611328125,1.9161877632141113,0.0677959735576923,0.07514623571988098,2249.2087667959063,1607.8659512693782,2439.569955187323,653.5850161407989,16.362485294862775,5.55066864752605,0.011024991981685162,0.02283782698214054,4222.992412860577,2728.9725561609107,12291.166015625,2418.123779296875,612.2055288461538,1592.2975510817307,3122.314453125,5305.78125,1.803669810295105,-0.002567862393334508,0.032017506659030914,0.0010251208441331983,0.48199769854545593,1.2703590393066406
13.wav,-277.11492919921875,69.90325927734375,-24.349275588989258,27.731733322143555,2.4050300121307373,1.4121254682540894,-11.403544425964355,2.914649486541748,-23.584796905517578,-8.905882835388184,-5.8387956619262695,6.498100280761719,-10.51167106628418,-1.8396047353744507,44.542030334472656,0.20925893733638742,0.12161775469349008,2951.129248066319,1359.1871640249906,2064.9886490791,540.6511632841215,19.31300727929965,5.340146891389129,0.042769305408000946,0.05541256442666054,4930.1903274296465,2092.3065734971115,905263.0625,1435639.25,1428.282707174411,2631.9662140052355,4093.3266269224478,5542.522471163285,1.997292399406433,-2.9955544960102998e-06,0.05950259789824486,0.0035405592061579227,1.055776834487915,12.36857795715332
14.wav,-324.00543212890625,83.25912475585938,-11.560321807861328,45.669769287109375,-5.787346363067627,-16.675260543823242,13.758408546447754,-6.859507083892822,-1.9053963422775269,16.871261596679688,-8.467063903808594,15.976507186889648,-8.105997085571289,9.841696739196777,1.6751067638397217,0.08583096590909091,0.032650939178911764,2323.8367820672643,651.8639055661934,2287.8788750240888,620.2004040678817,19.923923536388422,4.512229510930718,0.007919063791632652,0.009331652894616127,4723.405983664773,1724.0121524662532,17398.86328125,15327.1240234375,491.34854403409093,1621.841708096591,3538.1010298295455,5569.856622869318,1.9123203754425049,-0.003147491719573736,0.03878946974873543,0.0015046228654682636,-0.36698275804519653,7.445015907287598
15.wav,-358.02392578125,76.26790618896484,10.462019920349121,44.49118423461914,19.208162307739258,2.8143646717071533,-4.058101654052734,1.9940388202667236,0.3466760516166687,-6.214068412780762,-2.864872694015503,7.359581470489502,-2.992954969406128,4.657639980316162,38.733333587646484,0.11688075072082768,0.11540090527073812,2491.332383657706,1342.8337487083436,2472.583859043901,681.9992712104171,17.21462340015055,5.738395453636904,0.02866048365831375,0.04991483315825462,5037.155271449924,2557.5581125907,790767.1875,268768.6875,595.4938663394674,1753.3564035733973,3738.4723057740416,6003.388370425924,1.561883807182312,4.515167347562965e-06,0.03490106388926506,0.0012180842459201813,-0.47046783566474915,15.820043563842773
16.wav,-290.8793029785156,80.06983947753906,-9.989175796508789,35.22594451904297,10.589499473571777,6.898075580596924,0.2688286304473877,-3.1853907108306885,-9.462410926818848,4.940286636352539,-0.669995903968811,0.06149032339453697,-3.31034779548645,1.3683907985687256,32.980003356933594,0.1679581246909001,0.13631979429941377,2703.505873417994,1552.0374694835887,2216.8211312329786,562.4999580316129,16.659668347706564,5.457812279601413,0.06163201481103897,0.07919201999902725,4933.488994111647,2425.7262362366073,512379.6875,305818.96875,1118.917203727745,2104.897229112574,3809.023423010942,5735.765877109607,1.9658229351043701,-6.560617748618824e-06,0.04122244566679001,0.0016992900054901838,-1.639316439628601,15.751676559448242
17.wav,-230.6361541748047,133.9437255859375,-27.285343170166016,38.30302047729492,-19.962915420532227,-1.5670037269592285,-26.77676773071289,-6.137320518493652,-8.08769416809082,-0.4923032224178314,-6.583248615264893,-11.159878730773926,-3.6161179542541504,-7.574830532073975,79.10258483886719,0.12223593673631476,0.11192857076504323,1778.6743403027588,1131.0667437345348,1523.6753341719404,508.86360627273484,18.309452637434397,5.193631910347372,0.001262927195057273,0.0017754373839125037,3293.864409594941,1802.7583937123622,3500251.5,443695.4375,664.4456074734237,1433.441967558651,2495.2835754215544,3816.239289314516,1.3207364082336426,3.7059687656437745e-06,0.0962652638554573,0.00926700048148632,-0.7805131673812866,4.591274261474609
18.wav,-310.47772216796875,91.9720458984375,19.08008575439453,27.8260555267334,7.043951988220215,2.1002724170684814,-1.6275805234909058,11.624480247497559,9.686467170715332,1.5736557245254517,-5.5716633796691895,-4.956657886505127,-2.2097132205963135,11.914820671081543,33.37445068359375,0.11819020175321199,0.13167969223172085,2298.312210200493,1560.2453906290814,2313.664969777045,578.8383129127271,15.623662855186343,5.306688596357786,0.03406232222914696,0.0648145005106926,4364.127821993777,2620.79176961869,537275.375,79309.46875,753.6505819643335,1610.0680300204094,3162.072492513718,5387.692724713932,2.216259002685547,9.382772077515256e-06,0.046082206070423126,0.0021235698368400335,1.290550708770752,15.166524887084961
19.wav,-306.3528747558594,90.87423706054688,-1.3906089067459106,6.33988618850708,-4.649204730987549,-18.192895889282227,-19.72818946838379,-17.6268367767334,-14.215946197509766,-7.330070972442627,-10.92834186553955,-2.4702281951904297,-6.0309157371521,-5.134097099304199,47.884910583496094,0.1808761935763889,0.17144139716630896,2544.6874912918797,1936.2385426155727,2050.445963178958,768.8345354629012,19.560557005977405,5.770185867468167,0.03013170324265957,0.04817377030849457,4408.39697265625,2951.5481929761872,2192992.0,248464.375,1181.76611328125,2079.55712890625,3498.619140625,5114.54248046875,1.947119951248169,2.7648663945001317e-06,0.06901774555444717,0.00476344907656312,-0.6027575135231018,8.049922943115234
20.wav,-318.2666015625,85.91526794433594,-2.151981830596924,43.8214225769043,-14.176644325256348,12.505245208740234,9.264575004577637,-13.332533836364746,16.838943481445312,-5.090895652770996,5.490987777709961,2.985830307006836,-0.8254683613777161,9.0120849609375,33.073974609375,0.11632021949404762,0.10967518351855017,2410.987283103954,1339.4221069503549,2144.0971980822155,518.8021715419128,17.450698664989424,4.441186985940227,0.013890395872294903,0.023008158430457115,4555.2850341796875,1871.8574579781964,559329.1875,323376.46875,918.3526611328125,1801.5472412109375,3393.6199951171875,5401.219482421875,2.117037296295166,-1.0735527666838607e-06,0.050085414201021194,0.0025085487868636847,0.8243613839149475,10.477736473083496
21.wav,-342.30987548828125,70.45567321777344,4.342095375061035,9.406180381774902,5.913148403167725,0.6656835675239563,-29.182336807250977,-11.716444969177246,-20.872079849243164,-7.013381481170654,-19.523616790771484,-9.141064643859863,-10.912632942199707,-3.595754623413086,60.06428527832031,0.17051313707684243,0.14031225682786633,2873.7183323666422,1511.618301329813,2470.181665355594,582.5592000550937,22.396348428648835,4.822391166565494,0.05701500177383423,0.06808461248874664,5486.399538692705,2518.4522912305656,2284964.0,556424.875,1048.4308881628222,2101.661267974835,4160.9592810299955,6449.123375711504,1.632333755493164,-2.200655899287085e-06,0.05131201818585396,0.0026329231914132833,-0.011327771469950676,10.5278902053833
22.wav,-259.4494934082031,95.53366088867188,25.337533950805664,36.68947219848633,18.402488708496094,3.333305597305298,-12.62739372253418,-9.733665466308594,-2.441908121109009,2.4738519191741943,-6.010974407196045,4.97887659072876,1.8777601718902588,-6.512731075286865,107.00471496582031,0.12517028462084348,0.15464747131012807,2255.36301243476,1736.8514971460265,2247.9331976866315,656.2956446984738,17.07133030628646,5.937225274634547,0.023708488792181015,0.041023436933755875,4259.697194343065,2789.596392685308,5902528.0,408899.6875,863.0658003535584,1592.2520101505474,3042.748132413321,5162.231801722171,1.6178734302520752,-5.705819421564229e-05,0.10952106863260269,0.011994863860309124,0.6370633244514465,4.2235212326049805
23.wav,-315.00811767578125,101.23624420166016,-0.34327802062034607,31.33452606201172,-3.6413660049438477,2.7238426208496094,-10.401568412780762,-6.883701801300049,-13.33053970336914,-11.471436500549316,-7.318704128265381,-8.73987865447998,-2.8047070503234863,1.0264917612075806,242.78924560546875,0.10239823796660118,0.09837041551178244,1678.4637306528286,1078.4274001307072,1547.2243194158696,491.86777366609573,18.61244311518573,6.30012433457518,0.0051292600110173225,0.010586104355752468,3141.901630034381,1805.8904755415617,30523182.0,1523056.375,639.7434269093811,1205.7705346727653,2273.313981151768,3776.521931406557,1.1924184560775757,-1.995096681639552e-05,0.13887707889080048,0.01928684487938881,-0.638936460018158,4.84100341796875
24.wav,-295.36907958984375,94.98157501220703,28.01766014099121,36.72359085083008,34.54875183105469,-6.576848030090332,-8.065756797790527,4.037066459655762,-10.905418395996094,-7.593335151672363,-1.2882708311080933,-3.5189311504364014,-3.541395664215088,3.8183555603027344,76.99405670166016,0.09411916520450145,0.11202269113260001,2068.3822374369024,1543.9083753878326,2369.7324454914897,731.2597400848591,14.679233976015286,6.465447421614499,0.019240645691752434,0.037958674132823944,4052.3695584765246,2889.93296360641,3880735.75,101709.6328125,509.844964794591,1358.6659050172434,2783.9117236659004,5046.6073670438045,1.7416930198669434,-7.871250090829562e-06,0.09808749705553055,0.009621156379580498,0.5470150709152222,5.422776222229004
25.wav,-245.31085205078125,95.86591339111328,-27.996362686157227,22.484487533569336,-4.468384265899658,21.761301040649414,5.647594451904297,8.06114673614502,5.302145481109619,5.32470178604126,-1.419907569885254,3.217028856277466,2.3933684825897217,3.150801420211792,41.39178466796875,0.09466306908084005,0.06801967659573077,2126.756584468486,793.7961183874891,2103.9956443486576,498.52219666489384,16.530498018232205,4.779604470049809,0.0152363833039999,0.019451459869742393,4179.200735849396,1473.3742120006807,402504.375,688503.4375,567.6315887064874,1549.944597777618,2996.6091142836594,5065.44443707746,1.7655752897262573,-0.000188765799975954,0.05821886286139488,0.0033894360531121492,0.08102551102638245,11.369319915771484
26.wav,-372.6681823730469,92.65876770019531,13.599503517150879,20.54264259338379,5.399608612060547,6.694082736968994,1.2361360788345337,1.0903033018112183,-6.738253593444824,-7.84924840927124,-2.053954839706421,0.06652452796697617,-3.5492608547210693,-4.415331840515137,107.80366516113281,0.08000971316864369,0.08946602161133298,1514.9682096050299,1007.0385251509935,1615.3525503620817,636.3576854574086,16.05896281039008,5.811940138681572,0.004775234963744879,0.005549187771975994,3063.753586703363,1729.0702064072361,7140322.0,985839.6875,461.08910979814794,931.7303253692927,2058.729404323103,3777.4722790013707,0.8607849478721619,2.6196669296041364e-06,0.0770881325006485,0.0059425802901387215,-0.09342505037784576,7.937278747558594
27.wav,-256.5689697265625,136.4427490234375,-11.45329761505127,13.077728271484375,0.14746631681919098,-0.3677399456501007,-8.161574363708496,-3.3094615936279297,-27.521623611450195,0.5274995565414429,-23.24411964416504,-4.117498874664307,-9.26971435546875,-11.81033706665039,9.385894775390625,0.04346062155330882,0.02001607167838473,1208.1810365693611,571.9280351250155,1610.7059038718958,572.7512554035887,23.204005054519566,6.079674738033324,0.09740433096885681,0.29344743490219116,2263.9154770795035,1175.6251280862753,336433.875,62258.26953125,276.92332548253677,565.7215791590073,1363.0834242876838,3138.5435216567093,1.083042860031128,-0.0003172878932673484,0.07867085933685303,0.00618910463526845,0.4127602279186249,3.0235323905944824
28.wav,-348.4033203125,54.151676177978516,33.29417419433594,29.714567184448242,6.3881096839904785,-3.049651861190796,10.185219764709473,11.533612251281738,-13.141814231872559,10.096006393432617,15.30215835571289,-7.472095489501953,5.640655517578125,9.71798038482666,2.404771327972412,0.07423221982758621,0.025479121981226757,3266.410901507475,874.4418310768183,3166.625011561217,325.9502014756876,20.220887772622206,3.691394480538473,0.027112405747175217,0.020504796877503395,7344.3073141163795,1483.847139554246,13454.3828125,3443.630859375,423.0903151939655,2124.5103717672414,5339.5661031788795,8312.55893049569,1.1512936353683472,-0.002791078295558691,0.020133506506681442,0.00040535812149755657,0.8046516180038452,6.678528785705566
29.wav,-239.47569274902344,69.48059844970703,-6.490056037902832,14.967286109924316,-5.7247114181518555,-6.725034713745117,-20.41624641418457,-14.285905838012695,-15.921719551086426,-3.033379554748535,-21.116798400878906,-7.194320201873779,-9.472044944763184,-6.302629470825195,68.14933776855469,0.17412092151675485,0.16137504365664396,2915.949762310799,1514.3234583186452,2441.039661416249,439.2090939209242,17.94398817907584,6.024337409420534,0.04259972646832466,0.04696881026029587,5381.84814453125,2180.432856868109,3409734.5,880030.5,1133.9111328125,2267.6418728298613,4097.37548828125,6340.407986111111,1.460350513458252,-0.00012393166252877563,0.07849390059709549,0.0061612920835614204,-0.482669860124588,7.802162170410156
30.wav,-308.1119384765625,107.56499481201172,-40.543312072753906,37.2233772277832,-12.352926254272461,-2.741508960723877,-19.08498764038086,-17.585979461669922,-0.6197929978370667,-0.3843500316143036,5.244383811950684,-7.043923854827881,7.306247234344482,0.1451065093278885,44.21513748168945,0.12296992057436182,0.10298875223337406,1935.7341362384734,985.5610494659256,1562.7609117847824,498.0317222945718,15.135730644324967,5.269931774328216,0.003330938285216689,0.00559785682708025,3549.8238177198946,1566.9608590023981,1360747.375,398267.46875,778.1946654325055,1509.9292344443675,2829.333834801609,4091.679031761584,1.449479579925537,-1.0866928050745628e-06,0.06540169566869736,0.004277381580322981,0.5432085394859314,11.642925262451172
31.wav,-215.90969848632812,138.46539306640625,2.706141233444214,19.44500160217285,-6.055495262145996,13.967597007751465,-15.592828750610352,1.7773168087005615,-17.857208251953125,6.985406875610352,-14.038636207580566,-2.334684133529663,-5.849316596984863,-11.903094291687012,26.83576202392578,0.04622064634811047,0.015335894990923837,1324.9280971772828,449.74039625088034,1859.547176715346,481.0774837050877,23.164072019250536,4.275542355940524,0.040433719754219055,0.1902008205652237,2669.585117073946,1247.1664648450196,1170063.375,101769.90625,266.4420904115189,510.7876090116279,1466.2921994231467,3933.1897824309594,1.0495201349258423,-0.0003644565586000681,0.08995889127254486,0.008092601783573627,0.4579123556613922,4.380776405334473
32.wav,-383.71728515625,125.93671417236328,25.65889549255371,4.430424690246582,-3.903991460800171,6.686631679534912,-21.156627655029297,12.797001838684082,-3.6821234226226807,4.081379413604736,-10.602198600769043,-9.652700424194336,4.051349639892578,-12.21223258972168,49.85353088378906,0.11691684540616855,0.13151322092263834,1672.9751427379772,1373.6364996790214,1682.2780269065727,720.1282885451171,19.75281396916455,6.496402018914734,0.0032889361027628183,0.006016583181917667,3076.76920290101,2425.6445086182516,1445350.625,104531.84375,647.8201487497284,1253.6776783774978,2226.5537822070482,3648.0164581749564,1.267513394355774,2.1362993720686063e-06,0.06094828248023987,0.003714693244546652,-0.650748610496521,9.841695785522461
33.wav,-423.9906311035156,133.6106719970703,-10.956692695617676,6.455896377563477,10.884467124938965,-2.374055862426758,-7.0113630294799805,-10.081893920898438,-10.639137268066406,-1.3441226482391357,-9.6602144241333,0.889511227607727,-0.7105859518051147,-1.371856927871704,1.9123210906982422,0.05744967495437956,0.031067051667252807,1372.2297621283585,772.4028539178632,1707.2030840557964,731.2903760174858,19.936668654915227,4.846067870155728,0.10738272964954376,0.2941707372665405,2582.4126083485403,1747.834926733896,24632.22265625,3695.982421875,336.59382841012774,712.7175881044708,1777.196552805657,3382.2060689438867,1.060376763343811,-0.0003441358858253807,0.018893498927354813,0.0003569643304217607,1.9845534563064575,24.46602439880371
34.wav,-277.92547607421875,86.67532348632812,-7.526823997497559,63.251956939697266,-0.7174640893936157,-29.972810745239258,25.264848709106445,-27.893905639648438,9.199750900268555,-8.787982940673828,-5.778782367706299,8.90225601196289,-11.716676712036133,3.617159128189087,5.0528883934021,0.052639868951612906,0.026941366063671663,1921.2866434598343,630.0148517811223,2191.685928536669,399.60239541206613,17.996706044096506,6.849861660533899,0.003621120937168598,0.009683527983725071,3922.6897208921373,1206.4731252642032,141209.8125,20613.23828125,311.88413558467744,1165.3977917086693,2857.490785660282,4533.954841859879,2.1952757835388184,-0.0027470241766422987,0.08902696520090103,0.007925800047814846,0.4276654124259949,0.8819646835327148
35.wav,-361.2401428222656,60.896484375,5.76181697845459,18.992874145507812,5.395152568817139,9.492781639099121,-26.454364776611328,-1.6227220296859741,-26.692729949951172,-10.882867813110352,-8.669053077697754,-3.0225343704223633,-10.33349895477295,-2.389955520629883,46.9515380859375,0.19315185546875,0.1546344998624697,3029.4499819892203,1616.6388643956989,2408.852841730539,515.9358476759128,20.73374183458286,4.4545556572292675,0.034005604684352875,0.04747726768255234,5628.409194946289,2283.1533635637397,1137392.0,517364.625,1220.0982055664062,2349.48779296875,4381.932815551758,6466.212295532227,2.0075881481170654,-6.41334395368176e-07,0.03912800922989845,0.0015310010639950633,0.1749807447195053,10.153305053710938
36.wav,-338.6653747558594,120.15047454833984,31.012948989868164,39.91312026977539,-2.747927665710449,5.6441240310668945,6.600796222686768,0.7975810766220093,2.5463979244232178,-15.691112518310547,1.3338532447814941,-0.2835105359554291,0.23191221058368683,-2.8036954402923584,2.844407796859741,0.04576822916666667,0.06429744324163306,1548.3591398758872,1161.9582995189485,2032.6522491403712,636.0334373053121,18.16390125349955,6.382997564735471,0.008110449649393559,0.02394334226846695,3128.7744140625,2213.8483954225635,68459.078125,7149.2841796875,415.23193359375,797.984619140625,1852.752685546875,4209.561767578125,2.0676825046539307,-0.0025902327615767717,0.05367838218808174,0.0028813688550144434,0.8434028029441833,4.124937534332275
37.wav,-348.9139404296875,97.31675720214844,24.607540130615234,30.39556312561035,-0.013997472822666168,0.04557371884584427,26.109760284423828,-2.4737303256988525,-7.573314666748047,13.377199172973633,-3.0059213638305664,5.7500481605529785,1.1412721872329712,-5.095947265625,3.31211256980896,0.054438752948113206,0.02710292872751365,2215.5076121580532,958.1083434934709,2651.413439933488,659.9433729633134,19.555904305581585,5.026095323291312,0.008263297379016876,0.009602298960089684,4974.98249557783,2330.347268116112,61246.5,6277.97900390625,234.02122641509433,1228.6114386792453,3516.514270710495,6142.650906544812,1.4758087396621704,-0.002537535270676017,0.042453739792108536,0.0018023201264441013,0.4814508557319641,11.320478439331055
38.wav,-287.34600830078125,137.0753173828125,-5.18220853805542,23.832199096679688,-9.653823852539062,-3.649179458618164,-18.1066837310791,-5.6640944480896,-14.161153793334961,-6.080687522888184,-7.066232204437256,-3.3901050090789795,-5.517030715942383,-14.544839859008789,59.51049041748047,0.08006741494267199,0.06538924620198781,1455.3725852137297,813.9442747144751,1499.980615499745,487.7006081931698,23.09401961951208,6.040942677021317,0.000987156294286251,0.0016086173709481955,2832.582306790566,1594.926818161521,3598690.0,277603.75,445.7244234094591,935.4706145236166,2016.2098421532278,3458.6768259674104,1.2330400943756104,3.5403838865022408e-06,0.0789610743522644,0.006234850734472275,-0.8326625823974609,8.33722972869873
39.wav,-361.0086975097656,92.93507385253906,32.08798599243164,24.623613357543945,1.236887812614441,-7.425340175628662,8.140237808227539,20.995153427124023,-8.767834663391113,3.9233949184417725,14.90504264831543,-7.660446643829346,-1.7244561910629272,8.154541015625,1.447816252708435,0.04399345290492958,0.01340728224210717,2078.7052183823935,656.3591343759176,2685.488995546802,477.8535534386033,17.95225046718008,5.0309481233357625,0.007646726910024881,0.008135399781167507,4916.2425726232395,1983.433685271615,7825.92822265625,1197.8629150390625,225.03713688380282,895.2959947183099,2973.25009628081,6423.718433648768,1.2892593145370483,-0.0032285836059600115,0.023315075784921646,0.0005435927305370569,0.2083122432231903,8.330360412597656
