,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis,age
11.wav,-311.44415283203125,107.73633575439453,29.079938888549805,31.217348098754883,17.711463928222656,4.8634209632873535,0.7928227186203003,3.287848711013794,-4.576544284820557,4.348437309265137,-3.9323995113372803,0.843444287776947,-1.821092963218689,2.0586013793945312,54.36859893798828,0.08055712125978748,0.10512020272309391,1822.9274374142267,1483.49463128942,2144.9362035368367,720.939248310223,18.666572131330874,5.326680393116811,0.01977476477622986,0.044079117476940155,3518.3784638475254,2790.240363589044,1740229.0,56551.2890625,446.9584829855285,1196.5861275692114,2406.9135217858643,4449.689499003775,1.9504297971725464,5.7239052694058046e-05,0.0772123634815216,0.0059617492370307446,0.8108157515525818,5.1602373123168945,28.0
12.wav,-285.0748596191406,98.79119110107422,-17.61037254333496,5.4135284423828125,2.516747236251831,9.732914924621582,-23.47112274169922,-17.993383407592773,-18.82316780090332,-10.960394859313965,-9.26058292388916,-8.480184555053711,-12.560233116149902,-8.994223594665527,50.53775405883789,0.14105495589984143,0.12019706350554357,2297.955652744147,1434.9406403534354,1980.2690697634475,633.7830397522132,24.287620782927544,4.611488680392248,0.02671682834625244,0.04286777228116989,4041.459000891913,2347.652599373166,2113812.0,751617.125,941.1899042431951,1756.6063265971854,3091.1641481814877,4826.39660825185,1.8577775955200195,-3.0673538731207373e-06,0.06918997317552567,0.004787252750247717,-0.10930544137954712,9.136079788208008,20.0
13.wav,-296.1703796386719,89.20079803466797,-20.909502029418945,31.053476333618164,-2.6860060691833496,4.845920085906982,-25.327686309814453,-8.585162162780762,-20.61736297607422,-4.775980472564697,-12.905527114868164,-12.717419624328613,6.898852825164795,-9.161192893981934,54.821693420410156,0.1490093093230694,0.12319708749941105,2183.170695862886,1214.383553632115,1748.7100634591056,468.35899574708225,20.04715535502726,7.889622580588748,0.0036872841883450747,0.005724379792809486,3977.6541164543623,1875.2863770811275,2374080.25,436170.5,871.063321916239,1751.1672212930719,3185.9773786886,4563.618249977089,1.4726371765136719,6.704938186885556e-07,0.07334969937801361,0.005380177870392799,-0.34843388199806213,7.5583696365356445,32.0
14.wav,-283.06378173828125,79.4841537475586,-1.5240596532821655,34.441349029541016,7.7741265296936035,-9.658707618713379,-1.0505449771881104,2.4277937412261963,1.1508570909500122,-6.708620071411133,-1.7393321990966797,6.231726169586182,-6.398555278778076,1.3027595281600952,2.03682804107666,0.07652791341145833,0.0681809587193174,2186.1390193496172,959.9289672572497,2361.705175550756,425.3295546197255,16.095625985229915,3.7453652191286744,0.019102036952972412,0.03948747739195824,4318.528747558594,1768.1080240856265,23107.583984375,5971.36865234375,570.8541870117188,1292.2164916992188,3037.5274658203125,5465.3961181640625,1.6155925989151,-0.0026960012037307024,0.04742543399333954,0.002249171957373619,0.9382966160774231,3.4162302017211914,20.0
15.wav,-294.6033935546875,97.74600219726562,17.58832359313965,47.392791748046875,8.927162170410156,-1.964284062385559,-11.988763809204102,-1.923866629600525,1.4323573112487793,-7.5060343742370605,0.3112289309501648,-4.127795219421387,-10.781889915466309,9.37716007232666,1.379306674003601,0.04330549568965517,0.01153355216067178,1833.2825699126558,508.2641286827454,2363.370925616361,417.1777830790608,17.30953110141426,5.771249782031396,0.005088680889457464,0.0036645508371293545,4161.477134967672,1555.4681393780315,49044.42578125,8237.0283203125,243.91921470905172,820.489291487069,2551.3133081896553,5451.613011853448,1.8191057443618774,-0.002796563785523176,0.05984065309166908,0.003580903634428978,0.13191235065460205,6.301758766174316,20.0
16.wav,-273.9877624511719,118.80667114257812,-4.812763214111328,66.84809875488281,-16.735857009887695,20.403583526611328,-19.951683044433594,4.628619194030762,-7.277616024017334,1.0880204439163208,2.991914987564087,-4.322083473205566,6.161523342132568,-5.1860432624816895,60.56761932373047,0.11858268780896893,0.12005328220334816,1966.9968183704646,1290.380998678926,1808.3522558673667,443.69867989042297,20.35344578052629,5.479911793328407,0.006141266785562038,0.03162924945354462,3868.935691704184,1934.378361852035,1416474.75,386463.3125,723.2783947960805,1432.125285520392,2777.7071678032307,4631.068135924258,1.0044230222702026,4.2048054638144094e-06,0.05251474678516388,0.002757798647508025,-0.4595201909542084,7.351280212402344,44.0
17.wav,-331.38531494140625,81.002197265625,6.488197326660156,12.035881042480469,5.364114284515381,-10.733508110046387,-13.978677749633789,-7.164519786834717,-13.841479301452637,-12.84054946899414,-13.78535270690918,-7.458248138427734,-10.875593185424805,-4.797194957733154,29.391328811645508,0.13946984837473572,0.13107068429340002,2719.59704745456,1500.7683664582448,2570.996115295422,614.6981110755482,21.970886589965986,5.936595402065623,0.036746155470609665,0.052920106798410416,5359.855538946882,2575.2526335549805,698688.125,155449.828125,843.7783368294133,1872.478177028277,4044.1563418753303,6328.269239107096,1.9086133241653442,4.568113581626676e-06,0.042481712996959686,0.0018046960467472672,-1.0526410341262817,13.424766540527344,32.0
18.wav,-360.33831787109375,53.543025970458984,43.86037063598633,38.05230712890625,8.4691801071167,-1.1835519075393677,21.8743896484375,3.7800769805908203,-16.93895149230957,19.72045135498047,-5.696766376495361,-1.5916495323181152,22.590824127197266,-10.851332664489746,0.7726738452911377,0.10359914679276316,0.06802494650548761,3576.410112187525,837.2791919316396,3269.6211672947074,268.39708234293767,17.456110592962244,4.012276872188575,0.030824368819594383,0.019614828750491142,7640.037135074013,855.9387280185224,1538.70947265625,1145.1143798828125,678.1542326274671,2531.7096910978617,5878.281121504934,8757.355378803453,1.1694231033325195,-0.002595278900116682,0.010435259900987148,0.00010889464465435594,0.4252062439918518,3.154806613922119,19.0
19.wav,-284.0222473144531,73.40287780761719,1.395749568939209,43.305912017822266,-2.2599074840545654,17.07452964782715,2.7645304203033447,7.858829975128174,8.91353702545166,7.068647861480713,-2.8482351303100586,10.888489723205566,-0.688267171382904,8.152685165405273,44.502052307128906,0.1262749565972222,0.1363099981805537,2530.7360867454636,1475.1316715096305,2171.0599275607838,442.0043210245132,18.782833099299115,4.046835482050035,0.015948360785841942,0.02544642612338066,4649.618628717238,1831.7299680061753,264542.875,878234.0,1049.425285093246,1935.3062783518146,3479.184845955141,5499.842489919355,1.84334135055542,-2.0137780666118488e-05,0.0472707562148571,0.0022345243487507105,0.16007550060749054,10.435081481933594,22.0
20.wav,-313.32501220703125,94.3896255493164,31.354528427124023,20.290191650390625,-4.468965530395508,-12.10177993774414,5.517786502838135,3.6061174869537354,-15.393513679504395,-0.06365569680929184,5.829775333404541,-6.446981906890869,1.1207200288772583,6.877034664154053,4.1973443031311035,0.0510406494140625,0.013487886310734944,1971.773787339066,640.4115948219609,2605.937555961837,434.57165969344777,17.00880953333275,4.775317790594945,0.00657970504835248,0.010198752395808697,4526.570892333984,1796.7519027860387,125970.3203125,10412.3203125,321.42791748046875,778.5598754882812,2463.196563720703,6185.636901855469,1.2127207517623901,-0.002532148966565728,0.05248795077204704,0.002754985122010112,0.5685167908668518,6.048882484436035,19.0
21.wav,-352.7019958496094,72.72074890136719,27.282758712768555,30.512332916259766,9.666009902954102,7.984676361083984,10.709779739379883,13.625750541687012,-1.2435810565948486,8.354604721069336,10.093488693237305,1.069298505783081,6.038126468658447,8.052912712097168,2.726475715637207,0.06729579207920793,0.037495547747277876,2673.597999995235,1143.5061460781073,2846.3301246985347,702.4268217620746,18.564801845191134,4.544107347372753,0.012647205032408237,0.012260561808943748,5965.6566657642325,2696.839835826199,24905.6328125,8847.7998046875,274.06863977413366,1834.7994662747524,4365.377233524134,6951.6002088490095,1.4559755325317383,-0.0029551726765930653,0.03963778540492058,0.0015711539890617132,0.6283594369888306,18.27155113220215,24.0
22.wav,-269.2254943847656,88.0829086303711,18.32112693786621,-0.603325605392456,5.984475135803223,7.368583679199219,-21.648191452026367,2.839069366455078,-13.267349243164062,7.894685745239258,-4.6854376792907715,2.7472310066223145,-14.058276176452637,5.051374435424805,49.77333068847656,0.20901797433534405,0.17505767547171103,3054.0390537364133,1886.5288996063243,2463.1511422192957,647.2179782574782,15.629365388262885,4.762139064806249,0.04859170317649841,0.06822539865970612,5393.2110579339815,2866.602660666236,1398938.125,487355.15625,1325.6582633419905,2507.8580554624664,4272.531954276978,6350.20702863187,1.5050592422485352,6.041960205038777e-06,0.05679354444146156,0.0032255067490041256,0.21779035031795502,8.867121696472168,18.0
23.wav,-334.7969055175781,87.61587524414062,21.44410514831543,35.411502838134766,10.847061157226562,-0.4194280803203583,8.258747100830078,3.6379759311676025,1.5295774936676025,-0.2081938087940216,7.099926948547363,-1.955287218093872,-4.938352108001709,9.766529083251953,2.4510607719421387,0.06103515625,0.05185086136214633,2049.351556357203,1021.8046272139858,2523.430911281808,557.6563680949831,17.589503346092087,5.476849455441036,0.009456952102482319,0.016644667834043503,4481.390850360577,2148.5417638840895,45305.52734375,2789.113037109375,275.6526066706731,1097.6412259615386,2917.058856670673,5683.109224759615,1.5331108570098877,-0.0026340316981077194,0.0368737168610096,0.0013596711214631796,0.5944170951843262,3.776721954345703,23.0
24.wav,-303.0030822753906,57.17024612426758,32.3447151184082,-0.44529449939727783,15.18513298034668,6.891061305999756,-11.201348304748535,8.474100112915039,-4.647863388061523,6.55648946762085,-8.91888427734375,5.498456001281738,-4.080021381378174,6.1501336097717285,36.787841796875,0.21242035412397542,0.21569349558243134,3642.6807754265915,2099.742110756099,2752.1228507657174,582.5562847957409,18.157892118226748,4.9820048374555554,0.04338850826025009,0.058670543134212494,6609.281346055328,2638.630318163319,506160.125,508002.8125,1677.9020465788294,2994.8030315461706,5117.522367883901,7646.824320808786,2.351318359375,5.41474446436041e-06,0.04782317578792572,0.0022870562970638275,-0.07186466455459595,12.303882598876953,19.0
25.wav,-358.90606689453125,95.45941925048828,14.146013259887695,44.31096649169922,6.834855556488037,-11.57986831665039,4.456633567810059,-4.77304744720459,0.32999369502067566,-1.9894622564315796,-4.585820198059082,-0.2654229700565338,1.0269831418991089,1.591640830039978,2.100311279296875,0.055199407762096774,0.030972314826712085,1982.223275478842,1202.2936290853934,2321.886513273152,955.2961476330814,17.29036362575056,5.760341587828874,0.003486830275505781,0.0059705073945224285,4377.144499747984,2765.8843546756348,28022.08984375,5014.640625,258.3984375,1169.0445438508063,3170.76416015625,5149.2140246975805,2.0912835597991943,-0.00256046699360013,0.039603814482688904,0.001568462117575109,0.7767409682273865,3.9262218475341797,23.0
26.wav,-322.98431396484375,99.07907104492188,8.240531921386719,37.10132598876953,8.400228500366211,-8.519725799560547,-0.2662586271762848,-7.234649181365967,-0.9054465889930725,1.2678710222244263,-11.593165397644043,12.40683650970459,-10.116463661193848,3.6047372817993164,1.878692865371704,0.03882403706395349,0.017068375769740716,1622.939856363697,529.8757766485913,2235.5126907652443,436.7509581546893,23.33423381798179,5.279747968038597,0.002526639262214303,0.003088979749009013,3582.7744594840115,1515.6833176268906,36216.06640625,1260.9058837890625,228.60249364098837,640.9883720930233,2106.998887172965,4634.145621366279,1.7757407426834106,-0.0025657732039690018,0.04747600853443146,0.0022539712954312563,0.7981238961219788,1.5049076080322266,19.0
27.wav,-287.7008972167969,111.86951446533203,6.568788528442383,30.27850341796875,2.3105883598327637,-2.2435402870178223,-9.0985746383667,-5.5407280921936035,-5.311392307281494,4.058162689208984,-4.072308540344238,2.2796425819396973,-4.40106725692749,0.21499040722846985,66.39859771728516,0.09377535208982347,0.1068774506469853,1853.9684949909981,1319.3112648138108,1986.113976063842,707.6477354955831,16.426799214962497,4.899658436045233,0.02495676279067993,0.06171150133013725,3620.2390296436915,2433.8267584644645,2657747.5,217908.328125,506.3656815858645,1244.6996385806074,2569.539464077103,4406.8605797313085,1.7277758121490479,-1.7858590581454337e-05,0.08822131156921387,0.007782999891787767,0.3263627886772156,4.253470420837402,20.0
28.wav,-278.8415832519531,134.5542449951172,0.13974465429782867,31.068716049194336,3.4893765449523926,7.441196441650391,0.5032002329826355,-5.48148250579834,-0.06266897171735764,3.12037992477417,-7.071852684020996,6.567704677581787,-12.301660537719727,6.893484592437744,2.49635648727417,0.035218583776595744,0.012193774808813767,1374.5072988077377,444.91825766611964,1915.0959917267865,414.46226049275543,20.371807908317745,5.104069952419758,0.0021078181453049183,0.0036638579331338406,2868.268471575798,1372.3100412344668,42567.03125,9979.2861328125,238.6978474069149,564.902967087766,1759.0794340093084,3892.928233045213,1.5944113731384277,-0.002773343352600932,0.05838266760110855,0.003408535849303007,0.6820084452629089,3.9151840209960938,25.0
29.wav,-299.4502868652344,85.59658813476562,-2.014174461364746,55.89158248901367,-13.195575714111328,33.52157211303711,-22.011877059936523,12.422342300415039,0.6374996304512024,-6.0187578201293945,16.36509895324707,-8.390085220336914,11.463569641113281,-3.0581777095794678,55.345279693603516,0.15519802933324206,0.14502881379470392,2555.8368028918126,1500.2293698580395,1959.1474537488032,474.0931890116112,17.580281584268725,5.302496271753754,0.0040377052500844,0.010685241781175137,4662.622444679286,1918.178941120478,1345643.5,817854.625,1139.3022017045455,2157.9194084576943,3661.7530313013417,5312.663384361309,1.6641836166381836,-1.6751084331190214e-05,0.07884448021650314,0.006216451991349459,-0.6444060802459717,10.541918754577637,19.0
30.wav,-318.3082580566406,126.88578033447266,22.713171005249023,32.53694152832031,20.06828498840332,-1.3462196588516235,0.6432289481163025,7.275388240814209,-6.170619964599609,0.37580814957618713,0.2857789099216461,2.7647652626037598,0.44361039996147156,-0.6983701586723328,3.033416748046875,0.03024193548387097,0.011489720716714,1295.522396624882,503.9327184602835,2027.3184101930742,421.8512842904438,19.22672345575845,6.555748968912147,0.0032446328550577164,0.00756031321361661,2570.6129504788305,1417.2664982261729,61385.328125,1832.6385498046875,195.8826864919355,515.0603263608871,1431.2633883568549,3554.1940996723793,1.4479118585586548,-0.0033135085832327604,0.05699216574430466,0.0032481071539223194,0.5381048917770386,4.0424580574035645,17.0
31.wav,-260.130615234375,111.41477966308594,-25.885910034179688,35.79433822631836,-19.494081497192383,-0.4236513376235962,-29.92413330078125,-0.4527045488357544,-7.458657741546631,-8.461861610412598,-0.8976248502731323,-2.8524365425109863,-1.8133243322372437,-4.870733737945557,63.481510162353516,0.1574752732450739,0.1489480352921538,2206.991913927401,1436.9531161944276,1671.649359633051,561.8792162769712,22.87530456430517,6.003363122977198,0.00903878454118967,0.05233631283044815,3915.489459859914,2067.1437003703895,2957103.0,574582.0625,989.222622575431,1871.012594288793,3164.988382273707,4429.507172683189,1.2534527778625488,-1.028396695801348e-06,0.07965394109487534,0.006344750057905912,-0.653862476348877,6.242145538330078,44.0
32.wav,-332.4466552734375,82.85990142822266,28.61676788330078,42.78934860229492,9.019272804260254,-4.999457836151123,2.098188638687134,1.0091122388839722,3.9773106575012207,1.8929280042648315,7.457901477813721,-2.4376838207244873,-2.8647773265838623,12.722651481628418,3.8372669219970703,0.07718567929025423,0.07323678466951486,2310.126002837876,1247.2512730439764,2659.105312554598,583.2370478873238,21.12371873963881,5.368526373311179,0.012789642438292503,0.02098783291876316,5116.599286612818,2401.9610899273657,61110.73828125,3197.770751953125,408.30967789989404,1316.3539045948094,3487.74020954714,6187.602414923199,1.3777737617492676,-0.0025111690629273653,0.03956425562500954,0.001565330196171999,1.1358438730239868,5.548187255859375,20.0
33.wav,-279.4406433105469,96.05831909179688,6.331605434417725,30.858827590942383,2.4013473987579346,-2.544556140899658,0.5435518026351929,6.126626014709473,-3.253810167312622,-2.3543663024902344,-7.66464376449585,6.2737274169921875,-0.6836163401603699,-5.7714738845825195,2.518792152404785,0.05189628031716418,0.01617418605790224,1955.43849822196,468.10529927928667,2389.7892646672894,371.73692616629637,20.18137904257156,5.271301424381755,0.007549954112619162,0.007847395725548267,4356.777635261194,1334.020864717114,50336.8125,8060.14501953125,352.5660272854478,953.4066726912314,2712.0587249300374,5468.790811567164,1.4295812845230103,-0.0027805548161268234,0.04118308052420616,0.0016960462089627981,0.23777741193771362,1.8631329536437988,16.0
34.wav,-308.825927734375,73.41090393066406,3.8513851165771484,43.56279754638672,5.816961288452148,-9.729303359985352,-2.663966417312622,-8.12238883972168,4.737127780914307,-7.3289899826049805,-1.3249576091766357,0.12382304668426514,-0.9523094296455383,-0.634840190410614,2.4783883094787598,0.100494384765625,0.10837853309098261,2439.2222884164726,1462.507120706208,2337.1593935634182,633.3374329677497,18.713086614795905,5.921610263084571,0.014805581420660019,0.027347393333911896,4665.9759521484375,2406.7520318651377,33206.1484375,12292.3818359375,810.0185394287109,1682.9544067382812,3477.780532836914,5525.117111206055,2.019683599472046,-0.002537329215556383,0.043089430779218674,0.0018566990038380027,0.6811266541481018,3.8585143089294434,18.0
35.wav,-264.9414978027344,132.31883239746094,19.537874221801758,47.09026336669922,-1.0688843727111816,-4.699364185333252,-3.186729669570923,-5.658381938934326,-1.4573123455047607,0.919028103351593,-3.374131679534912,2.5899460315704346,-9.946605682373047,1.689313530921936,4.36213493347168,0.03789747807017544,0.014720149070730942,1344.312683117698,501.322336648072,1912.3242160319057,502.3097060005797,20.033545851240962,5.365095192423357,0.002805393422022462,0.00470336526632309,2953.4488075657896,1449.2380331115596,146008.875,11604.658203125,232.89859169407896,526.6190378289474,1646.3456003289473,3944.5428145559213,1.6712275743484497,-0.0027939225547015667,0.08777611702680588,0.007704646326601505,0.6559056639671326,6.354092597961426,23.0
36.wav,-257.24005126953125,71.77909088134766,-8.645488739013672,6.003848075866699,-14.908052444458008,-1.218765139579773,-21.966781616210938,-11.58364486694336,-20.01026725769043,-6.385697841644287,-13.200006484985352,-5.690773963928223,-16.940977096557617,-4.5487961769104,77.23553466796875,0.1701775954174901,0.17363707434893175,2733.8558384696594,1896.2319097763905,2097.4674352974735,590.7354637708409,20.61597428633764,6.633972893407702,0.025589127093553543,0.043964531272649765,4647.703582401803,2642.9881560346776,2635708.25,1368803.375,1293.9071956830533,2242.495860224185,3674.677285658041,5452.251714774271,2.2315871715545654,-3.4289762425032677e-06,0.09349218010902405,0.008740787394344807,1.1059449911117554,7.169380187988281,51.0
37.wav,-311.0132141113281,113.7392578125,-4.864134311676025,18.234786987304688,4.611657619476318,-15.228683471679688,-35.28226852416992,-2.872800350189209,-17.82477569580078,-23.6716251373291,-9.359447479248047,-9.6615571975708,-3.8611035346984863,-5.1259284019470215,73.57574462890625,0.0952115277483022,0.07910912797689915,1487.945772464803,899.8044865622613,1464.9917869794515,509.15883257311066,23.489940247311612,7.922864190604663,0.004126214422285557,0.009540639817714691,2831.7898658014115,1804.9349729807632,4918342.0,128245.0,512.6474377254881,1034.7179367505837,1978.9342702143463,3420.552972298122,1.0707372426986694,2.655565083387046e-07,0.08174613118171692,0.0066824303939938545,-0.2859635651111603,5.296195983886719,60.0
38.wav,-295.98114013671875,62.829627990722656,12.23301887512207,17.152048110961914,7.700417995452881,10.230123519897461,7.230541229248047,4.0716872215271,7.97348165512085,6.639027118682861,-3.3285582065582275,3.011702537536621,-5.272892475128174,4.34084415435791,11.209664344787598,0.07125881498893805,0.0543257751001621,3148.8414095460757,1496.444994066742,2854.0372905814525,709.2100267252529,17.9560960346122,5.651896109367462,0.04046119377017021,0.03918205946683884,6461.151933248064,2761.240985801591,538061.625,79473.3671875,791.1070156941372,2447.0675038025443,5056.58682764104,7277.412779141317,0.8798892498016357,-0.002683208789676428,0.08531086891889572,0.007277944125235081,0.7975188493728638,13.920150756835938,28.0
