,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis,localJitter,localAbsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,envelopeMean,envelopeStd,age
11.wav,-519.566650390625,58.04235076904297,31.866525650024414,25.830556869506836,13.995601654052734,4.978554725646973,-2.522686719894409,-2.3652143478393555,-5.320598602294922,-4.9651994705200195,-7.71096134185791,-5.495290279388428,-4.784189701080322,-1.9845962524414062,13.563446044921875,0.14778385118707094,0.17298703663211043,2110.58690160637,2317.2237544530217,1233.972045219076,974.5970670527254,21.057444917637216,6.278063220639803,0.059949249029159546,0.21723876893520355,3173.5482012925486,3251.0970926534765,204505.0,23014.796875,1361.5193033109267,1914.373206655821,2695.358339218035,3527.0105567076657,1.5317575931549072,9.684726137493271e-06,0.02274632826447487,0.0005173954414203763,0.6268051862716675,13.510774612426758,0.01690055403052886,5.9800148731549785e-05,0.0063221016494752055,0.007045315719800653,0.018966304948425616,0.11987576351889771,1.2198136417032732,0.03061717281546387,0.049761610926306564,0.13215544408534088,0.09185151844639161,0.01766432635486126,0.02688424102962017,28.0
12.wav,-497.53173828125,53.164695739746094,-1.7160016298294067,7.012472152709961,3.9526119232177734,2.0402729511260986,-21.746538162231445,-21.35282325744629,-20.069732666015625,-15.502910614013672,-9.67603588104248,-5.1728596687316895,-8.272741317749023,-3.4991471767425537,18.07140350341797,0.1791641326721557,0.17220044890700656,2370.8838737629408,2161.547761581359,1156.6029961238887,776.1346086688369,24.97880546967398,6.438656593573952,0.05458579957485199,0.2212735414505005,3391.4794921875,2796.51990839251,221901.46875,257109.78125,1596.500046781437,2234.6436131642963,2928.4898367327846,3726.843013192365,1.7928038835525513,-6.811155230934673e-07,0.031345024704933167,0.0009825106244534254,0.13351741433143616,16.508920669555664,0.013568739467189663,4.9814172422045345e-05,0.006048851111297187,0.006134299322373386,0.01814655333389156,0.12802857344104104,1.1857142064485184,0.04739832335721522,0.06312727542125672,0.12285093611121004,0.14219497007164567,0.023309141397476196,0.03770550340414047,20.0
13.wav,-502.2335510253906,53.43891525268555,-0.3565620481967926,19.980573654174805,-4.956569194793701,-1.8268420696258545,-22.664695739746094,-11.025793075561523,-19.18006706237793,-8.775914192199707,-12.44845962524414,-10.080324172973633,-2.170612096786499,-6.655457496643066,17.63268280029297,0.2493394148121002,0.23526077184371483,2952.039281902198,2595.030568995968,1184.721517598725,721.4373958696207,23.59325670928342,9.577733392272958,0.04686694219708443,0.16794978082180023,4041.332279034515,2860.235769271179,278339.75,163355.890625,2189.0635931669776,2785.186676480877,3628.1725527635263,4340.616254664179,1.4773615598678589,1.0141216080228332e-06,0.028174448758363724,0.0007937995833344758,-0.4607727527618408,21.829763412475586,0.01922821269910508,4.887721752351751e-05,0.008592529039561994,0.009594988868333671,0.025777587118685982,0.11609176088830514,1.0828464059705323,0.041903866376382444,0.06001154516517928,0.10018998669582027,0.12571159912914734,0.020828157663345337,0.03396744281053543,32.0
14.wav,-408.0636901855469,67.68614196777344,9.539871215820312,38.41135787963867,15.670323371887207,-9.898193359375,0.032384242862463,-6.038311958312988,-3.6752662658691406,-7.049205303192139,-3.4555253982543945,3.4497265815734863,-12.04093074798584,3.3154802322387695,0.9604530930519104,0.09176570811170212,0.0840830366117481,2363.879633425388,1298.773952340289,2298.1704640162443,604.8864303614956,15.11186341921998,4.020922262742105,0.006816877983510494,0.010167012922465801,4512.351437832447,2347.8128188012356,5286.5224609375,3068.581298828125,809.5568068484042,1647.0609624335107,3101.0103266289893,5472.411589926862,2.3265538215637207,-0.0005696223815903068,0.02403322048485279,0.0005775956669822335,0.8523862361907959,9.200374603271484,0.009015749850505999,2.018346743636147e-05,0.003763410613014962,0.004875086180779732,0.011290231839044887,0.06635726287796705,0.6022090852756028,0.01939712229661626,0.029439159558562463,0.06348935271162413,0.05819136688984877,0.0247629527002573,0.023287592455744743,20.0
15.wav,-378.0647888183594,92.12651062011719,33.72967529296875,35.85554122924805,3.6812076568603516,-6.278025150299072,-13.003010749816895,-4.881745338439941,3.346863269805908,-6.319764614105225,-5.105864524841309,-3.1030113697052,-10.318286895751953,6.210117816925049,0.8401942253112793,0.07416823814655173,0.02998264184024249,2116.959190550235,745.4553622372856,2577.6427498931243,593.5117593910416,17.884095407371507,6.157372362974626,0.004324758891016245,0.004289847798645496,4561.697703394397,2320.4515299835266,22316.412109375,6225.36279296875,305.5487271012931,970.8504512392242,3050.6608634159484,5848.492221174569,2.1338608264923096,-0.0006675942568108439,0.03963765129446983,0.0015711435116827488,0.20430710911750793,8.15632438659668,0.016049700071027267,5.428059156163878e-05,0.004670490353736057,0.006257136863535842,0.014011471061208172,0.10879332971978697,0.9996448328508429,0.026118733103592754,0.05849661851572161,0.14194591100601303,0.07835619931077827,0.03288776054978371,0.04539964348077774,20.0
16.wav,-543.8496704101562,42.522804260253906,18.930788040161133,36.74225997924805,0.6263546943664551,2.0465073585510254,-19.23594856262207,-5.259205341339111,-9.846368789672852,-2.0143346786499023,-4.120364189147949,-3.8813042640686035,-0.8713268041610718,-2.6230251789093018,19.303682327270508,0.20634199605649303,0.20682099152186104,2360.6460710423034,2375.2067705385007,1080.5706558873571,829.6975704493594,21.450049958457836,7.909572012564633,0.04130776599049568,0.161239892244339,3263.0148984890866,2990.5224177921064,210233.609375,203648.625,1736.416646127568,2203.07733615531,2806.678455154072,3572.773896047322,1.1234724521636963,5.628524135659063e-08,0.021922647953033447,0.00048060252447612584,-0.21476827561855316,21.76112174987793,0.026186190881165004,0.0001088547739014273,0.012600528269549329,0.012709159110631743,0.03780158480864799,0.150094385638067,1.3621500377219107,0.06230940702302623,0.08163547825860012,0.14651581496835628,0.1869282210690787,0.015447127632796764,0.026881059631705284,44.0
17.wav,-554.7371826171875,50.60295867919922,10.990822792053223,15.31516170501709,6.85363245010376,-11.03311824798584,-12.798746109008789,-7.1120524406433105,-14.587708473205566,-11.865889549255371,-9.379995346069336,-7.84626579284668,-7.390901565551758,-3.2484591007232666,10.420415878295898,0.17318522135416667,0.2010762573619721,2596.496973355326,2514.5213893836994,1485.8139791771673,837.0293583091114,22.380587163936355,8.133380940810477,0.22751516103744507,0.412192165851593,3886.372314453125,3160.2320578512486,89479.53125,66852.5078125,1662.2197265625,2302.64111328125,3254.60009765625,4336.021484375,1.8139759302139282,1.3063790902378969e-06,0.01756928861141205,0.0003086799115408212,-1.3130449056625366,30.15087127685547,0.018326940047411856,5.4398930972520743e-05,0.008061035078555526,0.00805003592961138,0.02418310523566658,0.1122463819206387,1.0716158929263417,0.03892431205945501,0.053260225336706254,0.10142815721491516,0.11677293617836504,0.012044242583215237,0.021732371300458908,32.0
18.wav,-551.7389526367188,35.7069206237793,48.07591247558594,48.58502197265625,41.50189208984375,-17.670982360839844,28.952007293701172,3.664185047149658,-36.310150146484375,40.32018280029297,-11.561650276184082,-8.856646537780762,33.743186950683594,-26.587650299072266,0.3475302755832672,0.17339766652960525,0.1180369317946553,3925.58097083592,1672.227978522926,2958.868540228866,460.2240538441222,16.937816420644037,5.094343199941592,0.008914661593735218,0.014258414506912231,7534.354440789473,1943.2662644136321,493.65203857421875,574.12646484375,1508.599211040296,3150.5059493215463,5664.365748355263,8477.848735608553,2.1747710704803467,-0.0003817920805886388,0.005321362521499395,2.8316899260971695e-05,-0.24311377108097076,9.925204277038574,0.015781675463240108,0.0001137068153365603,0.006372521389511981,0.010241766782136527,0.019117564168535942,0.22753963010904127,1.9864823882965408,0.11562913055591499,0.10658335449878754,,0.34688739166774496,0.004842663183808327,0.00577305955812335,19.0
19.wav,-503.5497741699219,36.41276168823242,13.29903793334961,24.290687561035156,-0.562355101108551,6.051300048828125,-5.233824729919434,1.7012606859207153,-0.9488908648490906,0.828914225101471,-2.3049964904785156,3.789112091064453,-3.238685131072998,2.3047842979431152,18.164827346801758,0.1827472437207944,0.1748800798149318,2421.353858103481,2223.660959406674,1089.8742991760876,741.0517710424682,17.656984525070705,5.707041472960613,0.09744991362094879,0.29239633679389954,3407.6092700423483,2792.6967461826985,37455.125,443079.0,1722.3946316442757,2294.5741001022197,2964.347277489778,3725.546007958528,1.6394535303115845,2.946393760794308e-05,0.026364963501691818,0.0006951112882234156,-0.20304979383945465,30.437278747558594,0.015296797867999276,5.035973673298099e-05,0.006672438275290918,0.00698533556965638,0.020017314825872753,0.1286558777297306,1.1803968789482802,0.0470418279544251,0.06374235957845634,0.10365452100800912,0.1411254838632753,0.01783869042992592,0.032741472125053406,22.0
20.wav,-475.9781799316406,85.52147674560547,48.83772277832031,14.5172119140625,-4.3972320556640625,-6.135964393615723,-5.8859639167785645,0.1907501071691513,-13.793182373046875,-10.505091667175293,-0.7986389398574829,-6.105199337005615,-2.394343137741089,3.020237684249878,1.4426937103271484,0.06381892061781609,0.022193377615325836,2094.472054609026,764.2368957731913,2635.6383215945416,551.2128478286517,15.623931308546256,4.761533014014849,0.0017947263550013304,0.002396626165136695,4596.472588900862,2368.5146455962513,15703.97265625,5804.0107421875,409.6258755387931,1001.0464372306035,2772.833041487069,6244.010136045259,1.8358415365219116,-0.0002518245892133564,0.022617202252149582,0.0005115378298796713,0.6075442433357239,14.423101425170898,0.013434365109745623,3.0370364956392668e-05,0.006760407388592224,0.0064211696853615895,0.02028122216577667,0.09137805962525784,0.8792485832184869,0.033204789979046655,0.038190639837999536,0.07370429161618829,0.09961436993713996,0.018834585323929787,0.025853384286165237,19.0
21.wav,-417.2916259765625,91.05687713623047,10.139313697814941,25.404491424560547,4.295185565948486,5.048591136932373,0.9946657419204712,13.066336631774902,3.2376646995544434,-1.7559847831726074,5.5038228034973145,-5.528943061828613,10.255167007446289,2.3599486351013184,1.31515634059906,0.1220531798245614,0.09584890241659821,2424.785109186743,1818.0843563714707,2086.651903923541,694.7461858461377,16.262664173859783,5.450618975454064,0.008595331571996212,0.019489238038659096,4237.885485197368,2960.4597872286035,7497.732421875,4866.35595703125,1013.5716488486842,1952.5326377467106,3325.368780838816,5114.8912931743425,2.211378335952759,-0.00037466108915396035,0.03180701658129692,0.0010116863995790482,0.5150431394577026,15.313936233520508,0.014417574778876873,5.1591860401496314e-05,0.005226438476570893,0.008070015697646876,0.015679315429712678,0.11731687629786935,1.1384976788362595,0.037188292105593976,0.05535636644563329,0.1108861600706865,0.11156487631678193,0.023734649643301964,0.03821229934692383,24.0
22.wav,-521.2001953125,63.01710891723633,23.948577880859375,3.6282694339752197,5.359823226928711,3.0064287185668945,-17.88248062133789,-0.6932193040847778,-12.781777381896973,-2.501481533050537,-4.688113212585449,-0.7646350860595703,-12.291951179504395,0.637352705001831,20.16421127319336,0.255813880160286,0.23569973065371877,3124.1751302047237,2881.850627572365,1212.871712347783,870.1798024395302,16.81808092199247,5.683276001335849,0.10256875306367874,0.2944367825984955,4202.282061700012,3395.5586849646056,193193.9375,224980.09375,2341.696110686693,3045.9351486825417,3826.563423410113,4486.643503336889,1.652132272720337,1.7192832046930562e-06,0.027727583423256874,0.0007688188925385475,-0.21119950711727142,28.41506576538086,0.018529285211032843,6.50623153500201e-05,0.006742068306067188,0.00767216157979681,0.02022620491820156,0.13643486748721811,1.2268491025924646,0.052167684905946775,0.07289057745157586,0.11891888320805027,0.15650305471784032,0.01963922381401062,0.03394021838903427,18.0
23.wav,-503.5618896484375,84.11394500732422,21.10782814025879,41.273681640625,10.232690811157227,-1.6980606317520142,13.922710418701172,-1.024004578590393,0.4682289958000183,3.2093892097473145,3.5645952224731445,-3.7842612266540527,-6.303791046142578,5.011028289794922,0.8923442959785461,0.09890907689144737,0.10030874023316455,2162.0741889032024,1625.8312429990913,2071.619016971672,692.7644198684682,17.018449836020018,6.067642272189417,0.0036930872593075037,0.009255414828658104,3929.3845728824012,2757.0143585789574,7142.12646484375,1045.4820556640625,833.2782946134869,1580.9904399671052,2884.5992238898025,4864.520584909539,2.251013994216919,-0.0003656627086456865,0.014714767225086689,0.00021652437862940133,0.5281457304954529,5.597430229187012,0.01263025343856202,3.05537067492486e-05,0.004682687101079674,0.00546834964190099,0.014048061303239021,0.09326182693512207,1.0150106288980167,0.02865088313866681,0.03939098601010373,0.07109145542218602,0.08595264941600042,0.0140449907630682,0.015359711833298206,23.0
24.wav,-544.05712890625,33.47768783569336,31.801494598388672,4.808041095733643,8.10496997833252,1.7458672523498535,-10.093274116516113,-5.70447301864624,-4.532050609588623,-6.139833927154541,-8.828339576721191,-1.2185115814208984,-4.908885478973389,-0.8668314814567566,17.02655029296875,0.2315319093883547,0.2454077706399554,3011.8859639257025,2979.7022730800754,1342.7630163422361,999.5349536620333,19.076395963470755,7.129801805936649,0.07690860331058502,0.2565310299396515,4279.72412109375,3706.3235211014066,77183.046875,267037.96875,2139.4939716045674,2843.188007061298,3784.943565955529,4632.11176945613,2.1652398109436035,3.545553454387118e-06,0.029036661610007286,0.0008431276655755937,0.13625070452690125,28.356781005859375,0.013214171752570239,3.8403559668495364e-05,0.0034424708108484934,0.004083909641698025,0.01032741243254548,0.12076667879565006,1.135102989535922,0.028471021046015337,0.048010462926493296,0.134165011301443,0.085413063138046,0.01869373768568039,0.03656226769089699,19.0
25.wav,-498.3934326171875,81.98493957519531,29.321443557739258,51.83808135986328,6.117441654205322,-7.39511251449585,3.394900321960449,-7.207353591918945,-3.018974542617798,-6.388338565826416,-10.590302467346191,1.5405501127243042,-0.8045265674591064,-0.895171582698822,0.9254315495491028,0.08423265360169492,0.06547231162960959,2302.6729432654406,1851.0655461872793,2023.6709737106205,1223.501114259834,16.62783048889036,6.082806553499549,0.000983468722552061,0.0020806218963116407,4471.789343882415,3242.976806840372,4341.1455078125,3327.03076171875,593.2579945709746,2062.9903502383477,3624.6950311175847,4936.395574020127,2.388291358947754,-0.00038109978777356446,0.020014679059386253,0.0004005873925052583,0.3061399459838867,8.96609115600586,0.015736904102477536,3.632249328025453e-05,0.006591527762995797,0.005486925105828108,0.01977458328898739,0.08348104291203717,0.9425362592398614,0.020819409622504094,0.033600173148368405,0.07619542064967334,0.06245822886751228,0.01821730099618435,0.021666793152689934,23.0
26.wav,-417.55474853515625,92.49362182617188,15.522896766662598,39.897579193115234,18.192373275756836,-8.899744033813477,4.06248664855957,-9.71403694152832,-4.578787803649902,5.632771015167236,-15.586181640625,13.322793006896973,-13.196822166442871,0.43488821387290955,0.9555630087852478,0.04792131696428571,0.025457512681068984,1759.5901956096739,788.9886247509729,2246.9438403169015,563.7102393487281,24.352463047286342,6.163892392456915,0.00213567353785038,0.0035769655369222164,3597.0703125,1792.2827930608416,9207.365234375,579.670166015625,377.60009765625,840.56396484375,2368.1396484375,4742.68798828125,2.4641451835632324,-0.0008384211105294526,0.025115901604294777,0.0006308084703050554,0.8636025786399841,2.285940647125244,0.014080843548225575,3.8730316594777985e-05,0.005658389534678704,0.006623837517732198,0.01697516860403611,0.06582375144570805,0.6634354869909271,0.02093861794507041,0.0335387200572374,0.06567024197745473,0.06281585383521124,0.028480423614382744,0.021241115406155586,19.0
27.wav,-515.2400512695312,61.210636138916016,22.715198516845703,23.883323669433594,3.5740296840667725,-4.540475845336914,-12.572360038757324,-10.560647010803223,-11.301374435424805,-6.181386470794678,-5.386326789855957,-2.609079599380493,-4.686919689178467,-3.6219592094421387,17.099464416503906,0.17021002380633046,0.19197169097877767,2282.7120521285055,2421.9067253751314,1313.4219949824974,952.5707820564003,18.65997216638923,6.322229492768504,0.05525078997015953,0.21603716909885406,3529.250404456143,3262.2451834306817,239979.609375,93266.796875,1440.9455786447156,2037.209676979949,2977.5313872636134,3919.3317724399813,1.574754238128662,-5.3738936003355775e-06,0.02760777249932289,0.0007621890981681645,-0.39007866382598877,24.32769775390625,0.01573101018626578,3.7635231385338374e-05,0.006635941304059687,0.0075224393924207215,0.019907823912179063,0.1101495253055439,1.0029402348777952,0.039356642552088504,0.05737906389057845,0.11312652047609643,0.1180699276562655,0.021136105060577393,0.0328274667263031,20.0
28.wav,-382.41339111328125,117.81488800048828,13.814126014709473,34.378353118896484,4.762136936187744,7.356712818145752,-0.9587613344192505,-6.943062782287598,1.570760726928711,2.0150022506713867,-12.152336120605469,3.3158328533172607,-9.88083553314209,4.304665565490723,1.2979307174682617,0.045919215425531915,0.028101289723925303,1640.1124899137246,758.9510543877145,2011.3356480771654,530.5300614818552,21.192807148435513,5.484846098139272,0.002056149300187826,0.0046608541160821915,3298.24530418883,1920.3509247548745,13911.4296875,6816.9501953125,316.5839012632979,818.0326421210107,2275.41815575133,4237.001329787234,2.1836533546447754,-0.0006601407076232135,0.035223472863435745,0.0012406929163262248,0.28596216440200806,14.360349655151367,0.014286704196960653,5.776073452923811e-05,0.004969843465498216,0.005776585631216612,0.014909530396494649,0.1197017364508415,0.9966887348940174,0.03500502105105839,0.043377055194944836,0.067107032490108,0.10501506315317517,0.03278960660099983,0.037505507469177246,25.0
