,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis,localJitter,localAbsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,envelopeMean,envelopeStd
11.wav,-510.0123596191406,35.9211540222168,13.253589630126953,17.26889419555664,1.7339731454849243,-6.977178573608398,-13.798076629638672,-14.821279525756836,-15.387831687927246,-7.679983139038086,-9.05709171295166,-9.916986465454102,-5.194880485534668,-4.720016002655029,18.448810577392578,0.19658913830862534,0.189367042850823,2651.8876039863135,2455.4318630334606,1185.2902690048284,870.9384827042486,28.089559414413714,8.892434611637658,0.06371466815471649,0.2341296374797821,3779.957436615566,3178.428481286101,239301.34375,172477.3125,1813.5774432488208,2489.9579893867926,3299.378132370283,4132.314545253537,1.5870647430419922,5.637805315927835e-07,0.025898626074194908,0.0006707388092763722,0.24373869597911835,23.55830192565918,0.01690055403052886,5.9800148731549785e-05,0.0063221016494752055,0.007045315719800653,0.018966304948425616,0.11987576351889771,1.2198136417032732,0.03061717281546387,0.049761610926306564,0.13215544408534088,0.09185151844639161,0.01766432635486126,0.02688424102962017
12.wav,-518.3738403320312,96.38776397705078,22.563385009765625,44.82621383666992,21.16448211669922,-6.45999813079834,-2.871782064437866,-5.804044246673584,-0.6266952157020569,-3.207092523574829,-10.524483680725098,-4.282283782958984,-0.35530808568000793,2.1360151767730713,0.8087713122367859,0.10361328125,0.1267757521085116,2160.4832075280137,2168.296149390957,1568.0639801952348,1022.3915805550797,16.378032769429062,5.902366440414541,0.004203000105917454,0.009421144612133503,3593.560321514423,3197.4822631157735,2488.454833984375,1359.85888671875,1142.2536057692307,1906.1853966346155,3028.230919471154,4055.5303485576924,2.219148874282837,-0.0003957573208026588,0.014190214686095715,0.00020136218518018723,0.26248010993003845,4.076600551605225,0.013568739467189663,4.9814172422045345e-05,0.006048851111297187,0.006134299322373386,0.01814655333389156,0.12802857344104104,1.1857142064485184,0.04739832335721522,0.06312727542125672,0.12285093611121004,0.14219497007164567,0.023309141397476196,0.03770550340414047
13.wav,-505.9085693359375,45.41727828979492,-4.010970592498779,23.479326248168945,3.419286012649536,-4.544614791870117,-11.147727012634277,-2.2095792293548584,-22.07050132751465,-14.377631187438965,-6.143633842468262,0.8846915364265442,-7.536691188812256,-3.649787425994873,20.7092227935791,0.25864573350219056,0.19286148611617382,3417.402605764977,2584.4598923774915,1330.1570659239449,774.8711469020363,21.632380971001496,6.576836957682556,0.07629237323999405,0.2555636763572693,4577.326903494661,3034.335686429364,133906.15625,542317.6875,2565.0337411435517,3316.526020630819,4118.183823718168,4850.489618274233,1.9152554273605347,-1.8174554270444787e-06,0.031839508563280106,0.0010137544013559818,0.5237377882003784,20.143735885620117,0.01922821269910508,4.887721752351751e-05,0.008592529039561994,0.009594988868333671,0.025777587118685982,0.11609176088830514,1.0828464059705323,0.041903866376382444,0.06001154516517928,0.10018998669582027,0.12571159912914734,0.020828157663345337,0.03396744281053543
14.wav,-456.7472229003906,62.99941635131836,-0.05018835887312889,51.329490661621094,11.174419403076172,-19.66410255432129,7.188202857971191,0.08913560956716537,-7.077522277832031,14.122041702270508,-6.979726791381836,13.037261009216309,-9.813658714294434,10.68012523651123,0.8113304376602173,0.1121826171875,0.04923935483352743,2664.449715060415,994.2769368995924,2339.8146991451486,799.5409538475336,18.179499993077346,4.741563514313556,0.003762640058994293,0.006684104446321726,4938.350266676683,2220.344620950311,3703.98828125,7167.92919921875,726.5385554387019,2040.063946063702,4176.40615609976,5749.365234375,2.718508243560791,-0.0007266860920935869,0.022063113749027252,0.00048678097664378583,-0.5272630453109741,16.00237274169922,0.009015749850505999,2.018346743636147e-05,0.003763410613014962,0.004875086180779732,0.011290231839044887,0.06635726287796705,0.6022090852756028,0.01939712229661626,0.029439159558562463,0.06348935271162413,0.05819136688984877,0.0247629527002573,0.023287592455744743
15.wav,-581.2387084960938,53.61199188232422,13.794589042663574,30.157194137573242,8.072622299194336,-2.392460823059082,-6.865458011627197,-9.848033905029297,-7.9087605476379395,-9.467233657836914,-5.93060827255249,-1.4231606721878052,-5.262765884399414,-0.5363093614578247,12.145288467407227,0.15056125734417575,0.19044296344363285,2082.311305454919,2349.4906297701036,1158.4150130279231,872.2013682545037,20.30565330956296,8.16169368931367,0.11224080622196198,0.3016171157360077,3099.1163872243274,3095.5562732498406,78583.9375,111930.734375,1323.8372719580211,1943.3642478340003,2655.69082150992,3425.2461363249317,1.3584167957305908,6.438652349061158e-07,0.013681166805326939,0.00018717431521508843,0.45199069380760193,105.424560546875,0.016049700071027267,5.428059156163878e-05,0.004670490353736057,0.006257136863535842,0.014011471061208172,0.10879332971978697,0.9996448328508429,0.026118733103592754,0.05849661851572161,0.14194591100601303,0.07835619931077827,0.03288776054978371,0.04539964348077774
16.wav,-549.8003540039062,49.79401397705078,14.428929328918457,25.774446487426758,10.898468971252441,3.4773361682891846,-6.754868507385254,-8.076757431030273,-11.804478645324707,-5.933704853057861,-4.050896167755127,-4.215378284454346,-4.203065395355225,-2.873211145401001,12.890812873840332,0.20026960503016789,0.19484232518833786,2712.6549369811537,2451.8048848880508,1243.520616566455,832.4558022571144,18.82279484854777,6.51346006979775,0.09321846067905426,0.2763635218143463,3929.4480474898346,3195.62429685463,94109.625,137490.59375,1851.1324231046694,2529.5864877770855,3418.3112641821876,4275.572257427204,2.078496217727661,8.411753356085683e-07,0.020409176126122475,0.0004165344871580601,-1.9240984916687012,53.87332534790039,0.026186190881165004,0.0001088547739014273,0.012600528269549329,0.012709159110631743,0.03780158480864799,0.150094385638067,1.3621500377219107,0.06230940702302623,0.08163547825860012,0.14651581496835628,0.1869282210690787,0.015447127632796764,0.026881059631705284
17.wav,-506.2478942871094,69.49067687988281,7.296071529388428,23.251375198364258,-5.544376373291016,-2.709341049194336,-34.66859817504883,-13.29491901397705,-14.522677421569824,-8.717833518981934,-8.188974380493164,-10.285909652709961,-7.018266677856445,-6.905121326446533,21.150339126586914,0.18234485744201032,0.17109203330902814,2164.1605766005505,1978.7948406402325,993.407339724445,656.0595844767122,21.614917531210832,8.08809530816,0.003049632767215371,0.032305795699357986,3034.5832997744847,2436.6417595595954,236152.8125,160234.34375,1556.4621003141108,2028.0947466978093,2619.680653994845,3330.576046029317,1.5060378313064575,-3.086910851379798e-07,0.028520045801997185,0.0008133929804898798,-0.2923896610736847,11.363987922668457,0.018326940047411856,5.4398930972520743e-05,0.008061035078555526,0.00805003592961138,0.02418310523566658,0.1122463819206387,1.0716158929263417,0.03892431205945501,0.053260225336706254,0.10142815721491516,0.11677293617836504,0.012044242583215237,0.021732371300458908
18.wav,-536.4412841796875,50.327392578125,27.13151741027832,23.789552688598633,6.5512895584106445,1.4594775438308716,-7.7068610191345215,1.167641282081604,-0.6297982931137085,-5.159279823303223,-6.809084415435791,-5.804173469543457,-4.863364219665527,3.9662230014801025,9.294809341430664,0.17339712503559226,0.15961486994029878,2419.502772604403,2223.1424018296884,1414.647598696324,861.2659115965968,17.885114881825324,6.220558223599405,0.022754687815904617,0.13353222608566284,3760.8793845209284,3128.511673047443,63224.375,29573.1484375,1474.5093830082574,2130.9041989962984,3121.345704237258,4206.050155048762,1.9028255939483643,-8.635251447230985e-07,0.01599212735891342,0.00025574816390872,0.9507133364677429,34.34946823120117,0.015781675463240108,0.0001137068153365603,0.006372521389511981,0.010241766782136527,0.019117564168535942,0.22753963010904127,1.9864823882965408,0.11562913055591499,0.10658335449878754,,0.34688739166774496,0.004842663183808327,0.00577305955812335
19.wav,-512.072509765625,42.80348205566406,18.483745574951172,15.277228355407715,-0.43264254927635193,-18.699251174926758,-21.59480094909668,-17.64444923400879,-18.87604522705078,-11.683805465698242,-8.513739585876465,-2.938955783843994,-6.537262916564941,-5.194179058074951,14.459207534790039,0.23025449263856812,0.22536287633350524,3007.072597664216,2750.232782579544,1343.259736144996,884.0604803557565,22.562266079446754,7.9056724504548646,0.06482890248298645,0.23883278667926788,4272.202419078378,3401.982281764418,175537.25,91658.9453125,2102.893827583718,2815.242522418086,3757.817461749423,4655.473542598874,1.836611270904541,4.396769782033516e-06,0.023355724290013313,0.0005454898346215487,-0.6049597859382629,16.04170036315918,0.015296797867999276,5.035973673298099e-05,0.006672438275290918,0.00698533556965638,0.020017314825872753,0.1286558777297306,1.1803968789482802,0.0470418279544251,0.06374235957845634,0.10365452100800912,0.1411254838632753,0.01783869042992592,0.032741472125053406
20.wav,-521.7327880859375,49.970340728759766,18.0430965423584,23.393606185913086,-7.8454108238220215,4.620003700256348,-2.2315115928649902,-10.071952819824219,1.909599781036377,-5.241959571838379,0.7327418923377991,-1.8547792434692383,-2.8187592029571533,2.5435736179351807,10.61107063293457,0.17271603196292776,0.16589733875827542,2508.8915609322653,2184.9914529235457,1243.7466493551901,790.6879647067933,16.919744889002487,5.761194042107829,0.073194719851017,0.24966320395469666,3659.1571300201995,2866.7419339813537,43576.984375,112210.421875,1706.5268164805134,2264.5888411953424,3110.674515060599,4104.804371880941,1.8727633953094482,7.586873380205361e-06,0.019394906237721443,0.00037616235204041004,-0.0017979027470573783,34.74607467651367,0.013434365109745623,3.0370364956392668e-05,0.006760407388592224,0.0064211696853615895,0.02028122216577667,0.09137805962525784,0.8792485832184869,0.033204789979046655,0.038190639837999536,0.07370429161618829,0.09961436993713996,0.018834585323929787,0.025853384286165237
21.wav,-534.4075927734375,36.11901092529297,12.063516616821289,13.11623477935791,6.9587602615356445,-1.5278935432434082,-16.740957260131836,-10.48636245727539,-12.788856506347656,-9.416705131530762,-13.827798843383789,-7.787206172943115,-5.94760274887085,-2.7975025177001953,25.827932357788086,0.14677527243839675,0.18546814446830595,2984.02112380807,2698.2681729912024,1403.434454359254,1035.573075122099,21.755816460531555,6.338078225169257,0.24361716210842133,0.42258220911026,4274.15947393559,3523.775699042126,435846.03125,299245.34375,2071.721159422762,2812.8972349208516,3745.5347852415393,4643.763539676583,1.31768798828125,-3.522113729559351e-07,0.026415102183818817,0.0006977575831115246,-0.47325918078422546,23.279565811157227,0.014417574778876873,5.1591860401496314e-05,0.005226438476570893,0.008070015697646876,0.015679315429712678,0.11731687629786935,1.1384976788362595,0.037188292105593976,0.05535636644563329,0.1108861600706865,0.11156487631678193,0.023734649643301964,0.03821229934692383
22.wav,-493.42120361328125,57.25907516479492,29.34902572631836,25.579267501831055,14.010733604431152,-3.016336679458618,-17.266796112060547,-14.353408813476562,-10.251842498779297,-6.7555036544799805,-7.581989288330078,-1.7789645195007324,-1.8014848232269287,-7.001841068267822,27.83747673034668,0.17897511017628207,0.21028145923964522,2378.7354955650057,2610.350014031522,1121.876306491994,775.7109121310575,20.745996493506237,7.91545080051307,0.05740569159388542,0.2247350811958313,3435.594951923077,3278.9484269012464,462205.375,157438.953125,1641.6122671274038,2177.84423828125,2942.27294921875,3781.6353665865386,1.657659888267517,-9.007654443848878e-05,0.031030764803290367,0.0009629083797335625,0.28316447138786316,7.898427963256836,0.018529285211032843,6.50623153500201e-05,0.006742068306067188,0.00767216157979681,0.02022620491820156,0.13643486748721811,1.2268491025924646,0.052167684905946775,0.07289057745157586,0.11891888320805027,0.15650305471784032,0.01963922381401062,0.03394021838903427
23.wav,-478.6510314941406,53.51911926269531,6.485241413116455,23.335758209228516,-0.0664236918091774,0.8331789374351501,-9.435559272766113,-8.087106704711914,-12.961206436157227,-9.158853530883789,-8.449621200561523,-7.925774097442627,-4.133968353271484,-2.690758466720581,83.13226318359375,0.10169452116121873,0.13837281365399173,3042.505122129589,3243.446404102875,1035.545829260294,856.4604271046624,17.379141744847427,9.090376685467666,0.26046860218048096,0.4338429272174835,3912.304066803496,3492.8902625754645,3767290.5,703343.0,2449.154197563559,2923.4190860037074,3532.6966366525426,4187.2955839512715,1.0044113397598267,-6.997287073318148e-06,0.05338617414236069,0.0028500836342573166,-0.5931569933891296,12.69106388092041,0.01263025343856202,3.05537067492486e-05,0.004682687101079674,0.00546834964190099,0.014048061303239021,0.09326182693512207,1.0150106288980167,0.02865088313866681,0.03939098601010373,0.07109145542218602,0.08595264941600042,0.0140449907630682,0.015359711833298206
24.wav,-506.1518249511719,51.07785415649414,22.83110809326172,21.930130004882812,19.6149959564209,-7.4061689376831055,-12.124821662902832,-5.343915939331055,-14.4794340133667,-13.193387985229492,-4.891103267669678,-6.403700351715088,-6.7260260581970215,-0.4688858687877655,16.010540008544922,0.17580731840349076,0.2023248630410901,2368.240032191849,2620.6250196555798,1335.706723320386,932.2101083801814,19.273092070544926,7.706097154960091,0.013485698960721493,0.09734419733285904,3585.9857766780033,3470.0637367183385,271901.71875,22294.2109375,1548.2572018977799,2142.1557667319044,2981.464312355621,3971.251037722985,1.5764365196228027,1.4424936125578824e-06,0.02359517477452755,0.0005567322368733585,0.6371542811393738,11.569086074829102,0.013214171752570239,3.8403559668495364e-05,0.0034424708108484934,0.004083909641698025,0.01032741243254548,0.12076667879565006,1.135102989535922,0.028471021046015337,0.048010462926493296,0.134165011301443,0.085413063138046,0.01869373768568039,0.03656226769089699
25.wav,-508.1171569824219,54.756103515625,-9.114093780517578,19.049440383911133,0.20904052257537842,13.700206756591797,-0.1416846215724945,2.694852828979492,-1.3509489297866821,-2.5126466751098633,-4.016242504119873,-0.5927848815917969,-1.4770886898040771,0.4638095498085022,14.991480827331543,0.18322612293358467,0.1764050402553,2954.9025748874515,2753.88055528004,1326.0662360485112,862.5789451324155,14.611577931545948,5.996644096745247,0.14861638844013214,0.34449753165245056,4025.4474684146608,3193.42418717292,67491.4296875,208539.1875,2184.3586012271608,2826.7575009516386,3556.962907618547,4417.703990537993,2.0132970809936523,2.5479508622083813e-05,0.02515627071261406,0.0006328379968181252,-0.24710704386234283,30.25717544555664,0.015736904102477536,3.632249328025453e-05,0.006591527762995797,0.005486925105828108,0.01977458328898739,0.08348104291203717,0.9425362592398614,0.020819409622504094,0.033600173148368405,0.07619542064967334,0.06245822886751228,0.01821730099618435,0.021666793152689934
26.wav,-488.46441650390625,53.284751892089844,10.88024616241455,16.084945678710938,2.36903977394104,2.5008020401000977,-4.15517520904541,-1.9336293935775757,-8.771223068237305,-9.22757625579834,-5.403448581695557,-4.08497953414917,-4.6872239112854,-4.057361125946045,40.151649475097656,0.3955397185836157,0.35937846356892933,4355.759471207353,3967.924718526715,873.1114724598743,726.1071348284137,19.13109493864151,5.236942449536851,0.23858642578125,0.36687910556793213,5134.381747545831,3999.7886296258357,1062529.125,459075.0,3804.4041976116287,4190.240425338819,4808.194368552608,5404.776659778104,0.7567368745803833,1.5740116623419453e-06,0.03394855186343193,0.0011525042355060577,-0.202339306473732,18.242095947265625,0.014080843548225575,3.8730316594777985e-05,0.005658389534678704,0.006623837517732198,0.01697516860403611,0.06582375144570805,0.6634354869909271,0.02093861794507041,0.0335387200572374,0.06567024197745473,0.06281585383521124,0.028480423614382744,0.021241115406155586
27.wav,-412.09307861328125,136.66094970703125,11.129210472106934,15.324034690856934,-0.8229127526283264,-8.039645195007324,-8.900705337524414,-3.275189161300659,-31.371318817138672,-6.561700820922852,-20.5600528717041,-10.682645797729492,-15.012824058532715,-12.341019630432129,2.8380064964294434,0.07453592414529915,0.04657820142558218,1490.8807862137983,718.4067825679869,1768.272835793695,598.8580020696121,26.799590940496415,5.252837392998912,0.002287861192598939,0.007053940091282129,3158.203125,1968.6654630264184,38224.21875,23084.044921875,415.9405048076923,845.7763671875,1798.2065054086538,3899.0741436298076,1.8206459283828735,-3.491090683382936e-05,0.03101186826825142,0.0009617359610274434,0.5720370411872864,8.588556289672852,0.01573101018626578,3.7635231385338374e-05,0.006635941304059687,0.0075224393924207215,0.019907823912179063,0.1101495253055439,1.0029402348777952,0.039356642552088504,0.05737906389057845,0.11312652047609643,0.1180699276562655,0.021136105060577393,0.0328274667263031
28.wav,-609.337158203125,36.02476119995117,42.57466125488281,12.860313415527344,1.2856807708740234,-3.0069754123687744,6.136628150939941,12.800840377807617,-13.161710739135742,4.590710163116455,7.878322124481201,-10.515095710754395,4.221480369567871,5.89740514755249,0.7418256998062134,0.2177463107638889,0.19283007116796583,4107.290181428752,2181.408531837291,2639.8895293304213,583.7413593052704,19.582755484653376,5.375868929446171,0.004160275682806969,0.011522685177624226,6868.792724609375,2661.454442856397,2171.660888671875,1604.5579833984375,2416.0552978515625,3435.6674194335938,5660.914611816406,7739.691162109375,2.1604702472686768,-0.00011383062519598752,0.007715856656432152,5.9534442698350176e-05,-0.020912759006023407,26.776418685913086,0.014286704196960653,5.776073452923811e-05,0.004969843465498216,0.005776585631216612,0.014909530396494649,0.1197017364508415,0.9966887348940174,0.03500502105105839,0.043377055194944836,0.067107032490108,0.10501506315317517,0.03278960660099983,0.037505507469177246
